#Depth	GR	RT	RI	RXO	DEN	SP
30.125	45.210	0.200	0.200	0.200	2.355	23.782
30.250	44.954	0.200	0.200	0.200	2.355	23.782
30.375	45.508	0.200	0.200	0.200	2.355	23.782
30.500	46.961	0.200	0.200	0.200	2.355	23.782
30.625	47.932	0.200	0.200	0.200	2.355	23.782
30.750	50.201	0.200	0.200	0.200	2.355	23.782
30.875	51.520	0.200	0.200	0.200	2.355	23.782
31.000	52.070	0.200	0.200	0.200	2.355	23.782
31.125	52.289	0.200	0.200	0.200	2.355	23.782
31.250	50.839	0.200	0.200	0.200	2.355	23.782
31.375	50.839	0.200	0.200	0.200	2.355	23.782
31.500	50.319	0.200	0.200	0.200	2.355	23.782
31.625	47.427	0.200	0.200	0.200	2.355	23.782
31.750	43.191	0.200	0.200	0.200	2.355	23.782
31.875	39.676	0.200	0.200	0.200	2.355	23.782
32.000	38.234	0.200	0.200	0.200	2.355	23.782
32.125	40.174	0.200	0.200	0.200	2.355	23.782
32.250	42.245	0.200	0.200	0.200	2.355	23.782
32.375	42.589	0.200	0.200	0.200	2.355	23.782
32.500	42.695	0.200	0.200	0.200	2.355	23.782
32.625	43.457	0.200	0.200	0.200	2.355	23.782
32.750	41.530	0.200	0.200	0.200	2.355	23.782
32.875	42.824	0.200	0.200	0.200	2.355	23.782
33.000	41.647	0.200	0.200	0.200	2.355	23.782
33.125	40.943	0.200	0.200	0.200	2.355	23.782
33.250	41.139	0.200	0.200	0.200	2.355	23.782
33.375	41.921	0.200	0.200	0.200	2.355	23.782
33.500	43.847	0.200	0.200	0.200	2.355	23.782
33.625	42.392	0.200	0.200	0.200	2.355	23.782
33.750	38.985	0.200	0.200	0.200	2.355	23.782
33.875	36.473	0.200	0.200	0.200	2.355	23.782
34.000	36.491	0.200	0.200	0.200	2.355	23.782
34.125	38.982	0.200	0.200	0.200	2.355	23.782
34.250	41.750	0.200	0.200	0.200	2.355	23.782
34.375	48.542	0.200	0.200	0.200	2.355	23.782
34.500	46.746	0.200	0.200	0.200	2.355	23.782
34.625	44.136	0.200	0.200	0.200	2.355	23.782
34.750	41.507	0.200	0.200	0.200	2.355	23.782
34.875	39.215	0.200	0.200	0.200	2.355	23.782
35.000	43.086	0.200	0.200	0.200	2.355	23.782
35.125	45.027	0.200	0.200	0.200	2.355	23.782
35.250	46.967	0.200	0.200	0.200	2.355	23.782
35.375	46.267	0.200	0.200	0.200	2.355	23.782
35.500	43.448	0.200	0.200	0.200	2.355	23.782
35.625	40.682	0.200	0.200	0.200	2.355	23.782
35.750	40.365	0.200	0.200	0.200	2.355	23.782
35.875	41.336	0.200	0.200	0.200	2.355	23.782
36.000	42.697	0.200	0.200	0.200	2.355	23.782
36.125	42.488	0.200	0.200	0.200	2.355	23.782
36.250	41.719	0.200	0.200	0.200	2.355	23.782
36.375	42.217	0.200	0.200	0.200	2.355	23.782
36.500	44.612	0.200	0.200	0.200	2.355	23.782
36.625	41.378	0.200	0.200	0.200	2.355	23.782
36.750	39.577	0.200	0.200	0.200	2.355	23.782
36.875	38.023	0.200	0.200	0.200	2.355	23.782
37.000	37.849	0.200	0.200	0.200	2.355	23.782
37.125	39.390	0.200	0.200	0.200	2.355	23.782
37.250	39.405	0.200	0.200	0.200	2.355	23.782
37.375	41.992	0.200	0.200	0.200	2.355	23.782
37.500	45.621	0.200	0.200	0.200	2.355	23.782
37.625	48.033	0.200	0.200	0.200	2.355	23.782
37.750	48.505	0.200	0.200	0.200	2.355	23.782
37.875	46.869	0.200	0.200	0.200	2.355	23.782
38.000	42.692	0.200	0.200	0.200	2.355	23.782
38.125	43.177	0.200	0.200	0.200	2.355	23.782
38.250	42.489	0.200	0.200	0.200	2.355	23.782
38.375	42.891	0.200	0.200	0.200	2.355	23.782
38.500	44.447	0.200	0.200	0.200	2.355	23.782
38.625	46.787	0.200	0.200	0.200	2.355	23.782
38.750	50.656	0.200	0.200	0.200	2.355	23.782
38.875	52.597	0.200	0.200	0.200	2.355	23.782
39.000	54.146	0.200	0.200	0.200	2.355	23.782
39.125	53.838	0.200	0.200	0.200	2.355	23.782
39.250	53.170	0.200	0.200	0.200	2.355	23.782
39.375	53.089	0.200	0.200	0.200	2.355	23.782
39.500	50.845	0.200	0.200	0.200	2.355	23.782
39.625	51.815	0.200	0.200	0.200	2.355	23.782
39.750	50.047	0.200	0.200	0.200	2.355	23.782
39.875	49.289	0.200	0.200	0.200	2.355	23.782
40.000	49.481	0.200	0.200	0.200	2.355	23.782
40.125	49.481	0.200	0.200	0.200	2.355	23.782
40.250	49.490	0.200	0.200	0.200	2.355	23.782
40.375	50.945	0.200	0.200	0.200	2.355	23.782
40.500	51.618	0.200	0.200	0.200	2.355	23.782
40.625	55.929	0.200	0.200	0.200	2.355	23.782
40.750	60.551	0.200	0.200	0.200	2.355	23.782
40.875	62.039	0.200	0.200	0.200	2.355	23.782
41.000	63.619	0.200	0.200	0.200	2.355	23.782
41.125	59.738	0.200	0.200	0.200	2.355	23.782
41.250	57.814	0.200	0.200	0.200	2.355	23.782
41.375	57.144	0.200	0.200	0.200	2.355	23.782
41.500	56.390	0.200	0.200	0.200	2.355	23.782
41.625	55.007	0.200	0.200	0.200	2.355	23.782
41.750	54.505	0.200	0.200	0.200	2.355	23.782
41.875	51.595	0.200	0.200	0.200	2.355	23.782
42.000	52.077	0.200	0.200	0.200	2.355	23.782
42.125	53.174	0.200	0.200	0.200	2.355	23.782
42.250	53.552	0.200	0.200	0.200	2.355	23.782
42.375	52.129	0.200	0.200	0.200	2.355	23.782
42.500	47.138	0.200	0.200	0.200	2.355	23.782
42.625	45.198	0.200	0.200	0.200	2.355	23.782
42.750	44.824	0.200	0.200	0.200	2.355	23.782
42.875	46.591	0.200	0.200	0.200	2.355	23.782
43.000	48.712	0.200	0.200	0.200	2.355	23.782
43.125	49.481	0.200	0.200	0.200	2.355	23.782
43.250	49.463	0.200	0.200	0.200	2.355	23.782
43.375	47.089	0.200	0.200	0.200	2.355	23.782
43.500	46.632	0.200	0.200	0.200	2.355	22.258
43.625	46.632	0.200	0.200	0.200	2.355	18.414
43.750	46.632	0.200	0.200	0.200	2.355	14.795
43.875	46.632	0.200	0.200	0.200	2.355	13.369
44.000	46.632	0.200	0.200	0.200	2.355	12.058
44.125	46.632	0.200	0.200	0.200	2.355	10.894
44.250	46.632	0.200	0.200	0.200	2.355	9.850
44.375	46.632	0.200	0.200	0.200	2.355	8.920
44.500	46.632	0.200	0.200	0.200	2.355	8.098
44.625	46.632	0.200	0.200	0.200	2.355	7.372
44.750	46.632	0.200	0.200	0.200	2.355	6.730
44.875	46.632	0.200	0.200	0.200	2.355	6.170
45.000	47.286	0.200	0.200	0.200	2.355	5.661
45.125	49.966	0.200	0.200	0.200	2.355	5.198
45.250	53.985	0.200	0.200	0.200	2.355	4.778
45.375	57.083	0.200	0.200	0.200	2.355	4.407
45.500	55.953	0.200	0.200	0.200	2.355	4.093
45.625	55.306	0.200	0.200	0.200	2.355	3.872
45.750	55.181	0.200	0.200	0.200	2.355	3.741
45.875	55.969	0.200	0.200	0.200	2.355	3.706
46.000	56.604	0.200	0.200	0.200	2.355	3.763
46.125	56.246	0.200	0.200	0.200	2.355	3.904
46.250	55.729	0.200	0.200	0.200	2.355	4.110
46.375	51.519	0.200	0.200	0.200	2.355	4.352
46.500	50.712	0.200	0.200	0.200	2.355	4.584
46.625	49.234	0.200	0.200	0.200	2.355	4.780
46.750	48.989	0.200	0.200	0.202	2.355	4.920
46.875	50.687	0.200	0.200	0.209	2.355	4.997
47.000	47.781	0.200	0.200	0.221	2.355	5.009
47.125	45.838	0.200	0.200	0.227	2.352	4.967
47.250	43.109	0.200	0.200	0.232	2.350	4.918
47.375	41.378	0.200	0.200	0.245	2.358	4.896
47.500	39.711	0.200	0.200	0.289	2.415	4.935
47.625	37.665	0.200	0.200	0.349	2.520	5.068
47.750	38.000	0.200	0.200	0.335	2.588	5.324
47.875	39.619	0.200	0.200	0.288	2.589	5.774
48.000	42.876	0.200	0.200	0.267	2.552	6.401
48.125	43.906	0.200	0.200	0.257	2.488	7.206
48.250	42.596	0.200	0.200	0.252	2.426	8.187
48.375	39.991	0.200	0.200	0.254	2.390	9.330
48.500	36.142	0.200	0.200	0.259	2.387	10.617
48.625	36.385	0.200	0.200	0.257	2.395	12.034
48.750	37.217	0.200	0.200	0.250	2.401	13.504
48.875	38.189	0.200	0.200	0.246	2.406	14.984
49.000	38.266	0.200	0.200	0.247	2.408	16.430
49.125	37.373	0.200	0.200	0.256	2.405	17.801
49.250	37.697	0.202	0.200	0.276	2.394	19.063
49.375	38.021	0.391	0.200	0.310	2.385	20.146
49.500	37.821	0.350	0.200	0.359	2.388	21.065
49.625	37.497	0.256	0.200	0.418	2.405	21.824
49.750	37.969	0.200	0.200	0.420	2.427	22.430
49.875	39.249	0.200	0.200	0.329	2.444	22.898
50.000	39.242	0.206	0.200	0.218	2.450	23.248
50.125	38.595	0.838	0.200	0.203	2.447	23.491
50.250	37.160	0.768	0.200	0.200	2.437	23.681
50.375	38.306	0.434	0.200	0.200	2.425	23.843
50.500	40.557	0.200	0.200	0.200	2.418	23.999
50.625	41.869	0.200	0.200	0.200	2.417	24.172
50.750	43.206	0.200	0.200	0.200	2.418	24.383
50.875	40.616	0.200	0.200	0.200	2.421	24.671
51.000	38.287	0.200	0.200	0.200	2.422	25.043
51.125	37.551	0.385	0.200	0.200	2.426	25.507
51.250	38.093	0.779	0.200	0.200	2.433	26.065
51.375	39.200	1.188	0.200	0.200	2.439	26.719
51.500	40.793	1.148	0.200	0.200	2.440	27.460
51.625	39.822	0.351	0.200	0.200	2.436	28.292
51.750	39.900	0.200	0.200	0.200	2.423	29.176
51.875	38.445	0.200	0.200	0.200	2.405	30.099
52.000	35.987	0.200	0.200	0.200	2.388	31.050
52.125	34.197	0.211	0.200	0.200	2.378	32.024
52.250	34.194	0.262	0.200	0.200	2.377	33.020
52.375	33.870	0.220	0.200	0.200	2.392	34.060
52.500	38.532	0.204	0.200	0.200	2.412	35.160
52.625	40.408	0.200	0.200	0.200	2.433	36.346
52.750	40.823	0.200	0.200	0.200	2.446	37.646
52.875	41.539	0.204	0.200	0.200	2.448	39.088
53.000	37.698	0.223	0.200	0.200	2.439	40.696
53.125	38.022	0.478	0.200	0.200	2.426	42.541
53.250	37.820	0.987	0.200	0.200	2.411	44.590
53.375	36.854	1.856	0.200	0.200	2.406	46.837
53.500	35.245	2.408	0.200	0.200	2.418	49.266
53.625	33.848	2.139	0.200	0.200	2.445	51.856
53.750	34.500	1.525	0.200	0.200	2.477	54.577
53.875	35.552	0.411	0.200	0.200	2.489	57.398
54.000	36.802	0.200	0.200	0.200	2.480	60.239
54.125	38.888	0.200	0.200	0.203	2.458	63.049
54.250	40.681	0.200	0.200	0.250	2.437	65.775
54.375	41.807	0.200	0.200	0.392	2.428	68.368
54.500	44.678	0.200	0.200	0.669	2.433	70.776
54.625	43.707	0.200	0.200	0.773	2.453	72.888
54.750	42.998	0.200	0.200	0.691	2.476	74.713
54.875	42.152	0.200	0.200	0.520	2.491	76.238
55.000	40.781	0.200	0.200	0.357	2.491	77.455
55.125	39.591	0.200	0.200	0.272	2.476	78.366
55.250	41.206	0.200	0.200	0.273	2.458	78.980
55.375	42.502	0.200	0.200	0.308	2.443	79.255
55.500	44.060	0.200	0.200	0.295	2.425	79.280
55.625	44.887	0.200	0.200	0.249	2.409	79.076
55.750	45.611	0.200	0.200	0.209	2.399	78.659
55.875	46.427	0.200	0.200	0.200	2.399	78.042
56.000	45.488	0.200	0.200	0.200	2.412	77.234
56.125	47.350	0.200	0.200	0.200	2.437	76.195
56.250	45.598	0.200	0.200	0.200	2.460	74.966
56.375	46.375	0.200	0.200	0.201	2.477	73.540
56.500	47.856	0.200	0.200	0.214	2.481	71.901
56.625	47.272	0.200	0.200	0.257	2.468	70.029
56.750	46.655	0.200	0.200	0.340	2.451	67.896
56.875	48.598	0.200	0.200	0.386	2.450	65.389
57.000	50.607	0.334	0.200	0.426	2.458	62.526
57.125	50.996	0.638	0.200	0.527	2.466	59.279
57.250	49.948	0.951	0.200	0.573	2.472	55.620
57.375	48.724	1.069	0.200	0.466	2.473	51.529
57.500	49.018	0.870	0.200	0.295	2.468	46.993
57.625	53.552	0.306	0.200	0.250	2.465	41.920
57.750	55.193	0.200	0.200	0.229	2.464	36.446
57.875	55.570	0.200	0.200	0.219	2.461	30.632
58.000	55.036	0.200	0.200	0.224	2.449	24.550
58.125	54.153	0.210	0.202	0.249	2.419	18.287
58.250	54.840	0.260	0.219	0.318	2.370	11.946
58.375	58.726	0.755	0.650	2.831	2.282	5.697
58.500	63.402	1.840	1.439	5.053	2.174	-0.312
58.625	67.665	3.577	2.570	5.624	2.072	-5.969
58.750	68.446	5.185	3.870	5.739	1.987	-11.176
58.875	65.714	5.941	4.939	6.546	1.923	-15.854
59.000	66.362	5.929	5.132	7.023	1.880	-19.945
59.125	67.009	4.770	4.944	7.589	1.845	-23.283
59.250	76.669	4.492	5.130	6.781	1.857	-26.031
59.375	83.003	4.735	5.673	6.500	1.934	-28.250
59.500	84.181	5.428	6.645	7.632	2.052	-30.005
59.625	80.888	6.611	8.038	9.637	2.170	-31.368
59.750	70.294	8.302	9.623	10.248	2.259	-32.414
59.875	66.893	9.710	10.731	11.195	2.310	-33.178
60.000	64.940	9.680	10.604	10.683	2.363	-33.779
60.125	65.703	8.812	9.669	9.553	2.383	-34.257
60.250	66.298	7.782	8.482	8.953	2.352	-34.638
60.375	64.672	7.114	7.551	9.452	2.274	-34.939
60.500	63.663	6.963	7.151	10.284	2.184	-35.171
60.625	65.930	7.346	7.330	10.769	2.134	-35.326
60.750	68.197	8.018	7.741	10.576	2.112	-35.419
60.875	70.712	8.598	8.100	10.326	2.106	-35.454
61.000	71.210	8.890	8.248	10.240	2.111	-35.435
61.125	69.999	8.836	8.128	10.323	2.122	-35.368
61.250	73.860	8.486	7.774	10.474	2.139	-35.258
61.375	75.803	8.020	7.306	9.177	2.161	-35.109
61.500	80.643	7.506	6.844	7.750	2.184	-34.940
61.625	82.176	7.175	6.536	7.640	2.207	-34.758
61.750	83.213	7.098	6.430	7.762	2.227	-34.571
61.875	85.907	7.291	6.541	7.160	2.237	-34.384
62.000	84.203	7.788	6.898	7.137	2.235	-34.202
62.125	82.260	8.407	7.313	9.085	2.219	-34.029
62.250	78.473	8.840	7.564	9.257	2.205	-33.866
62.375	77.492	8.812	7.504	9.424	2.198	-33.713
62.500	79.582	8.239	7.074	9.081	2.208	-33.571
62.625	84.788	7.246	6.336	7.585	2.236	-33.443
62.750	95.976	6.188	5.498	5.862	2.273	-33.332
62.875	102.453	5.647	4.936	5.494	2.307	-33.249
63.000	106.558	5.213	4.596	5.552	2.331	-33.196
63.125	107.189	5.193	4.493	5.726	2.346	-33.176
63.250	106.611	5.530	4.576	5.817	2.353	-33.193
63.375	106.796	6.129	4.790	5.832	2.354	-33.249
63.500	106.423	7.109	5.123	6.059	2.345	-33.342
63.625	102.536	7.766	5.476	6.550	2.337	-33.477
63.750	98.980	8.102	5.706	6.875	2.328	-33.642
63.875	100.022	7.993	5.823	6.848	2.315	-33.829
64.000	102.567	7.779	5.841	6.738	2.296	-34.032
64.125	102.158	7.722	5.844	6.894	2.277	-34.246
64.250	97.835	7.594	6.032	7.429	2.267	-34.464
64.375	91.277	8.474	6.623	7.861	2.278	-34.677
64.500	85.839	9.337	7.442	8.345	2.313	-34.881
64.625	81.454	10.460	8.203	9.911	2.345	-35.072
64.750	76.796	11.217	8.632	12.126	2.355	-35.246
64.875	71.933	11.009	8.543	13.309	2.334	-35.404
65.000	70.397	10.032	7.929	10.826	2.277	-35.544
65.125	74.607	8.736	7.037	8.051	2.219	-35.668
65.250	79.872	7.812	6.307	7.323	2.191	-35.786
65.375	84.383	7.337	5.881	7.209	2.187	-35.905
65.500	86.390	7.230	5.750	7.177	2.200	-36.032
65.625	85.742	7.285	5.811	7.174	2.217	-36.177
65.750	85.089	7.217	5.931	7.327	2.228	-36.344
65.875	84.118	7.300	6.058	7.088	2.221	-36.548
66.000	85.785	7.473	6.251	6.768	2.209	-36.784
66.125	86.459	7.852	6.488	7.161	2.196	-37.047
66.250	86.672	8.320	6.755	7.936	2.181	-37.335
66.375	86.600	8.747	7.019	8.432	2.165	-37.640
66.500	82.743	9.151	7.218	8.304	2.145	-37.956
66.625	80.800	8.919	7.247	8.976	2.125	-38.276
66.750	77.801	8.550	7.193	9.677	2.114	-38.590
66.875	76.206	8.529	7.465	9.801	2.132	-38.898
67.000	75.606	9.269	8.340	9.598	2.196	-39.199
67.125	74.052	11.189	10.059	10.910	2.309	-39.494
67.250	69.203	14.766	12.892	17.737	2.450	-39.786
67.375	64.912	20.756	17.087	36.636	2.542	-40.083
67.500	64.647	26.022	20.641	46.130	2.554	-40.389
67.625	65.096	25.280	20.348	38.908	2.497	-40.704
67.750	66.260	20.295	17.094	24.426	2.403	-41.030
67.875	66.778	15.014	13.198	14.575	2.296	-41.363
68.000	60.709	11.706	10.313	12.081	2.182	-41.699
68.125	60.061	10.426	8.940	11.415	2.140	-42.028
68.250	59.083	9.846	8.290	11.269	2.109	-42.340
68.375	60.871	9.666	8.075	11.293	2.093	-42.629
68.500	63.895	9.425	8.039	11.294	2.090	-42.964
68.625	66.581	9.007	8.036	11.166	2.099	-43.320
68.750	70.686	9.032	8.115	10.855	2.113	-43.450
68.875	68.176	9.648	8.332	10.510	2.128	-43.527
69.000	65.601	10.713	8.577	10.943	2.139	-43.561
69.125	60.368	11.308	8.804	11.787	2.148	-43.555
69.250	56.886	11.085	8.814	12.140	2.153	-43.512
69.375	58.723	10.260	8.498	11.526	2.154	-43.437
69.500	62.570	9.601	8.025	10.660	2.152	-43.334
69.625	69.047	9.221	7.735	10.270	2.147	-43.208
69.750	72.089	9.729	8.028	10.278	2.145	-43.071
69.875	70.816	10.719	8.765	10.651	2.152	-42.929
70.000	66.627	12.087	9.753	11.174	2.177	-42.789
70.125	61.970	13.428	10.674	11.523	2.218	-42.654
70.250	59.282	13.622	11.036	11.352	2.257	-42.526
70.375	60.578	12.200	10.375	10.986	2.254	-42.411
70.500	60.552	10.863	9.316	11.165	2.204	-42.303
70.625	62.124	9.830	8.330	11.556	2.143	-42.200
70.750	63.832	9.269	7.666	12.141	2.099	-42.099
70.875	64.022	9.176	7.411	12.666	2.086	-41.999
71.000	63.990	9.291	7.525	12.255	2.098	-41.895
71.125	62.047	9.641	7.791	11.040	2.101	-41.786
71.250	62.550	10.162	8.041	10.171	2.105	-41.672
71.375	64.750	10.689	8.237	9.813	2.113	-41.554
71.500	66.316	10.935	8.354	10.302	2.128	-41.433
71.625	65.782	10.806	8.380	11.248	2.148	-41.313
71.750	64.481	10.640	8.302	10.935	2.166	-41.194
71.875	62.862	10.212	8.178	11.593	2.169	-41.080
72.000	65.738	9.966	8.085	12.107	2.164	-40.974
72.125	69.225	9.941	8.112	12.031	2.160	-40.874
72.250	71.654	10.075	8.255	12.080	2.158	-40.781
72.375	72.317	10.409	8.445	12.996	2.159	-40.694
72.500	70.724	11.200	8.582	14.609	2.164	-40.609
72.625	70.643	11.196	8.549	12.964	2.165	-40.523
72.750	74.067	10.980	8.364	11.962	2.168	-40.433
72.875	74.481	10.466	8.068	11.717	2.172	-40.334
73.000	72.437	9.959	7.780	11.799	2.178	-40.224
73.125	69.390	9.924	7.773	11.779	2.184	-40.100
73.250	63.378	10.792	8.505	11.706	2.193	-39.960
73.375	65.483	12.768	10.040	13.660	2.234	-39.798
73.500	67.191	15.807	11.926	32.604	2.306	-39.617
73.625	67.211	17.570	13.317	69.247	2.372	-39.418
73.750	65.497	17.182	13.498	96.162	2.398	-39.201
73.875	63.571	14.928	12.271	84.984	2.366	-38.965
74.000	64.611	12.078	10.273	29.608	2.290	-38.711
74.125	64.934	10.777	8.625	14.030	2.200	-38.434
74.250	66.582	10.199	7.841	11.113	2.158	-38.137
74.375	65.476	10.319	7.681	11.172	2.140	-37.823
74.500	64.812	10.688	7.749	11.128	2.131	-37.495
74.625	67.121	10.740	7.650	10.776	2.125	-37.159
74.750	68.523	10.061	7.144	10.254	2.135	-36.824
74.875	75.890	8.977	6.422	8.330	2.172	-36.504
75.000	82.000	8.056	5.789	6.957	2.215	-36.216
75.125	87.229	7.387	5.345	6.495	2.247	-35.971
75.250	89.416	7.050	5.130	6.370	2.261	-35.780
75.375	88.424	7.056	5.134	6.090	2.260	-35.649
75.500	89.453	7.307	5.302	6.013	2.256	-35.584
75.625	93.663	7.701	5.575	6.330	2.257	-35.597
75.750	93.106	8.397	5.890	6.776	2.261	-35.664
75.875	88.685	9.112	6.246	7.268	2.258	-35.771
76.000	80.638	9.772	6.616	7.828	2.245	-35.901
76.125	72.350	10.256	6.957	8.400	2.221	-36.039
76.250	72.622	10.220	7.213	8.721	2.196	-36.167
76.375	70.031	10.357	7.281	8.999	2.178	-36.258
76.500	72.209	10.435	7.296	9.070	2.167	-36.298
76.625	70.994	10.647	7.276	8.911	2.162	-36.280
76.750	68.956	10.779	7.263	8.978	2.158	-36.196
76.875	68.332	10.671	7.276	9.500	2.153	-36.042
77.000	63.214	10.541	7.280	9.950	2.144	-35.814
77.125	61.514	10.381	7.352	10.044	2.124	-35.502
77.250	61.205	10.436	7.422	9.856	2.094	-35.127
77.375	61.004	10.338	7.323	9.603	2.069	-34.701
77.500	61.223	9.973	7.023	9.440	2.065	-34.237
77.625	63.326	9.345	6.550	9.098	2.099	-33.748
77.750	69.527	8.476	5.944	7.667	2.170	-33.252
77.875	78.271	7.609	5.367	6.824	2.242	-32.773
78.000	88.207	7.027	4.924	6.437	2.281	-32.332
78.125	93.751	6.700	4.628	6.019	2.295	-31.940
78.250	95.304	6.706	4.575	5.763	2.302	-31.609
78.375	95.092	7.033	4.792	5.853	2.314	-31.345
78.500	94.089	7.435	5.115	5.998	2.336	-31.154
78.625	91.417	7.632	5.450	7.069	2.358	-31.050
78.750	92.722	7.848	5.580	9.844	2.381	-31.013
78.875	94.958	7.883	5.564	9.095	2.400	-31.032
79.000	96.818	7.751	5.413	6.871	2.398	-31.100
79.125	97.777	7.514	5.183	6.291	2.363	-31.208
79.250	97.454	7.172	5.034	6.964	2.304	-31.349
79.375	93.002	7.292	5.144	7.081	2.248	-31.516
79.500	87.421	7.963	5.609	6.727	2.225	-31.697
79.625	81.793	9.011	6.279	7.042	2.232	-31.885
79.750	77.678	10.206	6.983	8.063	2.262	-32.076
79.875	76.894	11.210	7.525	9.087	2.299	-32.265
80.000	81.067	11.570	7.687	8.967	2.323	-32.448
80.125	83.334	10.675	7.182	7.993	2.306	-32.619
80.250	85.534	9.359	6.414	7.257	2.267	-32.776
80.375	87.570	8.259	5.715	6.882	2.229	-32.915
80.500	89.377	7.684	5.318	6.849	2.204	-33.033
80.625	90.428	7.716	5.324	7.088	2.190	-33.126
80.750	89.375	8.269	5.658	7.552	2.179	-33.191
80.875	84.193	9.266	6.220	9.000	2.190	-33.217
81.000	82.992	10.123	6.745	10.612	2.222	-33.208
81.125	81.515	10.662	7.075	10.488	2.261	-33.165
81.250	80.790	10.514	7.045	9.260	2.285	-33.092
