#Depth	SP	GR	RI	RT	RXO	DEN
73.125	-5.150	83.960	5.286	7.394	6.994	2.232
73.250	-4.580	88.559	4.873	6.824	6.619	2.247
73.375	-4.203	93.451	4.574	6.417	6.487	2.255
73.500	-3.884	95.921	4.442	6.235	6.400	2.257
73.625	-3.687	96.492	4.551	6.404	6.228	2.259
73.750	-3.758	96.539	4.899	6.917	6.477	2.260
73.875	-3.992	94.910	5.477	7.761	10.508	2.261
74.000	-4.428	90.288	6.143	8.697	19.333	2.258
74.125	-4.924	84.438	6.781	9.531	21.243	2.247
74.250	-5.287	80.009	7.121	9.869	12.824	2.223
74.375	-5.524	76.086	7.061	9.658	7.693	2.193
74.500	-5.782	72.774	6.748	9.143	7.999	2.171
74.625	-6.056	71.265	6.306	8.528	7.918	2.168
74.750	-6.354	74.503	5.906	8.055	7.101	2.182
74.875	-6.595	80.686	5.539	7.640	6.719	2.203
75.000	-6.590	86.330	5.174	7.271	6.820	2.221
75.125	-6.181	89.187	4.830	6.901	6.751	2.233
75.250	-5.363	89.723	4.528	6.491	6.629	2.242
75.375	-4.444	91.907	4.297	6.111	6.545	2.253
75.500	-3.841	94.101	4.335	6.066	6.470	2.268
75.625	-3.851	93.183	4.903	6.832	6.484	2.293
75.750	-4.473	88.343	6.243	8.941	14.646	2.331
75.875	-5.376	82.511	8.460	12.457	34.584	2.378
76.000	-6.405	76.573	11.687	17.370	49.891	2.422
76.125	-7.224	68.621	14.501	21.355	55.407	2.441
76.250	-7.539	62.276	15.598	22.489	53.340	2.421
76.375	-7.617	61.571	14.577	20.577	36.885	2.369
76.500	-7.703	65.102	12.170	16.783	17.769	2.303
76.625	-7.708	68.313	9.836	13.458	9.887	2.246
76.750	-7.648	68.115	8.409	11.541	8.591	2.209
76.875	-7.657	66.590	7.625	10.560	8.421	2.188
77.000	-7.821	65.766	7.187	10.096	8.467	2.175
77.125	-8.070	65.435	7.013	9.979	8.535	2.163
77.250	-8.377	65.517	6.953	9.973	8.413	2.150
77.375	-8.643	66.323	6.913	9.936	8.056	2.136
77.500	-8.883	67.634	6.857	9.817	7.695	2.122
77.625	-9.188	67.912	6.846	9.730	7.464	2.111
77.750	-9.537	66.803	6.892	9.726	7.428	2.106
77.875	-9.900	65.851	6.958	9.785	7.577	2.106
78.000	-10.307	64.944	7.047	9.897	7.974	2.109
78.125	-10.605	65.463	7.111	10.007	8.191	2.114
78.250	-10.566	66.324	7.120	10.044	7.882	2.122
78.375	-10.157	67.068	7.065	9.981	8.237	2.131
78.500	-9.572	69.169	6.965	9.883	8.891	2.139
78.625	-9.183	73.822	6.896	9.830	8.357	2.142
78.750	-9.302	78.464	6.892	9.898	7.663	2.143
78.875	-9.834	80.177	6.955	10.060	7.579	2.143
79.000	-10.537	78.815	7.027	10.222	7.976	2.146
79.125	-11.295	77.716	7.088	10.345	8.456	2.153
79.250	-11.924	79.675	7.114	10.374	8.482	2.161
79.375	-11.997	81.315	7.097	10.304	8.279	2.169
79.500	-11.569	79.035	7.084	10.219	8.417	2.175
79.625	-11.030	75.047	7.301	10.546	8.992	2.179
79.750	-10.645	73.784	7.849	11.460	10.094	2.180
79.875	-10.453	74.465	8.550	12.649	11.229	2.179
80.000	-10.441	73.833	9.123	13.600	15.301	2.174
80.125	-10.656	70.954	9.269	13.778	30.485	2.165
80.250	-10.937	67.986	8.897	13.053	38.627	2.153
80.375	-11.175	65.679	8.138	11.729	23.669	2.138
80.500	-11.288	63.897	7.328	10.421	8.685	2.125
80.625	-11.272	62.218	6.666	9.457	8.052	2.115
80.750	-11.291	61.512	6.358	9.103	8.185	2.111
80.875	-11.442	62.659	6.367	9.227	8.438	2.110
81.000	-11.728	64.147	6.464	9.439	8.437	2.112
81.125	-12.140	63.496	6.537	9.565	8.151	2.115
81.250	-12.548	60.741	6.565	9.606	7.953	2.118
81.375	-12.533	59.814	6.575	9.617	8.022	2.121
81.500	-12.073	64.969	6.574	9.609	8.316	2.122
81.625	-11.352	72.900	6.576	9.615	8.725	2.122
81.750	-10.581	78.561	6.577	9.625	8.799	2.118
81.875	-10.111	79.117	6.581	9.632	8.420	2.111
82.000	-10.107	75.842	6.582	9.642	8.147	2.104
82.125	-10.480	71.824	6.567	9.643	8.202	2.100
82.250	-11.150	69.322	6.550	9.660	8.259	2.100
82.375	-11.704	68.802	6.539	9.705	8.053	2.103
82.500	-11.788	70.002	6.540	9.762	7.740	2.107
82.625	-11.364	70.600	6.552	9.821	7.681	2.109
82.750	-10.806	69.138	6.573	9.882	7.813	2.108
82.875	-10.347	66.658	6.595	9.949	7.878	2.106
83.000	-9.960	65.692	6.623	10.022	7.855	2.105
83.125	-9.729	66.719	6.644	10.071	7.900	2.105
83.250	-9.712	67.168	6.657	10.099	8.181	2.107
83.375	-9.824	65.875	6.662	10.094	8.390	2.111
83.500	-9.975	65.215	6.656	10.095	8.077	2.115
83.625	-10.183	64.585	6.647	10.093	7.841	2.119
83.750	-10.391	63.515	6.632	10.095	7.854	2.122
83.875	-10.610	61.998	6.616	10.107	7.875	2.124
84.000	-10.993	62.452	6.606	10.081	8.063	2.126
84.125	-11.444	65.164	6.590	10.059	8.265	2.130
84.250	-11.976	67.749	6.564	10.022	8.150	2.135
84.375	-12.593	69.795	6.532	9.995	7.948	2.141
84.500	-12.977	72.174	6.491	9.980	7.866	2.144
84.625	-12.877	75.444	6.455	9.975	7.724	2.143
84.750	-12.224	77.395	6.417	9.966	7.478	2.138
84.875	-11.348	78.324	6.376	9.956	7.372	2.130
85.000	-10.773	78.621	6.342	9.951	7.497	2.124
85.125	-10.754	77.417	6.306	9.915	7.533	2.120
85.250	-11.298	75.233	6.275	9.806	7.335	2.121
85.375	-12.062	74.355	6.246	9.620	7.114	2.123
85.500	-12.713	75.268	6.224	9.367	7.012	2.124
85.625	-12.882	76.628	6.201	9.103	7.011	2.125
85.750	-12.362	77.858	6.188	8.889	7.043	2.125
85.875	-11.526	77.871	6.180	8.697	7.077	2.125
86.000	-10.773	76.142	6.174	8.542	7.170	2.124
86.125	-10.179	75.290	6.167	8.412	7.313	2.121
86.250	-9.818	76.379	6.168	8.282	7.495	2.118
86.375	-9.731	76.489	6.167	8.146	7.598	2.115
86.500	-9.857	75.612	6.172	8.024	7.487	2.112
86.625	-9.989	76.047	6.186	7.922	7.460	2.110
86.750	-10.066	76.489	6.213	7.853	7.656	2.108
86.875	-10.012	74.383	6.264	7.819	7.895	2.107
87.000	-9.851	70.235	6.333	7.816	8.080	2.104
87.125	-9.815	66.424	6.413	7.818	8.180	2.101
87.250	-9.860	63.426	6.456	7.800	8.231	2.099
87.375	-9.920	62.933	6.354	7.577	8.218	2.103
87.500	-10.108	68.033	6.049	7.118	8.005	2.120
87.625	-10.296	76.054	5.590	6.486	7.496	2.147
87.750	-10.129	83.891	5.022	5.769	6.616	2.179
87.875	-9.434	90.912	4.491	5.139	5.743	2.209
88.000	-8.259	98.576	4.038	4.644	5.270	2.233
88.125	-7.043	104.673	3.723	4.348	5.065	2.250
88.250	-6.431	105.751	3.525	4.186	4.966	2.258
88.375	-6.507	102.655	3.399	4.078	4.924	2.254
88.500	-6.948	98.799	3.301	3.958	4.964	2.243
88.625	-7.507	97.103	3.215	3.822	4.740	2.234
88.750	-7.890	98.894	3.213	3.759	4.517	2.236
88.875	-7.815	101.446	3.315	3.818	4.884	2.250
89.000	-7.386	100.852	3.759	4.310	5.607	2.271
89.125	-7.086	96.908	4.798	5.594	6.529	2.299
89.250	-7.028	90.399	6.317	7.537	12.992	2.336
89.375	-7.075	81.486	7.773	9.427	30.775	2.379
89.500	-7.228	71.721	8.712	10.591	43.830	2.411
89.625	-7.377	67.164	8.563	10.260	32.936	2.419
89.750	-7.548	71.788	7.546	8.832	13.904	2.396
89.875	-7.864	80.208	6.334	7.236	7.481	2.358
90.000	-8.178	86.863	5.266	5.948	7.758	2.321
90.125	-8.417	90.001	4.777	5.447	7.044	2.290
90.250	-8.595	91.862	4.680	5.394	6.477	2.264
90.375	-8.874	93.125	4.782	5.549	6.379	2.240
90.500	-9.250	94.385	5.026	5.861	6.569	2.220
90.625	-9.776	94.971	5.408	6.346	7.026	2.202
90.750	-10.325	94.157	5.781	6.799	7.463	2.187
90.875	-10.484	91.835	5.948	6.957	7.690	2.176
91.000	-10.024	88.990	5.846	6.785	7.451	2.172
91.125	-9.131	87.812	5.549	6.364	6.593	2.177
91.250	-8.107	90.539	5.169	5.883	5.739	2.192
91.375	-7.442	94.892	4.853	5.528	5.734	2.211
91.500	-7.391	98.300	4.653	5.355	6.375	2.228
91.625	-7.757	101.844	4.571	5.339	6.645	2.240
91.750	-8.306	106.201	4.577	5.408	6.574	2.244
91.875	-8.818	107.684	4.598	5.450	6.742	2.244
92.000	-8.948	102.453	4.585	5.442	6.504	2.241
92.125	-8.651	96.230	4.533	5.372	6.010	2.239
92.250	-8.239	94.616	4.440	5.258	6.108	2.236
92.375	-7.800	97.358	4.327	5.123	6.131	2.233
92.500	-7.403	101.132	4.208	4.966	5.640	2.231
92.625	-7.165	102.528	4.154	4.885	5.590	2.230
92.750	-7.119	103.021	4.172	4.900	6.038	2.229
92.875	-7.256	103.945	4.282	5.042	6.431	2.225
93.000	-7.590	101.651	4.527	5.369	6.659	2.217
93.125	-8.036	97.948	4.809	5.751	6.777	2.207
93.250	-8.483	96.294	5.026	6.051	8.245	2.198
93.375	-8.941	96.285	5.117	6.173	9.715	2.193
93.500	-9.551	94.955	5.058	6.082	8.449	2.195
93.625	-10.076	94.506	4.872	5.821	6.649	2.204
93.750	-10.429	96.694	4.614	5.467	6.317	2.216
93.875	-10.727	98.620	4.332	5.097	6.907	2.226
94.000	-10.890	98.968	4.165	4.880	7.013	2.231
94.125	-10.784	99.702	4.160	4.869	6.061	2.229
94.250	-10.425	100.018	4.320	5.065	5.853	2.221
94.375	-10.008	100.160	4.651	5.490	6.498	2.210
94.500	-9.802	98.474	5.152	6.127	6.763	2.194
94.625	-10.051	92.161	5.770	6.877	6.846	2.174
94.750	-10.627	81.283	6.361	7.556	7.151	2.152
94.875	-11.214	72.780	6.775	7.960	7.889	2.133
95.000	-11.687	69.995	6.943	8.048	8.578	2.118
95.125	-11.790	69.886	6.848	7.829	8.312	2.110
95.250	-11.359	70.888	6.524	7.364	7.631	2.110
95.375	-10.789	71.992	6.065	6.786	7.465	2.123
95.500	-10.367	75.326	5.555	6.178	7.241	2.148
95.625	-10.043	81.798	5.139	5.720	6.611	2.180
95.750	-9.868	90.196	4.918	5.513	6.341	2.207
95.875	-9.975	95.932	4.882	5.551	6.424	2.220
96.000	-10.393	96.147	4.992	5.782	6.679	2.217
96.125	-10.961	93.757	5.174	6.092	7.034	2.203
96.250	-11.585	90.723	5.326	6.328	7.079	2.183
96.375	-12.154	87.818	5.376	6.368	7.076	2.163
96.500	-12.625	85.042	5.360	6.284	7.214	2.148
96.625	-13.053	81.910	5.463	6.304	7.106	2.145
96.750	-13.368	78.649	5.997	6.823	6.859	2.164
96.875	-13.540	75.728	7.175	8.163	8.166	2.210
97.000	-13.593	75.061	9.311	10.624	15.404	2.286
97.125	-13.432	75.181	13.156	14.842	26.500	2.378
97.250	-12.857	73.330	18.543	20.838	35.118	2.464
97.375	-11.946	71.382	24.625	27.603	44.018	2.532
97.500	-11.052	70.659	29.611	33.157	55.071	2.572
97.625	-10.460	70.094	31.423	34.948	60.445	2.589
97.750	-10.443	68.954	28.357	31.176	63.729	2.578
97.875	-10.948	68.637	22.657	24.558	79.291	2.535
98.000	-11.728	68.731	16.025	17.111	77.791	2.455
98.125	-12.525	68.145	10.960	11.775	40.257	2.352
98.250	-12.982	66.141	8.451	9.236	11.865	2.248
98.375	-12.908	63.971	7.169	8.015	7.380	2.166
98.500	-12.372	62.586	6.759	7.727	7.401	2.116
98.625	-11.893	63.615	6.646	7.716	7.450	2.092
98.750	-11.618	65.889	6.630	7.722	7.498	2.086
98.875	-11.510	68.655	6.573	7.608	7.477	2.087
99.000	-11.667	69.003	6.480	7.435	7.365	2.090
99.125	-11.957	66.631	6.402	7.281	7.402	2.090
99.250	-12.328	63.857	6.380	7.215	7.517	2.089
99.375	-12.835	64.989	6.389	7.214	7.413	2.089
99.500	-13.306	68.603	6.419	7.235	7.271	2.093
99.625	-13.686	69.448	6.428	7.248	7.124	2.103
99.750	-13.962	67.120	6.426	7.259	6.962	2.118
99.875	-14.085	65.835	6.417	7.270	7.050	2.134
100.000	-14.094	69.167	6.396	7.270	7.326	2.146
100.125	-14.254	74.220	6.375	7.275	7.556	2.152
100.250	-14.398	76.359	6.372	7.303	7.654	2.152
100.375	-14.244	75.273	6.384	7.341	7.629	2.147
100.500	-13.603	71.428	6.394	7.373	7.697	2.142
100.625	-12.714	68.335	6.399	7.393	7.824	2.137
100.750	-11.909	67.338	6.381	7.378	7.681	2.130
100.875	-11.507	67.778	6.342	7.337	7.455	2.120
101.000	-11.685	67.750	6.299	7.299	7.469	2.107
101.125	-12.174	67.039	6.259	7.260	7.535	2.093
101.250	-12.796	66.092	6.221	7.230	7.420	2.083
101.375	-13.327	64.639	6.195	7.208	7.303	2.076
101.500	-13.400	63.539	6.179	7.190	7.338	2.073
101.625	-13.048	63.476	6.179	7.180	7.396	2.072
101.750	-12.696	63.722	6.199	7.190	7.376	2.074
101.875	-12.512	64.756	6.236	7.230	7.366	2.076
102.000	-12.405	67.184	6.282	7.283	7.454	2.079
102.125	-12.417	70.434	6.346	7.357	7.522	2.082
102.250	-12.627	70.717	6.438	7.475	7.489	2.086
102.375	-12.908	68.228	6.575	7.644	7.495	2.090
102.500	-13.132	66.526	6.737	7.846	7.710	2.093
102.625	-13.345	67.907	6.879	8.023	7.817	2.095
102.750	-13.477	71.964	6.951	8.100	7.623	2.096
102.875	-13.606	74.843	6.905	8.014	7.628	2.095
103.000	-13.821	73.884	6.750	7.769	7.778	2.094
103.125	-14.053	70.771	6.521	7.433	7.602	2.092
103.250	-14.340	69.622	6.312	7.143	7.257	2.091
103.375	-14.670	71.106	6.173	6.974	7.050	2.091
103.500	-14.914	72.339	6.134	6.956	6.950	2.094
103.625	-14.792	71.879	6.161	7.025	6.914	2.096
103.750	-14.264	70.858	6.197	7.115	6.947	2.098
103.875	-13.591	71.632	6.221	7.189	6.889	2.098
104.000	-13.160	73.197	6.204	7.217	6.582	2.098
104.125	-13.275	72.875	6.155	7.204	6.271	2.098
104.250	-13.772	69.616	6.059	7.124	6.360	2.099
104.375	-14.387	67.178	5.924	6.969	6.723	2.102
104.500	-14.916	69.316	5.765	6.752	7.042	2.105
104.625	-15.051	70.979	5.693	6.617	7.239	2.112
104.750	-14.627	67.882	6.030	6.972	7.400	2.129
104.875	-14.068	64.227	6.994	8.123	8.485	2.166
105.000	-13.649	64.884	8.840	10.459	24.749	2.235
105.125	-13.277	67.039	11.706	14.157	53.393	2.329
105.250	-13.130	66.552	14.361	17.366	63.984	2.425
105.375	-13.223	64.194	15.406	18.475	51.476	2.489
105.500	-13.487	62.401	14.034	16.537	29.269	2.491
105.625	-13.836	61.739	11.125	12.786	12.041	2.435
105.750	-14.188	64.348	8.260	9.419	7.026	2.337
105.875	-14.456	67.199	6.580	7.546	6.740	2.234
106.000	-14.690	68.083	5.988	6.989	6.713	2.154
106.125	-14.954	66.711	5.844	6.945	6.692	2.106
106.250	-15.185	64.788	5.898	7.084	6.739	2.087
106.375	-15.415	63.955	5.994	7.229	6.991	2.082
106.500	-15.725	64.888	6.064	7.293	7.370	2.084
106.625	-16.005	66.146	6.102	7.318	7.563	2.087
106.750	-15.896	65.197	6.113	7.308	7.425	2.090
106.875	-15.418	64.139	6.096	7.272	7.208	2.092
107.000	-14.773	65.442	6.059	7.212	7.208	2.092
107.125	-14.278	66.961	6.011	7.133	7.482	2.089
107.250	-14.276	64.923	5.958	7.068	7.823	2.085
107.375	-14.708	62.754	5.906	7.014	8.021	2.081
107.500	-15.349	64.940	5.855	6.990	8.181	2.078
107.625	-15.966	69.487	5.820	6.985	8.133	2.076
107.750	-16.349	72.831	5.794	6.979	7.614	2.075
107.875	-16.264	73.472	5.781	6.982	7.155	2.075
108.000	-15.879	70.906	5.781	6.996	6.903	2.076
108.125	-15.504	66.460	5.785	7.013	6.645	2.076
108.250	-15.197	64.968	5.783	7.015	6.733	2.077
108.375	-14.941	67.588	5.778	7.011	6.976	2.080
108.500	-14.888	71.704	5.787	7.003	7.017	2.085
108.625	-14.940	74.325	5.814	7.035	7.041	2.089
108.750	-15.059	74.727	5.865	7.118	7.047	2.093
108.875	-15.259	73.473	5.917	7.200	6.973	2.096
109.000	-15.386	72.318	5.957	7.278	6.970	2.096
109.125	-15.499	72.678	5.982	7.317	7.003	2.093
109.250	-15.633	71.931	5.976	7.310	7.092	2.088
109.375	-15.868	70.305	5.944	7.281	7.306	2.083
109.500	-16.158	68.520	5.900	7.244	7.447	2.082
109.625	-16.475	68.111	5.862	7.216	7.423	2.085
109.750	-16.671	70.220	5.849	7.203	7.331	2.089
109.875	-16.498	74.064	5.854	7.214	7.293	2.092
110.000	-15.869	77.774	5.873	7.236	7.366	2.094
110.125	-15.013	79.048	5.906	7.280	7.447	2.095
110.250	-14.246	79.040	5.951	7.339	7.426	2.095
110.375	-13.968	78.615	5.999	7.391	7.481	2.096
110.500	-14.288	76.928	6.031	7.416	7.923	2.098
110.625	-14.869	73.485	6.042	7.417	8.094	2.099
110.750	-15.456	72.101	6.034	7.386	7.427	2.097
110.875	-15.815	73.830	6.015	7.354	6.842	2.095
111.000	-15.713	77.722	5.987	7.314	6.763	2.094
111.125	-15.259	79.987	5.961	7.273	6.930	2.094
111.250	-14.855	79.083	5.936	7.239	7.422	2.095
111.375	-14.631	76.960	5.907	7.200	7.850	2.097
111.500	-14.426	75.735	5.893	7.156	7.920	2.098
111.625	-14.356	76.573	5.888	7.129	7.985	2.099
111.750	-14.451	77.246	5.899	7.111	7.963	2.100
111.875	-14.695	76.877	5.929	7.121	7.512	2.101
112.000	-15.032	77.760	5.973	7.141	6.911	2.100
112.125	-15.379	79.718	6.014	7.161	6.762	2.100
112.250	-15.655	81.958	6.057	7.160	6.884	2.100
112.375	-15.867	82.707	6.086	7.147	6.828	2.100
112.500	-16.076	80.301	6.093	7.096	6.896	2.099
112.625	-16.257	77.087	6.067	6.984	7.217	2.098
112.750	-16.448	76.461	6.011	6.846	7.204	2.101
112.875	-16.687	80.186	5.957	6.704	6.717	2.107
113.000	-16.694	86.760	5.957	6.652	6.539	2.117
113.125	-16.334	92.926	6.053	6.735	6.762	2.128
113.250	-15.698	96.254	6.232	6.922	6.988	2.136
113.375	-15.048	95.178	6.451	7.167	7.414	2.137
113.500	-14.792	90.925	6.659	7.367	7.803	2.131
113.625	-15.007	85.567	6.785	7.444	7.542	2.122
113.750	-15.607	80.394	6.803	7.381	6.957	2.117
113.875	-16.360	78.057	6.716	7.193	6.845	2.116
114.000	-16.996	78.699	6.605	6.986	7.069	2.118
114.125	-17.170	80.052	6.547	6.846	7.508	2.121
114.250	-16.775	80.347	6.877	7.139	7.825	2.126
114.375	-16.203	80.187	7.842	8.173	8.154	2.139
114.500	-15.722	79.743	9.569	10.111	11.827	2.172
114.625	-15.281	78.314	11.702	12.419	13.474	2.227
114.750	-14.936	76.324	13.251	13.832	14.138	2.292
114.875	-14.883	73.859	13.730	13.917	13.381	2.341
115.000	-15.012	71.432	12.535	12.235	11.581	2.344
115.125	-15.195	69.085	10.559	9.968	10.886	2.299
115.250	-15.461	67.260	8.532	7.970	10.197	2.225
115.375	-15.741	66.730	7.183	6.769	9.886	2.151
115.500	-16.056	67.466	6.720	6.437	9.618	2.093
115.625	-16.432	68.718	7.250	7.049	11.554	2.056
115.750	-16.778	71.709	9.410	9.303	13.200	2.054
115.875	-17.093	78.169	13.126	13.095	14.334	2.101
116.000	-17.322	89.183	21.097	21.814	76.407	2.202
116.125	-17.272	103.200	36.234	38.213	116.964	2.332
116.250	-16.736	119.470	52.360	54.760	124.676	2.452
116.375	-15.827	132.705	63.317	65.428	123.122	2.535
116.500	-14.886	137.002	66.336	67.370	111.267	2.573
116.625	-14.230	134.777	60.947	60.869	88.688	2.583
116.750	-14.182	130.845	57.057	57.248	74.123	2.581
116.875	-14.626	127.146	56.864	57.989	73.006	2.580
117.000	-15.282	125.075	58.897	61.335	83.730	2.586
117.125	-15.969	125.804	59.008	61.518	113.960	2.594
117.250	-16.307	129.074	49.983	51.821	151.587	2.591
117.375	-16.270	131.892	36.574	37.393	138.356	2.565
117.500	-16.068	129.862	21.960	21.792	66.705	2.502
117.625	-15.944	120.844	12.076	12.176	16.505	2.407
117.750	-15.893	104.672	8.686	8.888	8.306	2.298
117.875	-15.893	87.894	6.898	7.173	8.168	2.199
118.000	-16.030	76.763	6.306	6.697	8.259	2.131
118.125	-16.330	70.186	6.210	6.686	8.087	2.092
118.250	-16.823	65.203	6.322	6.825	8.007	2.078
118.375	-17.330	60.655	6.451	6.926	8.133	2.075
118.500	-17.747	57.938	6.522	6.952	8.042	2.076
118.625	-18.052	57.511	6.541	6.931	7.861	2.077
118.750	-18.330	59.606	6.546	6.913	7.809	2.075
118.875	-18.662	61.765	6.550	6.908	7.729	2.071
119.000	-18.904	61.202	6.561	6.921	7.677	2.069
119.125	-19.075	58.599	6.561	6.944	7.875	2.070
119.250	-19.146	58.234	6.537	6.987	8.004	2.074
119.375	-18.908	61.680	6.496	7.026	7.818	2.077
119.500	-18.313	66.070	6.436	7.064	7.579	2.078
119.625	-17.576	68.359	6.391	7.118	7.479	2.079
119.750	-16.982	67.956	6.371	7.190	7.568	2.080
119.875	-16.839	66.730	6.375	7.299	7.752	2.082
120.000	-17.265	65.297	6.398	7.413	7.820	2.085
120.125	-17.860	64.494	6.403	7.482	7.683	2.086
120.250	-18.470	65.186	6.383	7.493	7.511	2.087
120.375	-18.856	67.757	6.356	7.475	7.348	2.088
120.500	-18.803	69.115	6.332	7.464	7.286	2.092
120.625	-18.476	68.545	6.347	7.506	7.457	2.098
120.750	-18.257	68.050	6.415	7.628	7.663	2.107
120.875	-18.235	69.317	6.516	7.797	7.757	2.117
121.000	-18.277	71.398	6.631	7.967	7.885	2.124
121.125	-18.407	73.859	6.719	8.092	8.169	2.127
121.250	-18.648	76.319	6.761	8.142	8.429	2.124
121.375	-18.885	75.908	6.768	8.153	8.601	2.118
121.500	-19.034	72.092	6.754	8.151	8.708	2.112
121.625	-19.122	67.724	6.732	8.135	8.678	2.109
121.750	-19.149	65.117	6.714	8.110	8.593	2.107
121.875	-19.240	62.700	6.716	8.110	8.501	2.103
122.000	-19.469	60.872	6.785	8.207	8.394	2.096
122.125	-19.722	61.178	6.971	8.477	8.289	2.089
122.250	-20.010	62.755	7.285	8.928	8.576	2.087
122.375	-20.260	64.088	7.632	9.406	11.132	2.093
122.500	-20.184	66.694	7.820	9.637	14.332	2.106
122.625	-19.684	70.182	7.723	9.457	13.372	2.118
122.750	-18.917	72.555	7.313	8.851	9.826	2.121
122.875	-18.110	70.889	6.763	8.080	7.632	2.115
123.000	-17.586	66.533	6.247	7.403	7.086	2.101
123.125	-17.489	61.623	5.923	7.019	7.073	2.086
123.250	-17.711	58.123	5.805	6.885	6.954	2.076
123.375	-18.051	57.269	5.825	6.906	7.107	2.071
123.500	-18.228	58.469	5.931	6.997	7.459	2.072
123.625	-17.963	60.375	6.075	7.116	7.627	2.075
123.750	-17.195	62.829	6.326	7.419	7.562	2.082
123.875	-16.355	65.451	6.743	7.956	7.508	2.095
124.000	-15.658	66.811	7.175	8.529	7.965	2.123
124.125	-15.029	66.230	7.450	8.878	9.296	2.168
124.250	-14.530	67.050	7.398	8.745	11.645	2.222
124.375	-14.208	73.279	6.927	8.068	12.724	2.269
124.500	-13.969	81.249	6.121	6.999	11.656	2.290
124.625	-13.794	85.991	5.249	5.927	9.763	2.286
124.750	-13.780	86.414	4.543	5.144	6.772	2.269
124.875	-13.831	85.353	4.136	4.750	5.026	2.257
125.000	-13.958	83.679	4.024	4.730	5.580	2.257
125.125	-14.231	81.960	4.043	4.821	6.523	2.266
125.250	-14.571	80.656	4.105	4.924	6.696	2.276
125.375	-14.997	80.292	4.170	4.992	5.755	2.280
125.500	-15.492	81.781	4.202	5.002	5.077	2.273
125.625	-15.813	84.994	4.238	5.026	5.302	2.259
125.750	-15.776	87.412	4.434	5.285	6.078	2.244
125.875	-15.562	85.381	4.757	5.724	6.735	2.232
126.000	-15.404	80.192	5.213	6.337	6.800	2.221
