#Depth	GR	RT	RI	RXO	DEN	SP
68.375	41.891	12.650	11.062	11.326	2.230	-4.834
68.500	40.100	12.989	11.246	11.365	2.237	-4.580
68.625	38.826	13.386	11.462	11.127	2.250	-4.324
68.750	35.164	13.747	11.666	10.772	2.260	-4.073
68.875	38.061	14.006	11.857	10.145	2.262	-3.835
69.000	36.612	14.255	12.072	9.584	2.263	-3.614
69.125	37.386	14.528	12.312	9.703	2.270	-3.416
69.250	37.799	14.801	12.527	10.483	2.277	-3.242
69.375	35.360	14.919	12.586	11.263	2.274	-3.097
69.500	35.920	14.535	12.231	10.755	2.256	-2.982
69.625	35.920	12.648	10.842	9.717	2.227	-2.905
69.750	37.736	10.218	8.948	8.889	2.216	-2.856
69.875	42.722	7.910	7.031	7.987	2.231	-2.835
70.000	49.121	6.080	5.437	6.753	2.270	-2.836
70.125	55.178	4.879	4.352	5.317	2.320	-2.856
70.250	61.912	4.329	3.778	4.517	2.359	-2.890
70.375	64.809	4.353	3.788	4.522	2.354	-2.932
70.500	69.458	4.855	4.225	5.379	2.316	-2.975
70.625	69.891	5.880	5.090	7.509	2.274	-3.014
70.750	66.923	7.346	6.239	8.973	2.250	-3.043
70.875	62.984	9.014	7.436	8.652	2.254	-3.060
71.000	57.546	10.447	8.402	9.092	2.275	-3.061
71.125	57.143	10.808	8.750	10.126	2.288	-3.038
71.250	56.027	10.829	8.844	10.156	2.280	-2.996
71.375	56.302	11.011	9.035	10.489	2.262	-2.934
71.500	55.920	11.503	9.430	11.316	2.247	-2.853
71.625	53.420	12.282	9.999	12.182	2.240	-2.753
71.750	52.105	13.309	10.679	12.408	2.239	-2.637
71.875	46.955	14.346	11.310	12.412	2.241	-2.505
72.000	43.754	14.989	11.700	12.339	2.245	-2.362
72.125	41.702	15.374	11.936	12.045	2.256	-2.213
72.250	40.616	15.599	12.070	11.511	2.283	-2.059
72.375	40.395	15.697	12.118	10.873	2.326	-1.904
72.500	40.543	15.603	12.039	10.442	2.370	-1.751
72.625	38.933	15.273	11.786	10.084	2.378	-1.604
72.750	37.844	14.451	11.225	9.050	2.348	-1.468
72.875	36.194	12.919	10.222	8.068	2.305	-1.343
73.000	35.216	10.931	8.864	7.355	2.273	-1.233
73.125	35.860	8.941	7.384	6.776	2.265	-1.141
73.250	36.550	7.337	6.086	5.979	2.274	-1.068
73.375	43.471	6.233	5.174	5.547	2.281	-1.022
73.500	50.521	5.587	4.594	5.668	2.291	-0.999
73.625	56.624	5.369	4.362	5.757	2.305	-0.999
73.750	61.309	5.511	4.431	5.758	2.315	-1.020
73.875	64.181	5.934	4.743	5.986	2.314	-1.059
74.000	64.486	6.575	5.288	6.960	2.298	-1.114
74.125	62.555	7.572	6.280	7.773	2.290	-1.178
74.250	61.923	9.008	7.519	8.654	2.309	-1.240
74.375	58.080	11.004	8.999	13.878	2.329	-1.293
74.500	55.115	13.163	10.499	17.825	2.326	-1.330
74.625	55.520	14.765	11.606	15.442	2.288	-1.345
74.750	51.394	14.941	11.758	11.482	2.223	-1.334
74.875	54.613	13.326	10.781	10.382	2.200	-1.285
75.000	52.891	11.599	9.446	9.527	2.219	-1.208
75.125	52.929	10.579	8.624	8.688	2.249	-1.104
75.250	55.386	10.465	8.540	8.846	2.264	-0.978
75.375	58.337	11.226	9.161	10.581	2.251	-0.835
75.500	60.234	12.938	10.522	12.645	2.215	-0.681
75.625	57.981	15.852	12.463	12.305	2.181	-0.524
75.750	52.216	18.839	14.298	11.440	2.168	-0.372
75.875	49.043	20.314	15.259	10.873	2.167	-0.229
76.000	47.684	20.066	15.172	10.475	2.167	-0.098
76.125	46.389	18.716	14.305	9.981	2.164	0.018
76.250	47.490	17.239	13.231	9.698	2.154	0.121
76.375	45.559	16.254	12.468	10.008	2.153	0.208
76.500	45.970	15.717	12.065	10.274	2.164	0.287
76.625	45.760	15.636	12.020	10.549	2.178	0.407
76.750	45.189	15.935	12.250	11.020	2.192	0.530
76.875	45.055	16.492	12.629	11.861	2.202	0.617
77.000	44.425	17.170	13.033	13.075	2.208	0.716
77.125	45.391	17.230	13.042	13.607	2.207	0.829
77.250	46.096	15.703	12.177	13.006	2.207	0.953
77.375	46.348	13.213	10.619	11.688	2.215	1.089
77.500	47.137	10.648	8.823	9.877	2.238	1.232
77.625	49.405	8.735	7.288	7.829	2.273	1.382
77.750	52.965	7.634	6.346	6.025	2.303	1.535
77.875	58.759	7.368	6.081	6.839	2.298	1.689
78.000	61.688	7.445	6.095	8.135	2.276	1.843
78.125	63.158	7.755	6.306	9.089	2.254	1.995
78.250	64.551	8.122	6.604	8.876	2.243	2.146
78.375	67.084	8.384	6.873	7.792	2.244	2.295
78.500	71.564	8.467	7.027	8.219	2.248	2.443
78.625	73.173	8.751	7.322	10.861	2.239	2.589
78.750	70.550	9.407	7.930	10.751	2.223	2.733
78.875	66.782	10.551	8.877	10.144	2.205	2.874
79.000	63.710	12.126	10.119	10.722	2.181	3.010
79.125	61.914	14.008	11.580	12.714	2.156	3.141
79.250	60.587	16.086	13.200	14.097	2.148	3.265
79.375	55.115	18.695	15.054	14.240	2.152	3.376
79.500	54.593	21.172	16.722	13.818	2.159	3.478
79.625	53.668	22.764	17.756	13.636	2.161	3.567
79.750	54.373	23.355	18.099	13.764	2.157	3.645
79.875	58.137	23.172	17.907	13.798	2.148	3.711
80.000	59.103	22.536	17.398	13.088	2.141	3.766
80.125	60.068	21.932	16.879	13.077	2.145	3.806
80.250	61.294	21.593	16.514	14.135	2.147	3.836
80.375	57.087	21.521	16.343	15.534	2.143	3.855
80.500	52.527	21.567	16.290	16.649	2.138	3.863
80.625	51.920	21.554	16.248	17.150	2.138	3.861
80.750	49.080	21.402	16.156	17.191	2.144	3.852
80.875	51.977	21.253	16.069	17.096	2.149	3.832
81.000	51.224	21.282	16.071	16.793	2.149	3.803
81.125	50.204	21.065	15.902	16.898	2.151	3.768
81.250	50.748	20.058	15.260	16.738	2.161	3.726
81.375	53.474	18.011	13.987	15.495	2.181	3.679
81.500	58.029	15.324	12.235	13.198	2.208	3.629
81.625	67.363	13.007	10.576	11.191	2.224	3.576
81.750	69.135	11.357	9.347	10.000	2.240	3.523
81.875	72.081	10.330	8.532	9.547	2.248	3.472
82.000	72.948	9.693	7.989	9.407	2.252	3.423
82.125	70.354	9.195	7.558	8.901	2.261	3.377
82.250	76.104	8.706	7.156	7.230	2.284	3.335
82.375	77.714	8.019	6.652	6.275	2.315	3.298
82.500	81.670	7.322	6.169	6.412	2.332	3.264
82.625	84.212	6.882	5.888	6.955	2.329	3.231
82.750	84.442	6.881	5.997	7.441	2.308	3.199
82.875	82.816	7.499	6.791	7.863	2.276	3.165
83.000	79.872	8.969	8.731	8.893	2.241	3.128
83.125	72.469	12.089	11.532	13.689	2.213	3.082
83.250	64.544	16.279	14.902	17.131	2.198	3.028
83.375	58.069	19.231	16.196	18.012	2.199	2.963
83.500	54.448	19.532	15.532	16.823	2.215	2.887
83.625	54.314	17.354	14.022	14.354	2.236	2.800
83.750	57.276	15.058	12.291	10.560	2.248	2.704
83.875	58.886	14.026	11.440	10.451	2.233	2.601
84.000	61.539	14.094	11.412	11.682	2.202	2.496
84.125	61.240	14.999	11.971	12.302	2.178	2.395
84.250	59.469	16.393	12.794	12.417	2.169	2.299
84.375	59.047	17.675	13.478	12.660	2.168	2.215
84.500	60.663	17.882	13.576	12.940	2.163	2.144
84.625	62.916	16.937	12.963	12.469	2.158	2.094
84.750	63.864	16.069	12.377	11.855	2.158	2.062
84.875	62.344	15.466	11.946	11.456	2.157	2.048
85.000	60.506	15.235	11.751	11.406	2.152	2.051
85.125	60.796	15.395	11.816	11.659	2.148	2.070
85.250	63.353	15.876	12.096	12.024	2.151	2.104
85.375	64.318	16.485	12.470	12.099	2.158	2.152
85.500	65.023	16.980	12.776	12.177	2.161	2.208
85.625	63.896	17.452	13.076	12.312	2.153	2.268
85.750	62.305	17.999	13.433	12.381	2.145	2.331
85.875	61.729	18.651	13.872	12.420	2.146	2.394
86.000	61.426	19.320	14.335	12.886	2.148	2.455
86.125	62.713	19.766	14.672	13.113	2.152	2.511
86.250	62.694	19.897	14.817	12.948	2.154	2.560
86.375	62.373	19.827	14.805	13.029	2.156	2.604
86.500	60.196	19.624	14.669	13.394	2.160	2.640
86.625	55.708	19.219	14.381	13.644	2.169	2.669
86.750	52.524	18.320	13.796	13.103	2.181	2.692
86.875	52.202	16.086	12.479	12.718	2.197	2.707
87.000	57.041	14.144	11.208	11.808	2.205	2.716
87.125	62.731	12.875	10.328	10.541	2.203	2.720
87.250	68.733	12.459	10.014	10.230	2.191	2.717
87.375	73.736	12.786	10.188	12.260	2.171	2.708
87.500	72.190	13.371	10.446	17.074	2.158	2.692
87.625	69.294	13.127	10.222	17.195	2.178	2.666
87.750	66.920	11.650	9.325	12.805	2.217	2.630
87.875	69.986	9.845	8.100	9.028	2.253	2.585
88.000	76.423	8.156	6.748	7.734	2.279	2.530
88.125	81.905	6.973	5.639	8.231	2.290	2.465
88.250	83.867	6.905	5.523	7.777	2.294	2.391
88.375	88.374	6.620	5.328	6.977	2.301	2.307
88.500	90.788	6.263	5.104	6.750	2.305	2.219
88.625	91.340	6.079	5.022	6.486	2.308	2.129
88.750	91.416	6.229	5.210	6.343	2.310	2.041
88.875	90.829	6.816	5.747	6.805	2.312	1.957
89.000	85.651	7.908	6.652	8.304	2.307	1.882
89.125	78.248	9.378	7.757	10.042	2.279	1.824
89.250	68.491	10.740	8.684	10.655	2.249	1.783
89.375	65.092	11.520	9.196	10.656	2.229	1.763
89.500	66.987	11.580	9.214	10.290	2.224	1.764
89.625	70.275	11.057	8.817	9.842	2.230	1.788
89.750	73.766	10.307	8.254	9.847	2.239	1.835
89.875	73.444	9.834	7.873	9.900	2.249	1.908
90.000	70.245	9.738	7.792	9.585	2.255	1.999
90.125	69.538	10.080	8.031	10.087	2.254	2.101
90.250	70.959	10.793	8.524	11.732	2.244	2.212
90.375	71.574	11.758	9.186	13.635	2.228	2.324
90.500	68.485	12.875	9.956	13.469	2.210	2.432
90.625	63.013	13.802	10.589	12.759	2.196	2.529
90.750	57.541	14.491	11.080	12.449	2.181	2.611
90.875	56.707	14.930	11.366	12.530	2.163	2.677
91.000	57.802	14.993	11.364	12.339	2.148	2.726
91.125	58.166	14.420	10.934	11.425	2.146	2.758
91.250	61.088	12.819	9.863	10.236	2.166	2.775
91.375	65.916	10.476	8.241	8.553	2.209	2.775
91.500	72.053	8.456	6.748	7.474	2.255	2.764
91.625	75.924	7.004	5.619	6.612	2.291	2.746
91.750	77.512	6.105	4.885	6.014	2.314	2.721
91.875	77.881	5.640	4.487	5.813	2.330	2.691
92.000	77.320	5.511	4.358	5.939	2.346	2.657
92.125	82.792	5.681	4.491	6.092	2.365	2.620
92.250	80.801	5.966	4.756	6.056	2.367	2.584
92.375	77.396	6.417	5.179	6.719	2.352	2.550
92.500	72.580	7.062	5.798	7.863	2.332	2.521
92.625	67.183	7.955	6.638	8.959	2.320	2.500
92.750	67.941	9.212	7.698	9.817	2.325	2.488
92.875	65.367	10.798	8.831	11.564	2.333	2.492
93.000	61.744	11.700	9.462	12.517	2.327	2.511
93.125	57.091	11.577	9.405	12.374	2.316	2.544
93.250	54.738	10.559	8.697	11.065	2.311	2.591
93.375	56.692	9.077	7.570	9.117	2.317	2.649
93.500	59.967	7.721	6.431	7.908	2.328	2.715
93.625	67.209	7.057	5.797	7.794	2.332	2.786
93.750	71.700	6.732	5.467	7.310	2.333	2.856
93.875	73.191	6.704	5.356	7.352	2.338	2.922
94.000	72.458	6.823	5.370	8.102	2.345	2.982
94.125	69.964	6.965	5.447	8.889	2.351	3.035
94.250	64.841	7.132	5.601	8.131	2.347	3.082
94.375	61.623	7.354	5.844	8.269	2.337	3.123
94.500	59.190	7.864	6.283	9.039	2.335	3.161
94.625	59.112	8.465	6.733	10.406	2.342	3.201
94.750	62.400	8.966	7.091	12.113	2.352	3.242
94.875	66.997	9.086	7.210	12.806	2.355	3.287
95.000	66.046	8.420	6.821	9.524	2.341	3.335
95.125	66.046	7.495	6.204	8.046	2.309	3.386
95.250	63.948	6.980	5.796	7.521	2.283	3.438
95.375	64.142	6.838	5.665	7.607	2.269	3.489
95.500	65.773	7.119	5.867	8.130	2.265	3.539
95.625	66.583	7.798	6.371	8.795	2.265	3.589
95.750	65.930	8.651	7.009	8.993	2.263	3.641
95.875	64.643	9.282	7.456	8.980	2.255	3.697
96.000	64.207	9.355	7.544	9.421	2.245	3.761
96.125	65.104	9.040	7.359	9.277	2.238	3.835
96.250	66.446	8.546	7.055	8.487	2.240	3.921
96.375	67.412	8.086	6.793	7.800	2.249	4.019
96.500	68.325	7.836	6.691	8.576	2.259	4.128
96.625	65.750	7.864	6.783	8.959	2.262	4.247
96.750	66.257	8.011	6.933	9.037	2.269	4.370
96.875	68.701	8.322	7.172	8.928	2.281	4.495
97.000	71.652	8.633	7.368	8.593	2.294	4.616
97.125	73.345	8.700	7.356	8.364	2.298	4.733
97.250	71.785	8.315	7.044	9.302	2.288	4.843
97.375	68.245	7.481	6.421	10.330	2.279	4.941
97.500	69.165	7.031	6.089	8.642	2.296	5.029
97.625	71.690	7.083	6.224	7.010	2.337	5.105
97.750	73.651	7.851	7.026	9.407	2.379	5.169
97.875	72.424	9.603	8.671	16.857	2.395	5.219
98.000	64.417	12.627	11.284	24.074	2.368	5.256
98.125	58.945	18.212	15.268	22.541	2.291	5.272
98.250	55.310	23.217	18.876	22.349	2.223	5.271
98.375	55.657	24.470	19.965	22.643	2.179	5.254
98.500	57.162	22.844	18.974	21.742	2.161	5.221
98.625	57.648	20.524	17.288	18.829	2.161	5.173
98.750	59.876	18.842	15.952	15.341	2.169	5.113
98.875	60.520	17.827	15.067	15.011	2.178	5.041
99.000	62.476	17.260	14.567	14.756	2.180	4.963
99.125	59.973	17.060	14.392	14.628	2.178	4.884
99.250	56.375	17.115	14.464	14.339	2.174	4.807
99.375	55.201	17.332	14.696	13.814	2.172	4.734
99.500	53.351	17.677	15.021	13.621	2.176	4.670
99.625	56.570	18.012	15.306	14.007	2.183	4.619
99.750	58.475	16.934	14.657	13.995	2.190	4.580
99.875	59.093	14.759	13.151	13.398	2.201	4.556
100.000	60.031	12.166	11.136	11.748	2.223	4.545
100.125	61.936	9.860	9.125	9.307	2.253	4.547
100.250	62.615	8.266	7.675	7.829	2.282	4.561
100.375	65.431	7.776	7.170	8.517	2.289	4.586
100.500	64.373	7.923	7.317	8.630	2.276	4.618
100.625	65.020	8.800	8.122	8.933	2.259	4.652
100.750	65.163	10.376	9.542	10.813	2.241	4.686
100.875	62.468	12.580	11.483	14.595	2.223	4.716
101.000	60.186	15.372	13.799	18.244	2.203	4.739
101.125	56.163	17.959	15.831	21.267	2.192	4.752
101.250	54.636	19.028	16.811	22.060	2.193	4.755
101.375	58.234	18.642	16.647	19.464	2.203	4.750
101.500	63.130	17.574	15.881	15.710	2.216	4.739
101.625	66.318	16.648	15.136	13.356	2.226	4.723
101.750	70.987	16.178	14.656	12.854	2.225	4.706
101.875	66.159	15.846	14.220	13.368	2.223	4.688
102.000	62.645	14.801	13.284	13.885	2.230	4.673
102.125	60.021	13.118	11.887	13.873	2.249	4.659
102.250	58.707	11.285	10.354	12.436	2.281	4.646
102.375	59.684	9.825	9.079	10.113	2.318	4.633
102.500	64.174	9.004	8.346	10.150	2.344	4.621
102.625	67.714	9.143	8.483	10.670	2.333	4.608
102.750	70.203	10.004	9.232	11.117	2.296	4.599
102.875	69.280	11.545	10.434	12.265	2.258	4.594
103.000	64.906	13.294	11.764	13.301	2.230	4.598
103.125	58.748	14.752	12.921	13.677	2.216	4.613
103.250	53.670	15.734	13.804	14.492	2.207	4.638
103.375	52.704	16.674	14.682	15.674	2.196	4.680
103.500	52.330	17.885	15.704	18.471	2.194	4.736
103.625	52.436	19.394	16.886	21.679	2.200	4.803
103.750	50.476	20.897	18.020	22.328	2.210	4.877
103.875	46.427	22.033	18.854	19.673	2.214	4.954
104.000	46.348	22.602	19.242	18.248	2.206	5.030
104.125	46.348	22.614	19.163	22.035	2.187	5.098
104.250	48.452	22.582	19.047	24.301	2.164	5.153
104.375	48.841	22.648	19.037	25.076	2.148	5.193
104.500	47.607	22.741	19.081	25.410	2.139	5.215
104.625	46.768	22.741	19.072	26.086	2.135	5.216
104.750	48.671	22.609	18.956	26.601	2.133	5.196
104.875	48.993	22.811	19.069	25.616	2.131	5.149
105.000	49.578	22.911	19.147	23.443	2.142	5.081
105.125	48.780	21.151	18.025	21.614	2.182	4.995
105.250	49.006	17.808	15.690	25.002	2.252	4.892
105.375	52.534	13.973	12.701	30.898	2.333	4.775
105.500	58.323	10.636	9.757	21.546	2.395	4.648
105.625	63.875	8.392	7.726	11.086	2.394	4.515
105.750	68.046	7.155	6.447	8.645	2.354	4.384
105.875	69.919	6.405	5.657	7.676	2.315	4.257
106.000	71.000	6.031	5.297	6.980	2.299	4.139
106.125	73.093	6.012	5.328	6.876	2.307	4.030
106.250	76.594	6.198	5.623	6.581	2.323	3.935
106.375	77.881	6.936	6.448	7.291	2.323	3.857
106.500	75.416	8.125	7.555	8.925	2.302	3.793
106.625	72.167	9.302	8.558	10.768	2.273	3.745
106.750	68.780	9.939	9.102	11.706	2.252	3.711
106.875	66.441	9.690	8.948	10.754	2.247	3.695
107.000	68.617	8.602	8.064	7.620	2.261	3.704
107.125	66.686	7.486	7.000	8.561	2.281	3.735
107.250	67.981	6.541	6.055	8.970	2.289	3.778
107.375	69.943	5.909	5.420	8.287	2.290	3.831
107.500	72.649	5.696	5.227	7.154	2.297	3.892
107.625	76.097	5.969	5.547	6.700	2.324	3.956
107.750	78.207	6.759	6.390	8.180	2.373	4.022
107.875	72.735	8.707	8.138	22.516	2.410	4.085
108.000	64.958	11.947	10.682	28.820	2.401	4.139
108.125	56.421	16.241	13.898	26.844	2.347	4.183
108.250	50.156	20.364	17.089	23.411	2.269	4.214
108.375	47.893	22.663	19.088	23.518	2.196	4.229
108.500	47.905	21.577	18.415	23.573	2.154	4.226
108.625	48.548	17.149	15.162	22.069	2.146	4.200
108.750	51.630	12.696	11.651	18.018	2.160	4.154
108.875	54.803	9.119	8.545	12.260	2.195	4.090
109.000	60.126	6.701	6.256	7.724	2.242	4.010
109.125	67.954	5.385	4.935	6.208	2.292	3.916
109.250	72.679	4.951	4.440	5.943	2.330	3.810
109.375	76.219	5.277	4.788	6.176	2.335	3.694
109.500	75.015	6.487	5.919	9.326	2.322	3.574
109.625	70.769	8.714	7.746	13.103	2.296	3.452
109.750	65.972	11.888	10.076	15.048	2.266	3.332
109.875	62.744	15.051	12.275	14.469	2.241	3.216
110.000	61.760	15.930	13.065	13.891	2.229	3.105
110.125	59.829	13.140	11.263	12.772	2.243	3.006
110.250	60.007	10.592	9.250	10.319	2.276	2.916
110.375	62.644	8.696	7.640	8.170	2.318	2.836
110.500	67.991	7.508	6.578	7.441	2.351	2.767
110.625	74.194	6.940	6.028	8.061	2.362	2.709
110.750	76.194	6.910	5.971	8.281	2.349	2.660
110.875	81.666	7.381	6.332	7.478	2.323	2.625
111.000	81.071	8.079	6.822	8.000	2.297	2.601
111.125	79.538	8.708	7.274	9.145	2.275	2.589
111.250	75.584	9.101	7.573	9.517	2.262	2.588
111.375	69.335	9.143	7.636	8.594	2.259	2.597
111.500	68.086	8.724	7.399	7.885	2.264	2.616
