#Depth	TVD	DX	DY	GR	RT	RI	RXO	DEN	SP	R2M	R025
79.375	78.586	3.382	-7.449	57.957	22.649	21.603	14.901	2.127	-16.285	38.403	20.883
79.500	78.707	3.395	-7.476	55.957	22.426	21.353	14.904	2.118	-16.334	37.918	20.522
79.625	78.828	3.409	-7.504	56.126	22.073	21.013	14.541	2.116	-16.382	37.490	20.235
79.750	78.949	3.423	-7.531	58.127	21.464	20.464	13.509	2.121	-16.454	37.107	19.948
79.875	79.070	3.437	-7.559	58.802	20.669	19.740	12.322	2.126	-16.544	36.745	19.639
80.000	79.191	3.451	-7.586	57.020	19.835	18.956	11.864	2.133	-16.633	36.336	19.281
80.125	79.312	3.465	-7.614	54.605	19.170	18.284	12.207	2.137	-16.699	35.825	18.880
80.250	79.433	3.479	-7.641	54.305	18.910	17.942	12.908	2.139	-16.680	35.165	18.514
80.375	79.554	3.493	-7.669	55.758	19.048	17.958	13.269	2.139	-16.667	34.386	18.248
80.500	79.675	3.507	-7.696	56.854	19.528	18.308	13.494	2.139	-16.669	33.595	18.162
80.625	79.796	3.521	-7.724	56.663	20.228	18.897	13.730	2.136	-16.630	32.939	18.278
80.750	79.916	3.535	-7.751	57.331	20.967	19.575	13.692	2.128	-16.558	32.560	18.532
80.875	80.037	3.549	-7.779	60.147	21.571	20.171	13.283	2.121	-16.480	32.452	18.863
81.000	80.158	3.563	-7.806	62.727	21.979	20.605	13.167	2.119	-16.393	32.538	19.240
81.125	80.279	3.576	-7.834	62.194	22.217	20.871	13.717	2.120	-16.293	32.654	19.561
81.250	80.400	3.590	-7.861	58.191	22.360	21.013	14.523	2.119	-16.282	32.700	19.780
81.375	80.521	3.604	-7.889	55.237	22.486	21.103	14.991	2.117	-16.372	32.709	19.910
81.500	80.642	3.618	-7.916	56.493	22.590	21.149	15.225	2.117	-16.466	32.717	19.934
81.625	80.763	3.632	-7.944	60.721	22.632	21.132	15.058	2.122	-16.554	32.791	19.927
81.750	80.884	3.646	-7.971	62.867	22.539	21.026	14.518	2.128	-16.638	32.981	19.977
81.875	81.005	3.660	-7.999	61.127	22.317	20.839	14.412	2.132	-16.679	33.208	20.007
82.000	81.126	3.674	-8.026	58.546	22.011	20.583	14.855	2.133	-16.669	33.422	19.949
82.125	81.247	3.688	-8.054	57.428	21.703	20.290	15.526	2.131	-16.651	33.584	19.798
82.250	81.368	3.702	-8.081	55.916	21.486	20.011	16.318	2.127	-16.631	33.602	19.566
82.375	81.489	3.716	-8.109	53.405	21.366	19.779	17.418	2.126	-16.601	33.481	19.353
82.500	81.610	3.730	-8.136	51.792	21.293	19.588	19.010	2.127	-16.590	33.254	19.189
82.625	81.731	3.744	-8.164	53.025	21.172	19.392	20.506	2.128	-16.582	32.964	19.025
82.750	81.852	3.757	-8.191	56.630	20.884	19.112	20.997	2.131	-16.568	32.735	18.853
82.875	81.973	3.771	-8.218	59.619	20.429	18.723	20.354	2.138	-16.567	32.639	18.628
83.000	82.094	3.785	-8.246	60.903	19.851	18.241	18.803	2.149	-16.560	32.655	18.283
83.125	82.215	3.799	-8.273	60.997	19.234	17.725	17.156	2.162	-16.538	32.711	17.870
83.250	82.335	3.813	-8.301	61.203	18.718	17.282	16.708	2.169	-16.460	32.660	17.466
83.375	82.456	3.827	-8.328	62.330	18.388	16.980	17.537	2.173	-16.355	32.409	17.100
83.500	82.577	3.841	-8.356	63.473	18.258	16.832	19.361	2.175	-16.263	31.979	16.817
83.625	82.698	3.855	-8.383	62.782	18.267	16.796	20.791	2.177	-16.189	31.434	16.639
83.750	82.819	3.869	-8.411	61.437	18.254	16.757	21.602	2.178	-16.171	30.829	16.528
83.875	82.940	3.883	-8.438	60.856	18.047	16.576	20.916	2.176	-16.192	30.277	16.415
84.000	83.061	3.897	-8.466	61.553	17.576	16.188	19.474	2.174	-16.254	29.863	16.259
84.125	83.182	3.911	-8.493	63.970	16.897	15.632	17.812	2.179	-16.322	29.610	16.039
84.250	83.303	3.925	-8.521	67.478	16.183	15.047	16.656	2.190	-16.383	29.482	15.739
84.375	83.424	3.938	-8.548	70.092	15.641	14.602	17.100	2.200	-16.398	29.289	15.340
84.500	83.545	3.952	-8.576	70.500	15.388	14.398	17.978	2.204	-16.372	28.853	14.919
84.625	83.666	3.966	-8.603	69.592	15.430	14.452	19.159	2.198	-16.346	28.126	14.657
84.750	83.787	3.980	-8.631	68.399	15.696	14.712	19.393	2.187	-16.299	27.169	14.655
84.875	83.908	3.994	-8.658	67.468	16.007	15.012	18.596	2.177	-16.272	26.172	14.805
85.000	84.029	4.008	-8.686	67.529	16.250	15.241	18.012	2.169	-16.276	25.269	15.008
85.125	84.150	4.022	-8.713	67.349	16.356	15.324	18.101	2.164	-16.314	24.505	15.101
85.250	84.271	4.036	-8.741	65.798	16.287	15.218	18.964	2.163	-16.374	23.877	14.998
85.375	84.392	4.050	-8.768	63.475	16.097	14.980	19.778	2.160	-16.432	23.342	14.897
85.500	84.513	4.064	-8.796	60.892	15.785	14.631	19.540	2.152	-16.476	22.834	14.888
85.625	84.633	4.078	-8.823	60.097	15.355	14.186	18.547	2.145	-16.551	22.272	14.950
85.750	84.754	4.092	-8.851	62.128	14.975	13.785	17.888	2.147	-16.642	21.608	15.054
85.875	84.875	4.105	-8.878	65.311	14.995	13.701	16.976	2.158	-16.690	20.902	15.200
86.000	84.996	4.119	-8.906	67.564	15.751	14.203	16.665	2.182	-16.711	20.310	15.409
86.125	85.117	4.133	-8.933	69.048	17.464	15.489	17.221	2.233	-16.745	20.149	15.723
86.250	85.238	4.147	-8.961	69.794	20.211	17.742	19.091	2.332	-16.773	21.134	16.211
86.375	85.359	4.161	-8.988	68.571	23.155	20.417	20.667	2.458	-16.814	23.718	16.915
86.500	85.480	4.175	-9.016	67.782	25.042	22.470	24.876	2.563	-16.882	28.113	17.861
86.625	85.601	4.189	-9.043	71.045	24.644	22.620	22.820	2.591	-16.951	33.809	18.846
86.750	85.722	4.203	-9.070	75.446	21.552	20.206	20.550	2.545	-16.998	39.262	19.212
86.875	85.843	4.217	-9.098	77.986	17.547	16.772	18.243	2.485	-17.027	42.770	18.438
87.000	85.964	4.231	-9.125	79.599	13.951	13.517	13.824	2.425	-17.051	43.316	16.581
87.125	86.085	4.245	-9.153	83.393	11.438	11.065	10.043	2.369	-17.059	40.771	14.408
87.250	86.206	4.259	-9.180	87.390	10.160	9.627	8.566	2.325	-17.126	35.615	12.792
87.375	86.327	4.273	-9.208	87.904	9.560	8.823	8.236	2.303	-17.248	29.476	11.697
87.500	86.448	4.286	-9.235	85.616	9.320	8.420	8.328	2.298	-17.324	23.432	10.906
87.625	86.569	4.300	-9.263	83.279	9.235	8.241	8.483	2.301	-17.363	18.300	10.329
87.750	86.690	4.314	-9.290	82.949	9.173	8.160	8.522	2.304	-17.427	14.737	9.934
87.875	86.811	4.328	-9.318	83.805	9.098	8.103	8.143	2.304	-17.503	12.460	9.642
88.000	86.931	4.342	-9.345	83.886	9.071	8.088	7.569	2.299	-17.579	11.107	9.438
88.125	87.052	4.356	-9.373	83.087	9.173	8.168	7.302	2.290	-17.710	10.290	9.344
88.250	87.173	4.370	-9.400	79.644	9.484	8.410	7.898	2.278	-17.794	9.846	9.381
88.375	87.294	4.384	-9.428	74.424	9.982	8.804	8.964	2.262	-17.819	9.713	9.526
88.500	87.415	4.398	-9.455	70.657	10.631	9.324	9.847	2.244	-17.955	9.967	9.761
88.625	87.536	4.412	-9.483	69.363	11.359	9.911	9.683	2.224	-18.118	10.670	10.057
88.750	87.657	4.426	-9.510	68.364	12.054	10.471	9.929	2.199	-18.200	11.851	10.392
88.875	87.778	4.440	-9.538	65.256	12.610	10.918	9.985	2.176	-18.257	13.254	10.769
89.000	87.899	4.454	-9.565	61.636	12.937	11.178	9.740	2.164	-18.333	14.640	11.150
89.125	88.020	4.467	-9.593	60.749	12.977	11.206	9.460	2.169	-18.403	15.788	11.382
89.250	88.141	4.481	-9.620	62.927	12.708	10.972	9.281	2.182	-18.443	16.480	11.348
89.375	88.262	4.495	-9.648	65.716	12.274	10.582	9.202	2.195	-18.442	16.779	11.178
89.500	88.383	4.509	-9.675	69.145	11.794	10.124	9.033	2.206	-18.360	16.749	10.948
89.625	88.504	4.523	-9.703	72.937	11.371	9.679	8.562	2.221	-18.201	16.444	10.682
89.750	88.625	4.537	-9.730	74.010	11.063	9.308	8.336	2.230	-18.061	15.899	10.393
89.875	88.746	4.551	-9.758	71.904	10.828	9.001	8.536	2.231	-17.962	15.212	10.084
90.000	88.867	4.565	-9.785	69.387	10.623	8.740	8.723	2.231	-17.895	14.454	9.779
90.125	88.980	4.589	-9.831	69.158	10.420	8.514	8.533	2.236	-17.815	13.709	9.530
90.250	89.094	4.612	-9.876	71.233	10.203	8.314	8.350	2.249	-17.708	13.056	9.347
90.375	89.208	4.636	-9.921	73.878	9.989	8.129	8.000	2.264	-17.643	12.521	9.184
90.500	89.322	4.660	-9.967	75.258	9.815	7.965	7.688	2.275	-17.602	12.108	9.022
90.625	89.436	4.683	-10.012	74.440	9.712	7.830	7.764	2.276	-17.630	11.797	8.829
90.750	89.550	4.707	-10.058	74.177	9.690	7.738	8.059	2.267	-17.735	11.576	8.681
90.875	89.663	4.731	-10.103	75.866	9.737	7.708	8.290	2.257	-17.843	11.427	8.637
91.000	89.777	4.754	-10.149	78.789	9.875	7.776	8.293	2.253	-17.979	11.366	8.653
91.125	89.891	4.778	-10.194	79.719	10.143	7.973	8.323	2.255	-18.185	11.408	8.724
91.250	90.005	4.802	-10.240	74.607	10.593	8.333	8.380	2.252	-18.453	11.550	8.877
91.375	90.119	4.825	-10.285	66.670	11.175	8.808	8.159	2.225	-18.749	11.730	9.092
91.500	90.233	4.849	-10.331	61.803	11.808	9.339	8.293	2.175	-19.076	11.935	9.385
91.625	90.346	4.873	-10.376	60.547	12.378	9.835	8.712	2.129	-19.422	12.192	9.751
91.750	90.460	4.897	-10.422	59.553	12.749	10.175	9.021	2.114	-19.764	12.534	10.124
91.875	90.574	4.920	-10.467	57.822	12.908	10.328	9.083	2.116	-20.093	12.927	10.407
92.000	90.688	4.944	-10.512	56.965	12.892	10.307	8.894	2.122	-20.331	13.285	10.527
92.125	90.802	4.968	-10.558	56.593	12.765	10.163	8.588	2.125	-20.410	13.497	10.508
92.250	90.916	4.991	-10.603	56.710	12.575	9.946	8.551	2.127	-20.370	13.465	10.443
92.375	91.029	5.015	-10.649	57.460	12.328	9.692	8.865	2.131	-20.226	13.270	10.407
92.500	91.143	5.039	-10.694	57.602	12.027	9.415	9.188	2.137	-19.959	12.995	10.362
92.625	91.257	5.062	-10.740	56.476	11.779	9.182	9.354	2.147	-19.548	12.724	10.285
92.750	91.371	5.086	-10.785	57.093	11.902	9.198	9.137	2.167	-18.989	12.505	10.210
92.875	91.485	5.110	-10.831	60.168	12.529	9.571	8.628	2.202	-18.385	12.331	10.218
93.000	91.599	5.133	-10.876	63.665	13.549	10.275	8.478	2.263	-17.734	12.297	10.400
93.125	91.712	5.157	-10.922	64.723	14.580	11.092	9.168	2.358	-17.081	12.626	10.751
93.250	91.826	5.181	-10.967	64.391	14.968	11.573	11.562	2.476	-16.489	13.779	11.254
93.375	91.940	5.204	-11.013	66.314	14.521	11.476	13.473	2.560	-15.957	15.799	11.787
93.500	92.054	5.228	-11.058	73.088	13.460	10.868	12.671	2.571	-15.449	18.356	12.035
93.625	92.168	5.252	-11.103	81.930	12.270	10.048	9.393	2.537	-14.986	20.705	11.789
93.750	92.282	5.275	-11.149	84.235	11.407	9.345	9.182	2.514	-14.641	21.818	11.219
93.875	92.395	5.299	-11.194	79.538	10.879	8.842	10.637	2.510	-14.342	21.576	10.708
94.000	92.509	5.323	-11.240	75.065	10.537	8.492	11.500	2.500	-14.111	20.352	10.345
94.125	92.623	5.347	-11.285	77.580	10.217	8.207	10.035	2.462	-13.972	18.767	10.058
94.250	92.737	5.370	-11.331	82.295	9.831	7.918	8.446	2.399	-13.927	17.274	9.770
94.375	92.851	5.394	-11.376	82.496	9.448	7.630	7.855	2.335	-13.864	15.876	9.388
94.500	92.965	5.418	-11.422	80.624	9.162	7.390	7.566	2.286	-13.870	14.448	8.875
94.625	93.078	5.441	-11.467	79.336	8.986	7.224	7.278	2.255	-13.971	12.971	8.354
94.750	93.192	5.465	-11.513	77.447	8.811	7.085	7.311	2.246	-14.011	11.617	8.051
94.875	93.306	5.489	-11.558	75.163	8.524	6.891	7.234	2.252	-14.010	10.521	7.886
95.000	93.420	5.512	-11.603	75.665	8.114	6.612	6.908	2.268	-14.008	9.692	7.664
95.125	93.534	5.536	-11.649	80.250	7.641	6.267	6.519	2.288	-14.024	9.061	7.340
95.250	93.648	5.560	-11.694	87.121	7.193	5.905	6.264	2.306	-14.062	8.593	6.998
95.375	93.761	5.583	-11.740	92.974	6.820	5.573	6.237	2.318	-14.097	8.253	6.668
95.500	93.875	5.607	-11.785	95.092	6.540	5.303	6.464	2.325	-14.077	8.058	6.381
95.625	93.989	5.631	-11.831	93.819	6.361	5.123	6.595	2.323	-13.992	8.026	6.149
95.750	94.103	5.654	-11.876	92.849	6.347	5.090	6.440	2.316	-13.960	8.144	5.984
95.875	94.217	5.678	-11.922	93.624	6.562	5.237	6.296	2.308	-13.992	8.308	5.939
96.000	94.331	5.702	-11.967	92.607	7.103	5.626	6.558	2.296	-14.024	8.444	6.043
96.125	94.444	5.726	-12.013	88.024	8.017	6.302	7.178	2.277	-14.046	8.527	6.269
96.250	94.558	5.749	-12.058	83.078	9.219	7.266	8.220	2.254	-14.015	8.670	6.671
96.375	94.672	5.773	-12.104	81.412	10.312	8.263	8.900	2.237	-13.969	9.014	7.269
96.500	94.786	5.797	-12.149	82.130	10.891	8.963	9.557	2.235	-13.955	9.621	7.979
96.625	94.900	5.820	-12.194	83.248	10.693	9.068	9.938	2.246	-13.978	10.446	8.604
96.750	95.014	5.844	-12.240	86.022	9.732	8.476	9.889	2.266	-14.009	11.319	8.776
96.875	95.127	5.868	-12.285	89.552	8.581	7.623	8.621	2.288	-14.020	11.963	8.492
97.000	95.241	5.891	-12.331	92.697	7.644	6.845	7.179	2.305	-14.030	12.149	7.997
97.125	95.355	5.915	-12.376	94.869	7.135	6.343	6.431	2.311	-14.044	11.743	7.532
97.250	95.469	5.939	-12.422	95.685	7.139	6.222	6.626	2.302	-14.051	10.731	7.215
97.375	95.583	5.962	-12.467	95.734	7.436	6.355	7.151	2.292	-14.064	9.491	7.040
97.500	95.697	5.986	-12.513	94.379	7.818	6.610	7.373	2.291	-14.069	8.327	6.987
97.625	95.810	6.010	-12.558	92.762	8.074	6.821	7.466	2.292	-14.048	7.435	7.032
97.750	95.924	6.033	-12.604	91.593	8.013	6.808	7.528	2.291	-14.028	6.898	7.138
97.875	96.038	6.057	-12.649	91.849	7.686	6.566	7.465	2.292	-14.051	6.553	7.206
98.000	96.152	6.081	-12.695	93.996	7.213	6.173	7.252	2.300	-14.133	6.301	7.179
98.125	96.266	6.104	-12.740	95.635	6.773	5.783	7.070	2.307	-14.194	6.102	7.083
98.250	96.380	6.128	-12.785	95.614	6.653	5.621	6.745	2.303	-14.247	5.939	6.984
98.375	96.493	6.152	-12.831	94.877	7.056	5.826	6.466	2.286	-14.340	5.791	6.961
98.500	96.607	6.176	-12.876	93.840	8.192	6.537	6.737	2.251	-14.423	5.676	7.122
98.625	96.721	6.199	-12.922	89.804	10.208	7.893	8.014	2.202	-14.473	5.652	7.589
98.750	96.835	6.223	-12.967	82.099	13.132	10.083	10.972	2.156	-14.464	5.859	8.571
98.875	96.949	6.247	-13.013	75.677	16.239	12.724	13.875	2.131	-14.402	6.359	10.173
99.000	97.063	6.270	-13.058	72.744	18.625	15.133	15.030	2.128	-14.282	7.140	12.381
99.125	97.176	6.294	-13.104	72.171	19.570	16.519	14.715	2.136	-14.148	8.089	14.857
99.250	97.290	6.318	-13.149	72.857	19.097	16.575	14.420	2.145	-14.067	8.991	16.896
99.375	97.404	6.341	-13.195	74.291	18.528	16.258	13.698	2.151	-14.056	9.660	18.162
99.500	97.518	6.365	-13.240	75.138	18.912	16.396	12.696	2.153	-14.077	10.029	18.887
99.625	97.632	6.389	-13.286	75.382	20.992	17.628	12.180	2.151	-14.080	10.151	19.629
99.750	97.746	6.412	-13.331	75.753	25.597	20.785	15.717	2.149	-14.083	10.178	21.036
99.875	97.859	6.436	-13.376	75.805	32.463	25.983	24.085	2.151	-14.110	10.329	23.409
100.000	97.973	6.460	-13.422	74.012	41.148	33.153	27.162	2.158	-14.165	10.744	26.862
100.125	98.087	6.483	-13.467	69.547	50.519	41.497	28.991	2.167	-14.244	11.462	31.133
100.250	98.201	6.507	-13.513	64.071	58.608	49.269	30.024	2.167	-14.292	12.448	35.487
100.375	98.315	6.531	-13.558	59.942	64.458	55.243	30.337	2.157	-14.264	13.542	39.167
100.500	98.429	6.554	-13.604	57.100	68.139	59.254	30.461	2.138	-14.186	14.661	41.972
100.625	98.542	6.578	-13.649	53.585	70.038	61.550	30.309	2.117	-14.169	15.817	44.074
100.750	98.656	6.602	-13.695	50.007	69.940	61.954	29.204	2.103	-14.199	17.204	45.573
100.875	98.770	6.626	-13.740	49.651	68.173	60.788	27.752	2.096	-14.190	19.047	46.544
101.000	98.884	6.649	-13.786	51.958	65.260	58.442	26.759	2.094	-14.130	21.559	46.952
101.125	98.998	6.673	-13.831	54.740	62.095	55.651	26.623	2.093	-14.021	24.830	46.785
101.250	99.112	6.697	-13.876	56.330	59.707	53.334	26.545	2.091	-13.949	28.804	46.085
101.375	99.225	6.720	-13.922	57.062	58.456	51.968	26.398	2.086	-13.938	33.034	45.202
101.500	99.339	6.744	-13.967	57.257	58.334	51.655	26.643	2.079	-13.923	37.178	44.387
101.625	99.453	6.768	-14.013	56.719	58.978	52.169	27.789	2.072	-13.886	40.999	43.750
101.750	99.567	6.791	-14.058	54.817	59.564	52.876	29.394	2.073	-13.835	44.556	43.283
101.875	99.681	6.815	-14.104	52.531	59.187	52.901	30.239	2.081	-13.815	48.309	42.813
102.000	99.795	6.839	-14.149	52.323	57.409	51.726	30.701	2.092	-13.831	52.719	42.182
102.125	99.908	6.862	-14.195	54.969	54.402	49.340	31.563	2.103	-13.897	58.142	41.299
102.250	100.022	6.886	-14.240	57.722	50.953	46.282	31.445	2.114	-13.967	64.608	40.071
102.375	100.136	6.910	-14.286	59.796	48.103	43.520	28.995	2.124	-13.982	71.258	38.659
102.500	100.250	6.933	-14.331	61.515	46.365	41.606	26.577	2.126	-13.997	77.218	37.255
102.625	100.364	6.957	-14.377	62.743	45.783	40.701	25.845	2.119	-13.999	81.731	35.978
102.750	100.478	6.981	-14.422	63.552	46.130	40.730	26.424	2.113	-13.997	84.236	35.073
102.875	100.591	7.005	-14.467	63.605	46.813	41.217	26.806	2.115	-13.993	85.464	34.587
103.000	100.705	7.028	-14.513	64.185	47.520	41.887	26.745	2.120	-13.983	86.036	34.348
103.125	100.819	7.052	-14.558	65.058	48.130	42.561	31.190	2.125	-13.986	86.518	34.152
103.250	100.933	7.076	-14.604	64.347	48.666	43.135	30.799	2.128	-13.984	87.302	33.854
103.375	101.047	7.099	-14.649	62.712	49.076	43.523	29.099	2.126	-13.958	88.243	33.430
103.500	101.161	7.123	-14.695	62.478	49.038	43.488	28.687	2.118	-13.968	89.201	32.951
103.625	101.274	7.147	-14.740	65.209	48.104	42.707	31.399	2.110	-14.015	90.218	32.441
103.750	101.388	7.170	-14.786	67.789	45.753	40.797	34.224	2.110	-14.088	91.325	31.740
103.875	101.502	7.194	-14.831	67.045	42.182	37.888	34.373	2.119	-14.198	92.352	30.787
104.000	101.616	7.218	-14.877	64.296	37.710	34.179	34.020	2.130	-14.339	92.939	29.563
104.125	101.730	7.241	-14.922	63.614	32.943	30.127	34.644	2.137	-14.502	92.634	28.075
104.250	101.844	7.265	-14.968	67.908	28.746	26.452	32.784	2.139	-14.668	91.093	26.433
104.375	101.957	7.289	-15.013	72.262	25.573	23.594	28.550	2.143	-14.865	88.743	24.745
104.500	102.071	7.312	-15.058	72.059	23.618	21.740	24.179	2.146	-15.043	85.811	22.988
104.625	102.185	7.336	-15.104	69.466	22.877	20.909	19.750	2.146	-15.233	82.390	21.333
104.750	102.299	7.360	-15.149	70.172	23.202	21.043	19.632	2.141	-15.454	78.376	20.163
104.875	102.413	7.383	-15.195	73.560	23.828	21.560	20.213	2.137	-15.626	73.997	19.476
105.000	102.526	7.407	-15.240	75.211	24.018	21.850	21.181	2.140	-15.707	69.786	19.153
105.125	102.640	7.431	-15.286	73.411	23.101	21.255	21.457	2.152	-15.690	66.272	18.911
105.250	102.754	7.455	-15.331	71.963	20.700	19.302	19.461	2.168	-15.670	63.654	18.195
105.375	102.868	7.478	-15.377	74.465	17.613	16.639	16.739	2.183	-15.680	61.382	16.896
105.500	102.982	7.502	-15.422	79.547	14.589	13.934	14.084	2.198	-15.727	58.833	15.204
105.625	103.096	7.526	-15.468	83.086	12.140	11.652	11.879	2.215	-15.768	55.441	13.384
105.750	103.209	7.549	-15.513	82.487	10.558	10.072	10.237	2.230	-15.755	50.844	11.784
105.875	103.323	7.573	-15.559	80.231	9.632	9.060	9.558	2.235	-15.721	45.412	10.523
106.000	103.437	7.597	-15.604	78.917	9.199	8.512	9.522	2.230	-15.678	39.571	9.530
106.125	103.551	7.620	-15.649	80.048	9.095	8.319	9.679	2.221	-15.651	33.922	8.777
106.250	103.665	7.644	-15.695	81.752	9.202	8.396	9.782	2.215	-15.592	29.183	8.376
106.375	103.779	7.668	-15.740	81.136	9.363	8.584	9.726	2.212	-15.525	25.486	8.226
106.500	103.892	7.691	-15.786	79.133	9.491	8.792	9.784	2.213	-15.448	22.791	8.190
106.625	104.006	7.715	-15.831	79.044	9.528	8.958	10.008	2.217	-15.332	20.873	8.165
106.750	104.120	7.739	-15.877	81.664	9.446	9.036	10.092	2.227	-15.205	19.515	8.086
106.875	104.234	7.762	-15.922	82.899	9.312	9.045	9.927	2.240	-15.124	18.444	8.030
107.000	104.348	7.786	-15.968	82.963	9.200	9.012	9.873	2.254	-15.107	17.548	8.072
107.125	104.462	7.810	-16.013	83.213	9.168	8.969	9.932	2.267	-15.099	16.749	8.143
107.250	104.575	7.833	-16.059	83.577	9.243	8.937	9.850	2.269	-15.089	16.065	8.121
107.375	104.689	7.857	-16.104	84.251	9.370	8.906	9.643	2.263	-15.135	15.504	8.054
107.500	104.803	7.881	-16.149	85.918	9.487	8.850	9.533	2.255	-15.235	15.026	8.041
107.625	104.917	7.905	-16.195	87.624	9.535	8.743	9.558	2.253	-15.366	14.573	8.126
107.750	105.031	7.928	-16.240	88.822	9.471	8.564	9.577	2.260	-15.506	14.054	8.221
107.875	105.145	7.952	-16.286	91.095	9.350	8.354	9.546	2.271	-15.625	13.435	8.265
108.000	105.258	7.976	-16.331	93.065	9.255	8.171	9.541	2.281	-15.734	12.761	8.340
108.125	105.372	7.999	-16.377	92.115	9.288	8.085	9.671	2.285	-15.835	12.092	8.513
108.250	105.486	8.023	-16.422	88.952	9.609	8.210	9.876	2.271	-15.831	11.458	8.763
108.375	105.600	8.047	-16.468	86.251	10.288	8.603	10.199	2.241	-15.746	10.881	9.143
108.500	105.714	8.070	-16.513	82.556	11.437	9.360	10.931	2.203	-15.642	10.413	9.754
108.625	105.828	8.094	-16.559	76.860	13.187	10.599	12.173	2.166	-15.535	10.136	10.585
108.750	105.941	8.118	-16.604	71.492	15.830	12.592	14.484	2.144	-15.408	10.193	11.763
108.875	106.055	8.141	-16.650	69.095	19.361	15.399	17.270	2.136	-15.278	10.568	13.510
109.000	106.169	8.165	-16.695	69.301	23.766	19.095	21.304	2.137	-15.189	11.220	15.968
109.125	106.283	8.189	-16.740	69.071	28.890	23.614	24.980	2.141	-15.100	12.113	19.116
109.250	106.397	8.212	-16.786	65.584	34.547	28.815	26.274	2.139	-15.025	13.280	22.766
109.375	106.511	8.236	-16.831	61.617	40.490	34.349	26.666	2.133	-15.005	14.658	26.434
109.500	106.624	8.260	-16.877	59.192	46.886	40.230	26.373	2.125	-14.998	16.201	29.829
109.625	106.738	8.284	-16.922	57.404	54.268	46.853	26.611	2.119	-14.989	17.855	32.762
109.750	106.852	8.307	-16.968	54.988	62.902	54.653	28.132	2.124	-15.031	19.618	35.075
109.875	106.966	8.331	-17.013	54.571	70.296	61.853	31.188	2.141	-15.135	21.566	36.787
110.000	107.080	8.355	-17.059	57.122	71.842	64.734	33.817	2.165	-15.229	23.816	37.714
110.125	107.194	8.378	-17.104	59.705	63.866	59.636	34.229	2.188	-15.335	26.450	37.599
110.250	107.307	8.402	-17.150	61.656	48.255	46.719	30.940	2.200	-15.474	29.552	35.790
110.375	107.421	8.426	-17.195	66.276	33.224	33.130	24.492	2.209	-15.573	32.863	32.145
110.500	107.535	8.449	-17.241	75.022	22.320	22.753	16.829	2.227	-15.631	35.830	27.045
110.625	107.649	8.473	-17.286	84.688	15.780	16.296	12.566	2.258	-15.700	37.609	21.791
110.750	107.763	8.497	-17.331	87.758	12.780	13.132	11.083	2.293	-15.744	36.981	17.936
110.875	107.877	8.520	-17.377	85.962	11.553	11.629	10.880	2.330	-15.755	34.183	15.505
111.000	107.990	8.544	-17.422	85.659	11.327	11.149	11.568	2.366	-15.761	30.082	14.038
111.125	108.104	8.568	-17.468	89.435	11.490	11.204	12.327	2.385	-15.809	25.979	13.117
111.250	108.218	8.591	-17.513	94.829	11.559	11.344	12.884	2.361	-15.948	23.184	12.616
111.375	108.332	8.615	-17.559	97.500	11.387	11.304	11.986	2.312	-16.049	21.708	12.344
111.500	108.446	8.639	-17.604	96.202	11.068	11.102	10.768	2.272	-16.129	20.997	12.137
111.625	108.560	8.662	-17.650	91.541	10.763	10.873	10.207	2.261	-16.229	20.384	11.885
111.750	108.673	8.686	-17.695	86.237	10.713	10.834	10.351	2.292	-16.348	19.509	11.669
111.875	108.787	8.710	-17.741	83.292	11.102	11.151	11.667	2.357	-16.463	18.541	11.612
112.000	108.901	8.734	-17.786	83.297	12.114	11.973	13.923	2.432	-16.597	17.831	11.750
112.125	109.015	8.757	-17.831	83.666	13.821	13.382	15.112	2.489	-16.710	17.726	12.117
112.250	109.129	8.781	-17.877	79.448	16.114	15.361	17.854	2.513	-16.705	18.506	12.813
112.375	109.243	8.805	-17.922	71.164	18.368	17.416	23.450	2.524	-16.712	19.966	13.905
112.500	109.356	8.828	-17.968	63.828	19.953	18.959	29.932	2.518	-16.761	21.914	15.348
112.625	109.470	8.852	-18.013	62.349	20.479	19.545	29.405	2.482	-16.770	24.050	16.858
112.750	109.584	8.876	-18.059	65.047	20.046	19.168	20.504	2.429	-16.746	25.805	18.022
112.875	109.698	8.899	-18.104	66.652	19.517	18.585	14.380	2.402	-16.720	26.641	18.742
113.000	109.812	8.923	-18.150	66.399	19.472	18.313	13.108	2.413	-16.685	26.223	19.103
113.125	109.926	8.947	-18.195	66.363	20.171	18.636	15.991	2.447	-16.701	24.666	19.386
113.250	110.039	8.970	-18.241	65.340	21.600	19.676	25.716	2.466	-16.786	22.614	19.941
113.375	110.153	8.994	-18.286	62.125	23.259	21.077	27.327	2.451	-16.878	20.916	20.783
113.500	110.267	9.018	-18.332	59.298	24.793	22.503	24.686	2.419	-16.951	19.858	21.846
113.625	110.381	9.041	-18.377	59.858	26.053	23.730	23.565	2.403	-17.036	19.290	23.018
113.750	110.495	9.065	-18.422	61.283	27.175	24.791	25.054	2.422	-17.138	18.850	24.126
113.875	110.609	9.089	-18.468	60.507	28.472	25.955	25.822	2.457	-17.285	18.382	25.190
114.000	110.722	9.112	-18.513	59.305	30.114	27.380	26.150	2.493	-17.470	18.030	26.283
114.125	110.836	9.136	-18.559	58.164	32.152	29.114	27.942	2.526	-17.608	18.002	27.443
