#Depth	DEN	GR	RT	RI	RXO	SP
66.625	2.046	66.133	8.436	8.432	10.870	-32.208
66.750	2.044	65.474	8.385	8.328	10.806	-32.378
66.875	2.040	66.276	8.341	8.224	10.681	-32.541
67.000	2.028	68.512	8.306	8.126	10.468	-32.727
67.125	2.007	70.282	8.278	8.034	10.223	-33.002
67.250	1.977	70.392	8.253	7.944	9.855	-33.218
67.375	1.950	70.354	8.224	7.856	9.436	-33.340
67.500	1.948	70.389	8.196	7.771	9.046	-33.476
67.625	1.984	70.250	8.178	7.697	8.857	-33.618
67.750	2.042	69.354	8.185	7.647	9.164	-33.600
67.875	2.084	68.747	8.221	7.623	9.565	-33.554
68.000	2.095	68.677	8.285	7.626	9.817	-33.513
68.125	2.075	68.623	8.374	7.651	10.053	-33.362
68.250	2.023	68.592	8.472	7.683	10.417	-33.095
68.375	1.950	68.514	8.551	7.699	10.800	-32.834
68.500	1.870	68.228	8.590	7.681	11.101	-32.504
68.625	1.810	67.152	8.585	7.625	11.160	-32.025
68.750	1.816	65.751	8.543	7.544	10.865	-31.505
68.875	1.882	65.231	8.502	7.470	10.320	-30.960
69.000	1.975	66.847	8.485	7.427	10.020	-30.328
69.125	2.053	69.991	8.502	7.426	10.097	-29.639
69.250	2.088	73.803	8.552	7.470	10.327	-28.998
69.375	2.101	77.396	8.626	7.538	10.539	-28.317
69.500	2.116	79.871	8.720	7.617	10.695	-27.554
69.625	2.154	80.183	8.835	7.697	10.787	-26.819
69.750	2.209	79.574	8.966	7.762	10.875	-26.143
69.875	2.244	79.959	9.092	7.804	10.938	-25.424
70.000	2.244	80.270	9.184	7.814	10.933	-24.692
70.125	2.222	79.025	9.206	7.774	10.819	-24.054
70.250	2.194	78.368	9.098	7.649	10.586	-23.453
70.375	2.171	80.871	8.849	7.424	10.270	-22.839
70.500	2.174	85.718	8.463	7.096	9.910	-22.304
70.625	2.215	90.824	8.006	6.700	9.496	-21.905
70.750	2.284	96.355	7.668	6.347	8.912	-21.590
70.875	2.351	100.919	7.705	6.208	8.435	-21.399
71.000	2.401	102.286	8.371	6.478	8.515	-21.423
71.125	2.430	100.838	9.822	7.324	9.762	-21.551
71.250	2.425	97.474	12.035	8.886	14.278	-21.869
71.375	2.370	91.617	14.381	10.811	23.060	-22.537
71.500	2.258	82.885	16.154	12.617	34.211	-23.471
71.625	2.124	74.974	16.675	13.691	45.196	-24.499
71.750	2.035	72.795	15.432	13.342	47.339	-25.670
71.875	2.009	72.982	13.261	11.977	35.820	-26.883
72.000	2.025	73.005	11.073	10.290	20.897	-27.972
72.125	2.054	72.861	9.498	8.863	12.950	-28.992
72.250	2.080	73.701	8.780	7.996	11.365	-29.895
72.375	2.102	74.114	8.579	7.550	11.138	-30.502
72.500	2.117	72.088	8.646	7.388	11.186	-30.890
72.625	2.119	67.941	8.791	7.381	11.109	-31.097
72.750	2.103	63.879	8.897	7.430	11.031	-31.082
72.875	2.081	61.676	8.952	7.480	10.942	-31.003
73.000	2.061	61.683	8.976	7.523	10.833	-30.896
73.125	2.057	63.155	8.986	7.562	10.736	-30.725
73.250	2.084	64.950	8.980	7.584	10.646	-30.560
73.375	2.130	67.355	8.949	7.576	10.661	-30.450
73.500	2.170	69.818	8.889	7.528	10.761	-30.418
73.625	2.188	71.017	8.813	7.443	10.929	-30.542
73.750	2.186	71.658	8.755	7.344	11.110	-30.749
73.875	2.175	73.120	8.748	7.266	11.219	-30.981
74.000	2.161	75.736	8.803	7.228	11.305	-31.273
74.125	2.149	78.026	8.907	7.233	11.396	-31.616
74.250	2.141	78.350	9.018	7.272	11.485	-31.880
74.375	2.128	76.562	9.088	7.312	11.483	-31.998
74.500	2.113	74.117	9.097	7.331	11.415	-31.996
74.625	2.100	72.934	9.045	7.315	11.264	-31.891
74.750	2.094	72.058	8.948	7.257	11.056	-31.665
74.875	2.091	70.293	8.837	7.171	10.809	-31.348
75.000	2.089	68.678	8.733	7.074	10.612	-31.062
75.125	2.089	68.418	8.656	6.984	10.487	-30.804
75.250	2.092	68.791	8.628	6.918	10.422	-30.516
75.375	2.100	67.849	8.641	6.876	10.395	-30.374
75.500	2.110	65.769	8.678	6.854	10.365	-30.278
75.625	2.116	64.957	8.711	6.842	10.223	-30.176
75.750	2.116	67.449	8.700	6.829	10.092	-30.185
75.875	2.110	70.218	8.635	6.805	10.073	-30.160
76.000	2.101	70.801	8.526	6.763	10.237	-30.026
76.125	2.095	71.036	8.399	6.703	10.597	-29.840
76.250	2.089	72.664	8.294	6.634	11.045	-29.634
76.375	2.065	72.935	8.231	6.573	11.421	-29.428
76.500	2.025	71.368	8.217	6.533	11.594	-29.240
76.625	1.990	69.777	8.245	6.528	11.248	-29.089
76.750	1.985	69.308	8.308	6.568	10.583	-29.004
76.875	2.004	68.783	8.390	6.647	10.330	-28.989
77.000	2.033	67.438	8.478	6.755	10.614	-29.037
77.125	2.062	66.405	8.552	6.874	11.197	-29.163
77.250	2.081	66.952	8.586	6.973	11.595	-29.359
77.375	2.087	67.847	8.571	7.028	11.707	-29.565
77.500	2.088	68.162	8.514	7.029	11.578	-29.712
77.625	2.094	68.466	8.434	6.978	11.308	-29.785
77.750	2.109	70.054	8.356	6.896	11.026	-29.668
77.875	2.119	70.797	8.292	6.816	10.934	-29.370
78.000	2.119	69.630	8.230	6.757	11.002	-28.889
78.125	2.114	68.514	8.151	6.720	10.977	-28.149
78.250	2.113	67.973	8.036	6.691	10.809	-27.003
78.375	2.119	68.900	7.896	6.648	10.651	-25.491
78.500	2.125	71.222	7.759	6.587	10.491	-23.727
78.625	2.127	73.578	7.672	6.529	10.268	-21.631
78.750	2.140	74.223	7.704	6.528	10.127	-19.270
78.875	2.191	75.096	7.829	6.594	10.157	-16.806
79.000	2.278	79.761	7.966	6.682	10.426	-14.333
79.125	2.354	88.259	7.995	6.709	10.850	-11.999
79.250	2.363	97.560	7.750	6.545	11.111	-9.996
79.375	2.341	103.804	7.236	6.165	10.129	-8.414
79.500	2.320	108.234	6.539	5.613	7.463	-7.202
79.625	2.297	114.767	5.831	5.008	5.794	-6.403
79.750	2.255	121.934	5.357	4.532	5.411	-6.129
79.875	2.215	125.054	5.260	4.303	5.393	-6.262
80.000	2.199	121.092	5.632	4.407	5.475	-6.725
80.125	2.216	112.196	6.482	4.877	5.759	-7.471
80.250	2.264	103.606	7.721	5.709	6.542	-8.466
80.375	2.317	96.969	8.991	6.678	7.727	-9.552
80.500	2.348	90.292	9.942	7.541	9.001	-10.689
80.625	2.346	83.409	10.282	8.042	9.881	-11.853
80.750	2.329	82.003	9.858	7.947	9.356	-12.984
80.875	2.315	86.810	9.107	7.488	8.357	-14.111
81.000	2.299	92.337	8.455	6.970	7.577	-15.326
81.125	2.271	92.893	8.184	6.647	7.536	-16.614
81.250	2.222	86.803	8.388	6.666	8.427	-17.934
81.375	2.158	79.760	8.818	6.926	9.780	-19.211
81.500	2.075	74.942	9.267	7.309	11.146	-20.465
81.625	1.972	72.068	9.581	7.690	11.863	-21.686
81.750	1.872	69.977	9.692	7.964	11.614	-22.797
81.875	1.808	68.577	9.712	8.142	11.296	-23.660
82.000	1.789	67.689	9.749	8.270	11.055	-24.139
82.125	1.797	66.223	9.875	8.403	11.025	-24.200
82.250	1.813	64.143	10.093	8.564	11.308	-23.794
82.375	1.828	62.138	10.293	8.702	11.599	-23.022
82.500	1.841	61.205	10.346	8.729	11.601	-21.948
82.625	1.859	61.533	10.124	8.542	11.233	-20.587
82.750	1.910	61.688	9.490	8.021	10.464	-18.849
82.875	2.011	63.069	8.562	7.246	9.353	-17.041
83.000	2.147	68.380	7.529	6.354	7.935	-15.283
83.125	2.276	78.772	6.672	5.545	6.502	-13.623
83.250	2.348	90.652	6.414	5.101	5.697	-12.311
83.375	2.385	97.745	6.912	5.149	5.727	-11.398
83.500	2.409	98.367	8.218	5.774	6.828	-10.857
83.625	2.419	92.953	10.178	6.967	9.202	-10.760
83.750	2.393	84.610	12.342	8.571	12.560	-11.302
83.875	2.333	77.803	13.998	10.096	15.820	-12.241
84.000	2.259	74.445	14.597	11.066	17.020	-13.376
84.125	2.199	74.726	13.946	11.142	14.391	-14.508
84.250	2.173	76.587	12.382	10.313	11.074	-15.445
84.375	2.172	77.002	10.809	9.235	9.794	-16.135
84.500	2.188	75.835	9.636	8.285	9.519	-16.559
84.625	2.207	75.449	8.908	7.593	9.499	-16.663
84.750	2.210	78.477	8.502	7.143	9.261	-16.321
84.875	2.189	82.335	8.220	6.811	8.766	-15.738
85.000	2.141	85.724	8.016	6.553	8.033	-15.123
85.125	2.076	88.549	7.901	6.369	7.278	-14.551
85.250	2.029	88.773	7.890	6.277	7.022	-14.085
85.375	2.023	86.546	7.929	6.244	7.365	-13.736
85.500	2.058	84.413	7.989	6.246	7.738	-13.451
85.625	2.117	84.329	8.086	6.284	7.918	-13.318
85.750	2.177	87.223	8.307	6.413	7.879	-13.647
85.875	2.218	91.609	8.698	6.672	8.006	-14.322
86.000	2.235	93.491	9.253	7.068	8.903	-15.179
86.125	2.227	88.793	9.877	7.554	10.658	-16.278
86.250	2.197	79.011	10.374	8.008	12.757	-17.570
86.375	2.164	71.343	10.604	8.300	13.871	-18.893
86.500	2.139	68.850	10.534	8.365	13.216	-20.317
86.625	2.122	69.777	10.252	8.223	11.881	-21.808
86.750	2.107	71.340	9.930	7.964	11.318	-22.980
86.875	2.096	72.204	9.707	7.721	11.189	-23.810
87.000	2.094	72.219	9.610	7.546	11.138	-24.351
87.125	2.096	72.080	9.599	7.439	11.096	-24.530
87.250	2.096	72.694	9.602	7.374	11.041	-24.344
87.375	2.093	73.573	9.564	7.316	10.896	-24.017
87.500	2.089	73.767	9.457	7.248	10.623	-23.512
87.625	2.087	73.284	9.271	7.160	10.248	-22.772
87.750	2.086	74.560	9.014	7.042	9.763	-21.948
87.875	2.088	78.050	8.736	6.904	9.216	-21.115
88.000	2.089	81.639	8.489	6.769	8.805	-20.245
88.125	2.086	82.902	8.319	6.670	8.522	-19.379
88.250	2.080	82.272	8.267	6.645	8.318	-18.658
88.375	2.080	83.210	8.302	6.684	8.444	-17.944
88.500	2.082	85.781	8.386	6.764	8.752	-17.258
88.625	2.084	87.468	8.476	6.853	9.233	-16.583
88.750	2.100	88.238	8.538	6.918	9.438	-15.800
88.875	2.138	89.363	8.571	6.951	9.034	-14.987
89.000	2.186	89.835	8.570	6.944	8.423	-14.124
89.125	2.216	88.169	8.520	6.887	8.046	-13.196
89.250	2.207	86.235	8.362	6.743	7.997	-12.212
89.375	2.180	86.469	8.084	6.507	7.858	-11.285
89.500	2.160	89.026	7.723	6.196	7.341	-10.455
89.625	2.160	94.416	7.393	5.875	6.708	-9.888
89.750	2.182	100.958	7.340	5.696	6.323	-9.758
89.875	2.209	104.588	7.697	5.779	6.265	-9.869
90.000	2.224	103.875	8.472	6.180	6.779	-10.356
90.125	2.222	100.776	9.501	6.849	8.331	-11.353
90.250	2.217	96.909	10.414	7.602	10.665	-12.732
90.375	2.220	92.510	10.856	8.154	13.148	-14.300
90.500	2.223	87.822	10.651	8.304	14.608	-16.029
90.625	2.221	83.689	9.887	8.004	12.209	-17.688
90.750	2.219	79.871	8.924	7.414	8.736	-19.139
90.875	2.220	76.487	8.186	6.871	7.683	-20.428
91.000	2.218	74.668	7.827	6.537	7.613	-21.393
91.125	2.208	75.065	7.817	6.451	7.868	-21.912
91.250	2.179	76.104	8.035	6.576	8.294	-22.070
91.375	2.132	76.021	8.283	6.769	8.862	-21.994
91.500	2.078	74.988	8.468	6.945	9.466	-21.593
91.625	2.038	74.112	8.552	7.054	9.897	-21.008
91.750	2.044	73.438	8.516	7.066	9.922	-20.297
91.875	2.084	73.820	8.395	6.998	9.573	-19.412
92.000	2.131	76.197	8.209	6.858	9.194	-18.477
92.125	2.153	78.650	7.978	6.657	8.903	-17.590
92.250	2.132	78.473	7.706	6.397	8.592	-16.667
92.375	2.096	77.982	7.407	6.101	8.430	-15.750
92.500	2.075	80.058	7.115	5.799	8.275	-14.980
92.625	2.086	84.626	6.914	5.550	8.080	-14.319
92.750	2.129	88.979	7.006	5.486	7.558	-13.838
92.875	2.181	91.716	7.516	5.706	6.987	-13.742
93.000	2.239	92.753	8.492	6.284	6.998	-13.998
93.125	2.303	92.438	9.816	7.202	8.557	-14.539
93.250	2.336	90.438	11.129	8.296	11.736	-15.521
93.375	2.294	85.716	11.975	9.210	15.439	-16.855
93.500	2.197	78.494	12.053	9.639	18.599	-18.381
93.625	2.115	72.655	11.336	9.421	18.319	-20.081
93.750	2.086	72.687	10.131	8.638	14.318	-21.840
93.875	2.079	76.010	9.029	7.759	12.075	-23.389
94.000	2.071	78.643	8.304	7.052	11.480	-24.763
94.125	2.060	78.124	7.991	6.617	11.355	-25.964
94.250	2.057	76.364	7.997	6.461	11.189	-26.770
94.375	2.061	75.270	8.107	6.448	11.015	-27.280
94.500	2.067	72.818	8.218	6.500	10.901	-27.588
94.625	2.067	68.681	8.292	6.564	10.880	-27.704
94.750	2.065	66.105	8.332	6.622	10.898	-27.711
94.875	2.068	66.261	8.359	6.671	10.971	-27.652
95.000	2.066	66.519	8.372	6.707	11.020	-27.487
95.125	2.050	65.991	8.358	6.719	11.010	-27.234
95.250	2.030	65.558	8.294	6.685	10.976	-26.906
95.375	2.027	65.243	8.183	6.602	10.918	-26.514
95.500	2.035	65.981	8.039	6.475	10.838	-26.039
95.625	2.046	68.532	7.896	6.329	10.816	-25.561
95.750	2.062	71.788	7.816	6.209	10.869	-25.078
95.875	2.077	72.551	7.834	6.152	10.797	-24.618
96.000	2.090	71.176	7.956	6.176	10.656	-24.283
96.125	2.096	70.020	8.158	6.277	10.684	-24.042
96.250	2.077	70.128	8.385	6.429	11.070	-23.917
96.375	2.057	69.402	8.578	6.585	11.603	-23.910
96.500	2.037	67.289	8.721	6.720	11.833	-24.010
96.625	2.015	65.878	8.832	6.834	11.788	-24.164
96.750	2.000	66.175	8.954	6.947	11.658	-24.289
96.875	2.009	66.472	9.102	7.077	11.501	-24.387
97.000	2.043	66.285	9.252	7.215	11.341	-24.393
97.125	2.093	66.846	9.351	7.331	11.183	-24.280
97.250	2.136	69.300	9.326	7.368	10.961	-24.167
97.375	2.164	72.605	9.185	7.315	10.688	-23.975
97.500	2.179	75.717	8.972	7.188	10.412	-23.787
97.625	2.189	77.308	8.755	7.028	10.215	-23.602
97.750	2.193	77.905	8.604	6.890	10.116	-23.407
97.875	2.190	77.179	8.529	6.799	10.164	-23.337
98.000	2.178	74.908	8.510	6.756	10.321	-23.303
98.125	2.157	72.219	8.512	6.743	10.466	-23.346
98.250	2.131	69.565	8.504	6.741	10.607	-23.367
98.375	2.109	67.255	8.484	6.738	10.763	-23.413
98.500	2.096	65.261	8.463	6.738	10.955	-23.473
98.625	2.093	64.986	8.453	6.747	11.134	-23.523
98.750	2.098	67.063	8.454	6.770	11.315	-23.589
98.875	2.105	68.919	8.452	6.803	11.410	-23.584
99.000	2.112	70.295	8.435	6.836	11.434	-23.616
99.125	2.113	71.049	8.397	6.858	11.445	-23.627
99.250	2.110	69.854	8.346	6.858	11.437	-23.671
99.375	2.108	66.893	8.302	6.842	11.404	-23.740
99.500	2.108	64.533	8.281	6.820	11.335	-23.735
99.625	2.107	65.285	8.291	6.807	11.217	-23.712
99.750	2.101	67.918	8.337	6.817	11.133	-23.645
99.875	2.091	68.371	8.390	6.839	11.147	-23.474
100.000	2.081	66.517	8.409	6.848	11.175	-23.166
100.125	2.079	63.620	8.341	6.809	11.113	-22.723
100.250	2.085	62.222	8.130	6.669	10.912	-22.131
100.375	2.105	64.213	7.826	6.445	10.522	-21.442
100.500	2.144	69.344	7.521	6.187	9.864	-20.789
100.625	2.200	76.033	7.340	5.982	9.033	-20.288
100.750	2.248	81.620	7.426	5.950	8.483	-20.024
100.875	2.261	85.996	7.755	6.114	8.722	-20.096
101.000	2.230	87.598	8.259	6.458	9.767	-20.415
101.125	2.177	84.485	8.817	6.916	11.042	-20.917
101.250	2.138	78.518	9.270	7.379	11.880	-21.593
101.375	2.122	74.135	9.539	7.743	11.962	-22.320
101.500	2.111	72.102	9.624	7.966	11.801	-23.071
101.625	2.093	70.610	9.588	8.063	11.740	-23.651
101.750	2.071	69.409	9.525	8.087	11.809	-24.039
101.875	2.053	68.652	9.498	8.102	11.899	-24.127
102.000	2.037	67.267	9.508	8.122	11.879	-23.996
102.125	2.020	65.450	9.527	8.138	11.681	-23.737
102.250	2.019	65.092	9.522	8.129	11.291	-23.378
102.375	2.050	65.354	9.489	8.094	10.757	-22.989
102.500	2.107	65.163	9.440	8.043	10.153	-22.554
102.625	2.165	65.625	9.394	7.992	9.684	-22.107
102.750	2.198	66.969	9.367	7.958	9.449	-21.596
102.875	2.217	68.932	9.365	7.943	9.275	-21.158
103.000	2.233	71.580	9.388	7.947	9.076	-20.747
103.125	2.246	74.400	9.446	7.975	8.963	-20.441
103.250	2.250	75.371	9.571	8.048	9.031	-20.149
103.375	2.252	75.013	9.788	8.189	9.301	-19.922
103.500	2.252	74.884	10.117	8.424	9.828	-19.763
103.625	2.247	74.303	10.544	8.762	10.511	-19.714
103.750	2.226	72.643	10.996	9.177	10.951	-19.772
103.875	2.192	71.286	11.348	9.569	11.188	-19.882
104.000	2.158	70.401	11.499	9.844	11.307	-20.019
104.125	2.138	69.828	11.399	9.931	11.348	-20.129
104.250	2.136	68.772	11.057	9.786	11.477	-20.299
104.375	2.144	67.957	10.627	9.513	11.600	-20.392
104.500	2.154	67.783	10.221	9.201	11.661	-20.453
104.625	2.159	68.854	9.906	8.919	11.678	-20.392
104.750	2.144	70.238	9.696	8.699	11.656	-20.229
104.875	2.110	71.226	9.527	8.515	11.556	-19.961
105.000	2.074	71.985	9.352	8.337	11.351	-19.598
105.125	2.063	73.735	9.154	8.149	11.118	-19.220
105.250	2.094	77.843	8.974	7.974	10.831	-18.849
105.375	2.148	81.235	8.885	7.864	10.577	-18.658
105.500	2.194	80.657	8.938	7.863	10.345	-18.564
105.625	2.216	76.377	9.143	7.986	10.095	-18.634
105.750	2.221	72.770	9.454	8.218	10.191	-18.806
105.875	2.218	72.289	9.751	8.473	11.028	-19.031
106.000	2.211	73.105	9.939	8.678	11.998	-19.397
106.125	2.206	75.019	9.968	8.774	12.498	-19.818
106.250	2.207	78.447	9.829	8.725	12.713	-20.334
106.375	2.199	80.626	9.615	8.582	12.748	-20.743
106.500	2.170	79.167	9.394	8.395	12.272	-21.092
106.625	2.120	74.801	9.208	8.206	11.669	-21.344
106.750	2.060	72.484	9.069	8.042	11.336	-21.611
106.875	2.005	72.005	8.955	7.896	11.226	-21.887
107.000	1.973	71.570	8.865	7.773	11.210	-22.136
107.125	1.974	70.957	8.817	7.688	11.267	-22.363
107.250	2.002	70.831	8.851	7.679	11.241	-22.571
107.375	2.035	70.611	8.969	7.749	11.179	-22.806
107.500	2.065	69.750	9.154	7.892	11.248	-23.018
107.625	2.090	69.027	9.363	8.078	11.515	-23.248
107.750	2.109	69.395	9.532	8.258	11.466	-23.370
107.875	2.120	70.752	9.618	8.385	11.239	-23.477
108.000	2.127	72.656	9.606	8.430	11.056	-23.579
108.125	2.129	73.362	9.505	8.386	10.944	-23.663
108.250	2.126	71.156	9.337	8.251	10.951	-23.686
108.375	2.120	69.323	9.146	8.068	10.987	-23.657
108.500	2.118	70.321	8.962	7.864	11.036	-23.610
108.625	2.124	73.392	8.809	7.669	11.026	-23.505
108.750	2.130	75.868	8.718	7.514	10.913	-23.527
108.875	2.130	76.467	8.692	7.413	10.795	-23.550
109.000	2.129	75.368	8.732	7.377	10.767	-23.537
109.125	2.135	73.058	8.825	7.402	10.717	-23.480
109.250	2.143	71.978	8.952	7.481	10.639	-23.352
109.375	2.149	72.634	9.072	7.576	10.698	-23.236
109.500	2.151	73.285	9.148	7.651	10.871	-23.088
109.625	2.152	72.878	9.148	7.671	11.012	-22.967
109.750	2.151	72.322	9.047	7.600	10.948	-22.754
109.875	2.150	74.071	8.880	7.458	10.686	-22.595
110.000	2.151	78.089	8.688	7.273	10.293	-22.487
110.125	2.158	82.198	8.515	7.088	9.933	-22.479
110.250	2.166	83.546	8.410	6.957	9.731	-22.522
110.375	2.166	83.262	8.373	6.893	9.701	-22.613
110.500	2.154	83.528	8.392	6.892	9.630	-22.751
110.625	2.136	83.715	8.441	6.931	9.738	-22.931
110.750	2.126	81.672	8.495	6.986	9.809	-23.140
110.875	2.124	79.110	8.539	7.037	9.858	-23.206
111.000	2.125	77.626	8.579	7.085	9.907	-23.189
111.125	2.121	77.184	8.631	7.139	10.050	-23.022
111.250	2.104	75.994	8.716	7.211	10.199	-22.682
111.375	2.083	74.511	8.824	7.295	10.313	-22.156
111.500	2.065	74.574	8.925	7.375	10.405	-21.387
111.625	2.060	76.060	8.964	7.415	10.388	-20.349
111.750	2.089	76.693	8.857	7.354	10.261	-19.009
111.875	2.157	77.340	8.587	7.168	10.161	-17.480
112.000	2.251	79.014	8.184	6.858	9.918	-15.800
112.125	2.337	81.963	7.755	6.482	9.313	-13.971
112.250	2.371	85.829	7.506	6.180	8.296	-12.065
112.375	2.357	91.522	7.540	6.063	7.407	-10.251
112.500	2.325	98.103	7.830	6.151	7.446	-8.647
112.625	2.299	100.993	8.214	6.365	8.747	-7.312
112.750	2.284	98.067	8.391	6.529	10.574	-6.291
112.875	2.273	95.086	8.187	6.483	11.621	-5.548
113.000	2.274	96.643	7.608	6.178	10.087	-5.061
113.125	2.294	102.682	6.866	5.712	6.774	-4.816
113.250	2.319	107.735	6.316	5.306	5.630	-4.822
113.375	2.330	109.546	6.112	5.108	5.753	-4.889
113.500	2.324	108.615	6.212	5.136	6.399	-4.993
113.625	2.315	106.683	6.456	5.318	7.046	-5.054
113.750	2.315	105.284	6.621	5.513	7.380	-5.028
113.875	2.320	104.511	6.589	5.586	6.889	-4.996
114.000	2.323	105.510	6.362	5.495	6.295	-4.849
114.125	2.322	107.619	6.029	5.277	5.869	-4.663
114.250	2.322	109.262	5.712	5.013	5.446	-4.462
114.375	2.326	109.808	5.487	4.787	5.224	-4.184
114.500	2.332	110.108	5.369	4.629	5.146	-3.897
114.625	2.333	111.036	5.339	4.537	5.090	-3.589
114.750	2.329	113.589	5.368	4.500	5.028	-3.333
114.875	2.331	118.341	5.414	4.491	4.971	-3.079
115.000	2.343	122.615	5.460	4.499	4.930	-2.863
115.125	2.360	123.036	5.497	4.518	4.951	-2.753
115.250	2.372	120.415	5.523	4.547	4.994	-2.663
115.375	2.378	118.378	5.544	4.579	5.037	-2.646
115.500	2.378	118.322	5.572	4.616	5.091	-2.693
115.625	2.368	119.847	5.624	4.667	5.118	-2.747
