#Depth	DEN	SP	R2M	R025	GR	RT	RI	RXO	RA2
60.000	2.506	22.794	0.116	0.221	68.652	20.120	2.722	2.965	0.116
60.125	2.469	16.728	0.092	1.505	75.373	39.920	7.066	6.095	0.092
60.250	2.368	10.684	0.078	3.731	79.315	77.662	18.646	9.018	0.078
60.375	2.251	4.936	0.086	6.020	82.062	83.770	34.284	10.236	0.086
60.500	2.166	-0.359	0.117	7.497	84.566	42.638	30.846	10.445	0.117
60.625	2.136	-4.934	0.168	8.051	85.124	21.117	18.665	10.625	0.168
60.750	2.134	-8.707	0.216	8.354	84.406	12.711	11.963	10.750	0.216
60.875	2.141	-11.559	0.252	8.561	84.459	9.383	8.770	10.719	0.252
61.000	2.142	-13.533	0.273	8.682	84.818	8.220	7.420	10.600	0.273
61.125	2.136	-14.794	0.280	8.775	82.835	8.175	7.174	10.558	0.280
61.250	2.126	-15.692	0.279	8.926	80.186	8.503	7.303	10.943	0.279
61.375	2.119	-16.361	0.278	9.112	79.807	8.897	7.520	11.631	0.278
61.500	2.116	-16.837	0.277	9.260	80.612	9.191	7.722	12.014	0.277
61.625	2.117	-17.137	0.279	9.322	78.635	9.289	7.836	11.991	0.279
61.750	2.120	-17.278	0.283	9.327	75.728	9.209	7.836	11.896	0.283
61.875	2.121	-17.254	0.302	9.285	74.534	8.967	7.722	11.782	0.302
62.000	2.121	-17.114	0.381	9.148	76.591	8.608	7.511	11.620	0.381
62.125	2.121	-16.866	0.624	8.800	81.259	8.178	7.225	11.153	0.624
62.250	2.123	-16.575	1.063	8.286	86.331	7.763	6.928	10.373	1.063
62.375	2.127	-16.271	1.680	7.761	89.115	7.469	6.696	9.518	1.680
62.500	2.131	-15.988	2.394	7.429	89.070	7.410	6.614	9.175	2.394
62.625	2.133	-15.741	3.102	7.434	87.141	7.708	6.777	8.999	3.102
62.750	2.129	-15.546	3.783	7.630	85.732	8.279	7.136	9.801	3.783
62.875	2.121	-15.384	4.477	7.871	86.346	8.984	7.609	10.671	4.477
63.000	2.118	-15.215	5.203	8.122	88.524	9.590	8.050	11.187	5.203
63.125	2.125	-15.013	5.853	8.383	89.071	9.727	8.226	10.771	5.853
63.250	2.134	-14.762	6.265	8.448	89.867	9.321	8.051	9.860	6.265
63.375	2.141	-14.451	6.337	8.133	95.016	8.497	7.557	8.523	6.337
63.500	2.151	-14.131	6.081	7.520	102.939	7.553	6.910	6.921	6.081
63.625	2.167	-13.859	5.602	6.970	107.909	6.866	6.373	6.701	5.602
63.750	2.181	-13.644	5.095	6.678	109.857	6.581	6.111	6.333	5.095
63.875	2.185	-13.526	4.647	6.622	110.109	6.732	6.187	6.159	4.647
64.000	2.177	-13.480	4.291	6.770	107.262	7.291	6.601	6.503	4.291
64.125	2.163	-13.513	4.066	7.177	102.021	8.215	7.351	7.466	4.066
64.250	2.151	-13.512	3.984	7.800	96.606	9.242	8.263	9.132	3.984
64.375	2.147	-13.424	4.070	8.458	91.294	10.062	9.122	10.573	4.070
64.500	2.156	-13.190	4.325	8.841	87.550	10.317	9.634	11.609	4.325
64.625	2.180	-12.769	4.691	8.612	89.774	9.689	9.437	10.630	4.691
64.750	2.206	-12.242	5.007	7.947	97.355	8.573	8.703	8.011	5.007
64.875	2.221	-11.660	5.163	7.185	103.482	7.477	7.784	6.164	5.163
65.000	2.224	-11.074	5.126	6.661	103.302	6.788	7.046	6.126	5.126
65.125	2.218	-10.514	4.968	6.512	100.895	6.685	6.719	6.935	4.968
65.250	2.208	-10.014	4.834	6.447	101.861	6.891	6.655	7.308	4.834
65.375	2.202	-9.619	4.781	6.263	106.084	7.097	6.639	6.534	4.781
65.500	2.212	-9.362	4.784	5.968	111.177	7.053	6.486	5.357	4.784
65.625	2.243	-9.253	4.763	5.762	118.402	6.744	6.168	5.117	4.763
65.750	2.279	-9.232	4.675	5.723	124.210	6.468	5.881	5.215	4.675
65.875	2.305	-9.266	4.522	5.790	122.948	6.436	5.780	5.080	4.522
66.000	2.322	-9.370	4.346	5.928	115.437	6.813	5.987	4.786	4.346
66.125	2.339	-9.609	4.261	6.316	107.840	8.096	6.908	5.051	4.261
66.250	2.365	-10.025	4.426	7.316	102.195	10.933	9.382	7.096	4.426
66.375	2.403	-10.619	5.007	9.756	95.752	16.496	14.908	13.780	5.007
66.500	2.454	-11.357	6.107	14.448	88.261	26.400	25.088	32.024	6.107
66.625	2.516	-12.239	7.780	21.002	83.599	40.821	39.730	64.068	7.780
66.750	2.566	-13.204	9.763	26.540	81.854	48.738	49.242	93.330	9.763
66.875	2.580	-14.215	11.791	28.549	80.034	41.338	44.755	96.016	11.791
67.000	2.549	-15.229	13.490	26.265	78.549	27.434	31.462	56.462	13.490
67.125	2.476	-16.184	14.203	21.135	80.181	17.590	20.386	24.547	14.203
67.250	2.376	-17.024	13.695	16.318	83.308	11.856	13.713	13.289	13.695
67.375	2.268	-17.699	12.014	13.113	83.787	8.848	10.111	10.170	12.014
67.500	2.185	-18.167	9.592	11.384	81.018	7.590	8.293	9.197	9.592
67.625	2.151	-18.345	7.150	10.602	78.445	7.600	7.702	8.586	7.150
67.750	2.150	-18.284	5.274	10.286	76.903	8.241	7.781	8.374	5.274
67.875	2.166	-17.972	4.165	10.291	76.299	9.176	8.253	8.940	4.165
68.000	2.191	-17.455	3.772	10.330	78.802	10.073	8.838	11.140	3.772
68.125	2.225	-16.774	3.954	10.003	87.240	10.474	9.162	12.768	3.954
68.250	2.262	-16.040	4.348	9.403	98.038	10.210	9.015	10.517	4.348
68.375	2.287	-15.330	4.726	8.803	105.730	9.421	8.438	7.086	4.726
68.500	2.281	-14.693	4.972	8.384	107.988	8.516	7.697	6.208	4.972
68.625	2.237	-14.152	5.139	8.107	109.169	7.952	7.122	6.762	5.139
68.750	2.191	-13.693	5.406	7.856	112.380	7.776	6.803	7.214	5.406
68.875	2.166	-13.353	5.855	7.608	117.821	7.834	6.684	6.949	5.855
69.000	2.171	-13.145	6.433	7.334	123.275	7.937	6.668	6.522	6.433
69.125	2.199	-13.094	6.960	7.104	125.001	8.085	6.743	6.494	6.960
69.250	2.239	-13.146	7.292	7.073	123.815	8.542	7.024	6.535	7.292
69.375	2.281	-13.263	7.420	7.388	120.103	9.699	7.725	7.010	7.420
69.500	2.323	-13.489	7.462	8.207	112.018	11.909	9.095	9.363	7.462
69.625	2.369	-13.876	7.629	10.163	100.309	15.318	11.412	18.765	7.629
69.750	2.423	-14.412	8.022	13.055	91.717	18.780	14.104	42.428	8.022
69.875	2.480	-15.077	8.588	15.522	90.073	20.460	15.891	65.634	8.588
70.000	2.515	-15.811	9.135	15.914	90.644	18.916	15.431	44.146	9.135
70.125	2.496	-16.556	9.358	13.947	87.681	14.945	12.903	22.770	9.358
70.250	2.421	-17.259	9.193	11.722	83.775	11.440	10.356	13.383	9.193
70.375	2.314	-17.897	8.739	10.284	83.282	9.490	8.639	11.453	8.739
70.500	2.213	-18.438	8.189	9.645	86.058	9.030	7.841	11.666	8.189
70.625	2.155	-18.854	7.744	9.478	87.309	9.578	7.788	12.447	7.744
70.750	2.132	-19.178	7.460	9.444	84.732	10.312	8.013	12.594	7.460
70.875	2.127	-19.438	7.305	9.407	83.677	10.797	8.245	12.002	7.305
71.000	2.125	-19.673	7.216	9.316	86.628	10.894	8.346	11.189	7.216
71.125	2.125	-19.891	7.143	9.200	89.615	10.760	8.342	10.577	7.143
71.250	2.130	-20.114	7.068	9.156	88.462	10.684	8.362	10.830	7.068
71.375	2.137	-20.351	6.994	9.226	84.564	10.758	8.463	11.322	6.994
71.500	2.142	-20.591	6.937	9.364	82.220	10.980	8.653	11.521	6.937
71.625	2.147	-20.839	6.956	9.506	84.003	11.311	8.915	11.351	6.956
71.750	2.155	-21.084	7.115	9.708	86.465	11.679	9.200	11.351	7.115
71.875	2.166	-21.292	7.464	9.994	87.122	12.020	9.468	12.136	7.464
72.000	2.178	-21.442	7.991	10.231	85.618	12.225	9.657	14.020	7.991
72.125	2.192	-21.533	8.577	10.243	83.663	12.107	9.641	15.997	8.577
72.250	2.207	-21.566	9.023	10.070	81.536	11.694	9.413	13.477	9.023
72.375	2.212	-21.557	9.206	9.810	81.390	11.147	9.050	10.949	9.206
72.500	2.200	-21.481	9.106	9.556	83.964	10.684	8.683	9.927	9.106
72.625	2.177	-21.334	8.794	9.384	85.312	10.486	8.444	9.845	8.794
72.750	2.159	-21.110	8.455	9.284	83.860	10.483	8.330	9.702	8.455
72.875	2.149	-20.845	8.183	9.198	81.923	10.555	8.292	9.637	8.183
73.000	2.146	-20.568	8.010	9.094	83.569	10.597	8.266	9.755	8.010
73.125	2.147	-20.322	7.927	8.993	88.682	10.566	8.213	9.573	7.927
73.250	2.146	-20.121	7.881	8.926	92.771	10.513	8.149	9.845	7.881
73.375	2.144	-19.966	7.844	8.890	94.489	10.472	8.092	10.243	7.844
73.500	2.142	-19.887	7.798	8.863	93.895	10.451	8.056	10.288	7.798
73.625	2.142	-19.897	7.744	8.840	93.032	10.463	8.058	9.870	7.744
73.750	2.145	-19.980	7.691	8.838	92.494	10.527	8.106	9.456	7.691
73.875	2.146	-20.113	7.653	8.883	90.917	10.671	8.211	9.239	7.653
74.000	2.146	-20.286	7.656	9.002	88.382	10.918	8.380	9.367	7.656
74.125	2.148	-20.459	7.751	9.206	83.944	11.245	8.604	10.209	7.751
74.250	2.152	-20.599	7.929	9.410	81.369	11.516	8.809	11.500	7.929
74.375	2.154	-20.715	8.141	9.527	82.922	11.589	8.912	12.004	8.141
74.500	2.152	-20.783	8.296	9.521	86.297	11.398	8.855	11.441	8.296
74.625	2.141	-20.764	8.288	9.412	87.168	11.012	8.647	10.721	8.288
74.750	2.124	-20.705	8.133	9.271	84.703	10.658	8.419	10.484	8.133
74.875	2.110	-20.605	7.894	9.157	81.797	10.477	8.264	10.569	7.894
75.000	2.102	-20.444	7.652	9.117	79.824	10.503	8.226	10.664	7.652
75.125	2.100	-20.243	7.472	9.167	79.285	10.679	8.302	10.791	7.472
75.250	2.098	-20.042	7.352	9.242	81.345	10.868	8.416	10.908	7.352
75.375	2.099	-19.823	7.277	9.294	84.450	11.009	8.529	10.903	7.277
75.500	2.100	-19.616	7.242	9.333	84.643	11.094	8.625	10.842	7.242
75.625	2.103	-19.443	7.256	9.389	80.548	11.122	8.698	11.003	7.256
75.750	2.104	-19.251	7.319	9.430	77.533	11.097	8.747	11.086	7.319
75.875	2.106	-19.037	7.431	9.410	78.999	10.997	8.754	10.973	7.431
76.000	2.106	-18.783	7.576	9.321	82.751	10.801	8.700	10.773	7.576
76.125	2.105	-18.443	7.726	9.183	86.285	10.495	8.559	10.744	7.726
76.250	2.103	-18.009	7.857	8.996	87.653	10.117	8.347	10.643	7.857
76.375	2.103	-17.460	7.962	8.746	84.909	9.684	8.070	10.338	7.962
76.500	2.106	-16.771	8.051	8.439	79.530	9.202	7.736	9.815	8.051
76.625	2.117	-15.896	8.167	8.047	79.649	8.674	7.352	9.366	8.167
76.750	2.135	-14.898	8.341	7.547	88.263	8.123	6.944	8.904	8.341
76.875	2.154	-13.842	8.546	6.959	99.897	7.574	6.529	7.799	8.546
77.000	2.176	-12.800	8.689	6.378	108.851	7.076	6.137	6.057	8.689
77.125	2.199	-11.842	8.606	5.952	113.418	6.744	5.835	5.270	8.606
77.250	2.220	-10.998	8.265	5.730	115.724	6.633	5.672	5.168	8.265
77.375	2.230	-10.318	7.720	5.687	117.105	6.758	5.670	5.360	7.720
77.500	2.230	-9.818	7.098	5.729	118.625	7.071	5.813	5.423	7.098
77.625	2.223	-9.554	6.546	5.785	120.295	7.475	6.050	5.402	6.546
77.750	2.220	-9.453	6.116	5.880	118.771	7.858	6.297	5.506	6.116
77.875	2.221	-9.457	5.816	6.064	112.687	8.179	6.512	5.806	5.816
78.000	2.223	-9.521	5.665	6.310	104.220	8.423	6.674	6.098	5.665
78.125	2.224	-9.606	5.731	6.483	99.149	8.557	6.765	6.721	5.731
78.250	2.228	-9.675	5.965	6.585	99.502	8.558	6.780	7.467	5.965
78.375	2.242	-9.740	6.291	6.701	105.931	8.430	6.715	7.266	6.291
78.500	2.263	-9.798	6.616	6.794	115.557	8.274	6.616	6.711	6.616
78.625	2.281	-9.906	6.908	6.848	120.924	8.314	6.598	6.551	6.908
78.750	2.297	-10.080	7.310	7.053	118.238	8.706	6.764	7.112	7.310
78.875	2.313	-10.305	8.023	7.431	110.326	9.466	7.166	8.384	8.023
79.000	2.323	-10.576	9.054	7.796	103.230	10.366	7.722	10.875	9.054
79.125	2.322	-10.914	9.987	8.052	102.407	10.846	8.134	10.695	9.987
79.250	2.305	-11.304	10.279	8.276	105.753	10.628	8.155	8.156	10.279
79.375	2.269	-11.652	9.684	8.355	109.650	9.868	7.789	7.222	9.684
79.500	2.224	-11.933	8.361	8.159	109.344	8.983	7.252	7.128	8.361
79.625	2.197	-12.103	6.815	7.789	107.196	8.352	6.785	6.701	6.815
79.750	2.195	-12.182	5.583	7.420	108.122	7.997	6.465	6.357	5.583
79.875	2.208	-12.210	4.788	7.081	111.758	7.812	6.265	6.222	4.788
80.000	2.226	-12.223	4.317	6.806	112.527	7.715	6.142	5.943	4.317
80.125	2.241	-12.200	4.049	6.630	109.577	7.773	6.126	5.609	4.049
80.250	2.251	-12.190	3.902	6.542	108.467	8.052	6.250	5.566	3.902
80.375	2.256	-12.263	3.879	6.569	108.658	8.570	6.532	5.859	3.879
80.500	2.254	-12.402	3.975	6.780	105.591	9.279	6.954	6.470	3.975
80.625	2.240	-12.552	4.187	7.197	98.695	10.020	7.444	7.455	4.187
80.750	2.216	-12.663	4.469	7.602	94.160	10.520	7.832	8.108	4.469
80.875	2.187	-12.718	4.816	7.778	95.409	10.554	7.957	8.267	4.816
81.000	2.163	-12.704	5.237	7.612	102.415	10.060	7.743	7.644	5.237
81.125	2.157	-12.625	5.731	7.153	108.505	9.200	7.243	6.743	5.731
81.250	2.168	-12.494	6.215	6.667	110.249	8.393	6.707	6.016	6.215
81.375	2.184	-12.286	6.601	6.330	110.470	7.872	6.294	6.010	6.601
81.500	2.195	-12.017	6.822	6.176	112.180	7.698	6.070	6.258	6.822
81.625	2.189	-11.736	6.845	6.098	114.072	7.805	6.035	5.980	6.845
81.750	2.178	-11.536	6.765	6.013	114.759	8.004	6.092	5.510	6.765
81.875	2.175	-11.381	6.660	5.969	116.364	8.220	6.197	5.544	6.660
82.000	2.181	-11.232	6.591	6.014	118.032	8.420	6.324	6.054	6.591
82.125	2.182	-11.075	6.585	6.115	116.441	8.552	6.438	6.393	6.585
82.250	2.174	-10.864	6.607	6.180	114.432	8.553	6.489	6.422	6.607
82.375	2.169	-10.588	6.615	6.167	114.427	8.373	6.436	6.421	6.615
82.500	2.177	-10.300	6.568	6.085	118.243	8.039	6.276	6.394	6.568
82.625	2.198	-10.020	6.438	5.950	125.201	7.670	6.059	5.812	6.438
82.750	2.220	-9.697	6.267	5.790	129.622	7.396	5.874	5.447	6.267
82.875	2.243	-9.388	6.109	5.631	128.669	7.267	5.766	5.299	6.109
83.000	2.264	-9.113	6.020	5.526	125.848	7.302	5.758	5.419	6.020
83.125	2.279	-8.880	6.056	5.516	125.626	7.534	5.878	6.046	6.056
83.250	2.285	-8.696	6.162	5.596	123.695	7.877	6.078	6.846	6.162
83.375	2.282	-8.580	6.231	5.768	119.606	8.215	6.288	6.786	6.231
83.500	2.272	-8.529	6.150	5.963	119.665	8.439	6.430	6.006	6.150
83.625	2.259	-8.545	5.845	6.059	127.116	8.501	6.457	5.580	5.845
83.750	2.247	-8.622	5.433	6.071	130.465	8.501	6.424	5.539	5.433
83.875	2.233	-8.726	5.052	6.089	127.127	8.517	6.386	5.702	5.052
84.000	2.216	-8.849	4.813	6.157	122.212	8.575	6.377	5.907	4.813
84.125	2.202	-8.962	4.767	6.251	120.726	8.629	6.390	6.034	4.767
84.250	2.196	-9.094	4.809	6.359	121.307	8.649	6.406	6.092	4.809
84.375	2.198	-9.231	4.858	6.480	122.472	8.694	6.444	6.133	4.858
84.500	2.204	-9.358	4.865	6.641	122.765	8.898	6.569	6.163	4.865
84.625	2.220	-9.441	4.851	6.935	119.063	9.526	6.927	6.393	4.851
84.750	2.247	-9.521	4.959	7.437	111.703	10.728	7.622	7.206	4.959
84.875	2.284	-9.642	5.367	8.245	102.433	12.539	8.736	9.438	5.367
85.000	2.328	-9.794	6.188	9.437	95.050	14.643	10.186	13.916	6.188
85.125	2.374	-10.013	7.352	10.673	95.280	15.952	11.404	18.569	7.352
85.250	2.411	-10.299	8.420	11.233	98.692	15.531	11.622	16.246	8.420
85.375	2.418	-10.658	9.001	10.854	100.224	13.431	10.634	11.416	9.001
85.500	2.381	-11.035	8.888	9.884	100.755	10.749	9.017	8.457	8.888
85.625	2.310	-11.443	8.114	8.876	105.842	8.802	7.618	7.539	8.114
85.750	2.244	-11.836	7.131	8.062	112.951	7.853	6.755	7.018	7.131
85.875	2.200	-12.192	6.231	7.479	116.623	7.734	6.412	6.442	6.231
86.000	2.178	-12.509	5.558	7.192	115.473	8.165	6.474	6.356	5.558
86.125	2.171	-12.767	5.154	7.251	112.052	8.878	6.817	6.835	5.154
86.250	2.171	-12.934	4.919	7.480	109.154	9.554	7.225	7.261	4.919
86.375	2.175	-13.014	4.808	7.679	106.484	9.983	7.546	7.313	4.808
86.500	2.180	-13.097	4.779	7.705	103.649	10.034	7.663	7.463	4.779
86.625	2.186	-13.188	4.780	7.538	104.367	9.707	7.525	6.986	4.780
86.750	2.189	-13.300	4.768	7.313	109.745	9.370	7.314	6.067	4.768
86.875	2.189	-13.430	4.756	7.167	113.929	9.390	7.240	5.754	4.756
87.000	2.183	-13.600	4.814	7.293	109.989	10.012	7.477	6.398	4.814
87.125	2.165	-13.801	5.097	7.873	98.289	11.343	8.166	7.476	5.097
87.250	2.136	-14.010	5.667	8.698	89.204	12.941	9.141	8.343	5.667
87.375	2.107	-14.234	6.486	9.494	84.352	14.224	10.107	8.854	6.486
87.500	2.087	-14.408	7.370	10.073	81.237	14.635	10.683	9.084	7.370
87.625	2.084	-14.522	7.998	10.402	80.350	14.043	10.638	9.031	7.998
87.750	2.095	-14.562	8.227	10.634	81.204	13.301	10.377	8.941	8.227
87.875	2.117	-14.524	8.133	10.916	80.731	13.124	10.314	9.023	8.133
88.000	2.147	-14.423	8.020	11.418	77.788	14.003	10.781	9.590	8.020
88.125	2.190	-14.321	8.435	12.436	76.172	16.281	12.127	12.128	8.435
88.250	2.247	-14.229	9.611	13.968	75.703	19.238	14.112	19.011	9.611
88.375	2.313	-14.173	11.440	15.559	75.191	21.554	16.016	29.141	11.440
88.500	2.375	-14.181	13.418	16.280	77.043	21.491	16.555	27.916	13.418
88.625	2.395	-14.289	14.622	15.312	83.310	18.138	14.712	16.253	14.622
88.750	2.354	-14.494	14.577	13.461	90.029	13.866	11.927	10.164	14.577
88.875	2.273	-14.758	13.286	11.613	95.049	10.468	9.463	8.012	13.286
89.000	2.200	-15.087	11.201	10.233	98.063	8.586	7.859	7.065	11.201
89.125	2.171	-15.475	9.047	9.436	98.273	8.229	7.246	6.534	9.047
89.250	2.170	-15.955	7.397	9.097	94.585	8.744	7.283	6.846	7.397
89.375	2.179	-16.462	6.425	9.089	87.531	9.788	7.790	8.147	6.425
89.500	2.189	-16.975	6.057	9.263	80.613	11.014	8.570	10.259	6.057
89.625	2.207	-17.438	6.100	9.542	78.345	11.930	9.321	11.293	6.100
89.750	2.227	-17.837	6.231	9.762	78.542	12.240	9.749	10.168	6.231
89.875	2.228	-18.190	6.295	9.769	77.228	11.949	9.759	8.934	6.295
90.000	2.194	-18.437	6.246	9.582	73.656	11.347	9.472	8.374	6.246
90.125	2.142	-18.535	6.170	9.398	70.988	10.846	9.138	8.176	6.170
90.250	2.105	-18.487	6.228	9.308	71.124	10.630	8.931	8.046	6.228
90.375	2.090	-18.347	6.531	9.228	74.525	10.671	8.872	7.964	6.531
90.500	2.090	-18.140	7.126	9.124	80.164	10.857	8.913	7.917	7.126
90.625	2.096	-17.898	8.015	9.054	84.505	11.090	9.005	7.839	8.015
90.750	2.104	-17.656	9.032	9.054	84.812	11.333	9.127	7.790	9.032
90.875	2.111	-17.446	10.012	9.156	81.915	11.579	9.281	8.138	10.012
91.000	2.115	-17.288	10.783	9.359	79.327	11.795	9.451	8.685	10.783
91.125	2.117	-17.162	11.169	9.589	78.720	11.905	9.586	8.970	11.169
91.250	2.117	-17.076	11.213	9.750	78.032	11.877	9.640	8.982	11.213
91.375	2.115	-17.008	11.003	9.825	76.823	11.718	9.598	8.911	11.003
91.500	2.114	-16.967	10.681	9.843	75.842	11.494	9.486	8.787	10.681
91.625	2.115	-16.962	10.406	9.810	77.116	11.288	9.348	8.756	10.406
91.750	2.116	-16.980	10.231	9.729	79.736	11.125	9.218	8.794	10.231
91.875	2.117	-17.004	10.118	9.632	83.737	10.983	9.090	8.748	10.118
92.000	2.113	-17.061	9.988	9.546	87.942	10.850	8.960	8.632	9.988
92.125	2.107	-17.176	9.761	9.483	89.048	10.747	8.852	8.579	9.761
92.250	2.105	-17.313	9.452	9.455	87.015	10.697	8.792	8.658	9.452
92.375	2.107	-17.467	9.113	9.466	84.485	10.706	8.788	8.748	9.113
92.500	2.111	-17.631	8.810	9.494	83.644	10.756	8.824	8.813	8.810
92.625	2.113	-17.801	8.608	9.492	83.119	10.808	8.869	8.843	8.608
92.750	2.115	-17.956	8.503	9.460	79.926	10.840	8.897	8.839	8.503
92.875	2.119	-18.088	8.482	9.437	75.553	10.863	8.919	8.792	8.482
93.000	2.127	-18.183	8.527	9.470	73.104	10.910	8.956	8.757	8.527
93.125	2.134	-18.243	8.648	9.590	73.931	11.020	9.041	8.851	8.648
93.250	2.135	-18.276	8.853	9.725	76.797	11.169	9.160	9.096	8.853
93.375	2.132	-18.290	9.135	9.810	79.063	11.279	9.267	9.438	9.135
93.500	2.130	-18.283	9.432	9.809	79.213	11.247	9.297	9.570	9.432
93.625	2.131	-18.232	9.613	9.715	76.892	10.998	9.181	9.285	9.613
93.750	2.131	-18.174	9.613	9.566	76.184	10.640	8.970	9.049	9.613
93.875	2.127	-18.112	9.443	9.396	79.359	10.309	8.741	8.892	9.443
94.000	2.118	-18.054	9.185	9.248	83.185	10.113	8.565	8.913	9.185
94.125	2.108	-17.966	8.948	9.145	84.373	10.097	8.490	9.010	8.948
94.250	2.100	-17.881	8.786	9.075	84.322	10.169	8.481	9.103	8.786
94.375	2.094	-17.796	8.694	9.024	84.594	10.256	8.503	9.285	8.694
94.500	2.086	-17.708	8.651	8.981	82.625	10.321	8.531	9.513	8.651
94.625	2.073	-17.616	8.639	8.956	77.985	10.351	8.554	9.705	8.639
94.750	2.056	-17.545	8.637	8.960	75.613	10.357	8.574	9.865	8.637
94.875	2.043	-17.487	8.641	8.997	76.432	10.354	8.595	10.025	8.641
95.000	2.041	-17.418	8.661	9.053	77.606	10.360	8.625	10.087	8.661
95.125	2.048	-17.386	8.738	9.094	77.665	10.388	8.670	9.899	8.738
95.250	2.058	-17.370	8.881	9.105	77.785	10.420	8.719	9.680	8.881
95.375	2.075	-17.372	9.065	9.112	78.144	10.424	8.753	9.378	9.065
95.500	2.096	-17.383	9.235	9.123	77.560	10.386	8.757	8.917	9.235
95.625	2.115	-17.422	9.308	9.116	77.133	10.300	8.721	8.726	9.308
95.750	2.126	-17.434	9.263	9.087	77.109	10.202	8.662	8.661	9.263
95.875	2.129	-17.431	9.117	9.055	76.753	10.124	8.599	8.796	9.117
96.000	2.132	-17.441	8.918	9.025	75.651	10.080	8.548	9.214	8.918
96.125	2.130	-17.419	8.718	8.979	74.639	10.068	8.517	9.747	8.718
96.250	2.121	-17.381	8.552	8.923	74.975	10.061	8.495	10.065	8.552
96.375	2.104	-17.325	8.426	8.871	75.815	10.046	8.473	10.056	8.426
96.500	2.086	-17.272	8.330	8.832	77.231	10.021	8.450	9.582	8.330
96.625	2.075	-17.204	8.242	8.811	79.276	10.006	8.434	8.868	8.242
96.750	2.071	-17.133	8.150	8.799	81.250	10.029	8.437	8.217	8.150
96.875	2.073	-17.048	8.062	8.810	82.204	10.099	8.466	8.134	8.062
97.000	2.076	-16.927	7.996	8.866	81.409	10.206	8.518	8.510	7.996
97.125	2.079	-16.804	7.983	8.966	80.131	10.324	8.584	8.972	7.983
97.250	2.081	-16.663	8.023	9.069	80.524	10.421	8.651	9.138	8.023
97.375	2.083	-16.517	8.104	9.145	82.596	10.489	8.710	9.103	8.104
97.500	2.087	-16.356	8.207	9.189	84.708	10.548	8.768	9.046	8.207
97.625	2.092	-16.202	8.314	9.257	84.157	10.662	8.854	9.091	8.314
97.750	2.096	-16.061	8.421	9.413	82.626	10.874	8.995	9.152	8.421
97.875	2.094	-15.938	8.546	9.665	82.297	11.183	9.204	9.587	8.546
98.000	2.088	-15.852	8.712	9.958	82.313	11.532	9.455	11.049	8.712
98.125	2.082	-15.803	8.936	10.200	81.025	11.771	9.662	13.619	8.936
98.250	2.079	-15.798	9.170	10.356	80.759	11.780	9.731	14.494	9.170
98.375	2.076	-15.820	9.356	10.399	83.436	11.527	9.622	12.443	9.356
98.500	2.074	-15.879	9.440	10.330	86.677	11.095	9.371	10.614	9.440
98.625	2.075	-15.968	9.390	10.209	87.750	10.663	9.085	10.029	9.390
98.750	2.085	-16.057	9.262	10.130	87.821	10.390	8.881	9.690	9.262
98.875	2.102	-16.132	9.105	10.094	87.126	10.335	8.811	9.444	9.105
99.000	2.119	-16.204	8.956	10.078	85.096	10.493	8.890	9.315	8.956
99.125	2.132	-16.260	8.848	10.146	81.280	10.856	9.131	9.398	8.848
99.250	2.140	-16.319	8.812	10.346	79.814	11.345	9.488	9.643	8.812
99.375	2.144	-16.391	8.883	10.638	81.855	11.863	9.903	9.819	8.883
99.500	2.147	-16.445	9.071	10.913	84.409	12.230	10.252	9.894	9.071
99.625	2.149	-16.479	9.325	10.999	83.175	12.153	10.311	9.800	9.325
99.750	2.149	-16.526	9.516	10.843	79.352	11.632	10.027	9.695	9.516
99.875	2.145	-16.595	9.547	10.502	76.774	10.862	9.497	9.580	9.547
100.000	2.136	-16.649	9.391	10.120	77.228	10.155	8.930	9.503	9.391
100.125	2.126	-16.685	9.103	9.822	80.853	9.809	8.560	9.584	9.103
100.250	2.120	-16.681	8.831	9.619	84.896	9.786	8.426	9.608	8.831
100.375	2.119	-16.635	8.657	9.496	85.681	9.941	8.467	9.721	8.657
100.500	2.119	-16.572	8.597	9.421	83.294	10.096	8.574	9.935	8.597
100.625	2.116	-16.475	8.623	9.338	80.036	10.104	8.633	10.021	8.623
100.750	2.113	-16.320	8.667	9.223	78.180	9.978	8.607	10.011	8.667
100.875	2.114	-16.119	8.694	9.078	77.889	9.764	8.502	9.506	8.694
101.000	2.120	-15.909	8.684	8.884	79.967	9.494	8.333	8.816	8.684
101.125	2.129	-15.695	8.613	8.624	85.540	9.189	8.106	8.203	8.613
101.250	2.140	-15.492	8.484	8.335	92.468	8.895	7.862	7.855	8.484
101.375	2.152	-15.299	8.310	8.064	97.801	8.664	7.641	7.656	8.310
101.500	2.164	-15.130	8.124	7.857	99.234	8.539	7.486	7.569	8.124
101.625	2.169	-15.007	7.979	7.751	97.703	8.552	7.432	7.495	7.979
101.750	2.168	-14.949	7.896	7.721	97.285	8.656	7.457	7.360	7.896
101.875	2.164	-14.954	7.883	7.732	100.069	8.813	7.536	7.427	7.883
102.000	2.159	-15.023	7.926	7.767	104.757	8.987	7.642	7.729	7.926
102.125	2.150	-15.164	7.997	7.834	105.100	9.155	7.755	8.069	7.997
102.250	2.134	-15.360	8.055	7.942	99.499	9.329	7.877	7.958	8.055
102.375	2.118	-15.606	8.084	8.113	90.544	9.553	8.032	7.905	8.084
