#Depth	DEN	SP	R2M	R025	GR	RT	RI	RXO	RA2
187.500	2.256	-15.927	26.291	43.483	94.271	44.871	44.704	48.793	26.291
187.625	2.258	-16.004	28.108	43.537	97.340	43.768	44.120	43.682	28.108
187.750	2.261	-16.072	29.831	43.303	101.028	41.840	42.589	40.515	29.831
187.875	2.262	-16.149	31.433	42.994	101.721	40.011	40.964	41.421	31.433
188.000	2.261	-16.223	32.981	42.667	99.566	38.797	39.821	42.777	32.981
188.125	2.259	-16.277	34.546	42.325	100.410	38.202	39.261	40.483	34.546
188.250	2.261	-16.312	36.133	42.008	103.631	37.844	38.937	38.748	36.133
188.375	2.264	-16.334	37.690	41.745	102.989	37.618	38.728	39.574	37.690
188.500	2.265	-16.353	39.176	41.547	97.966	37.587	38.673	40.359	39.176
188.625	2.266	-16.386	40.550	41.483	96.791	37.984	38.977	38.406	40.550
188.750	2.272	-16.440	41.823	41.654	98.646	38.968	39.801	37.549	41.823
188.875	2.279	-16.462	43.031	42.205	98.815	40.718	41.340	39.191	43.031
189.000	2.278	-16.460	44.283	43.236	96.398	43.282	43.701	43.456	44.283
189.125	2.265	-16.468	45.781	44.646	96.203	46.575	46.729	46.905	45.781
189.250	2.251	-16.458	47.601	46.079	97.538	50.082	49.551	49.170	47.601
189.375	2.241	-16.443	49.734	47.371	95.752	52.872	51.871	50.564	49.734
189.500	2.234	-16.413	52.082	48.500	91.726	54.947	53.182	50.938	52.082
189.625	2.231	-16.341	54.558	49.504	88.370	56.546	53.697	52.454	54.558
189.750	2.229	-16.234	57.117	50.429	86.997	58.200	54.009	54.831	57.117
189.875	2.224	-16.137	59.790	51.214	87.689	59.980	54.235	56.259	59.790
190.000	2.216	-16.043	62.621	51.695	90.693	61.560	54.178	56.465	62.621
190.125	2.209	-15.905	65.637	51.641	93.010	62.204	53.351	55.294	65.637
190.250	2.210	-15.745	68.773	51.047	91.291	61.473	51.498	53.948	68.773
190.375	2.220	-15.568	72.023	49.798	87.916	58.979	48.377	57.197	72.023
190.500	2.235	-15.380	75.361	47.645	88.687	54.472	43.865	68.769	75.361
190.625	2.251	-15.172	78.467	44.177	92.654	47.718	37.929	69.595	78.467
190.750	2.270	-14.930	80.586	39.832	94.811	39.815	31.405	51.964	80.586
190.875	2.291	-14.674	80.811	35.202	97.673	31.999	25.154	32.414	80.811
191.000	2.311	-14.425	78.443	30.871	104.151	25.389	19.944	22.731	78.443
191.125	2.325	-14.210	72.922	27.252	111.724	20.820	16.416	17.199	72.922
191.250	2.329	-14.060	65.283	24.382	115.171	17.987	14.401	14.313	65.283
191.375	2.329	-13.973	56.433	22.514	114.020	16.929	14.132	11.882	56.433
191.500	2.331	-13.951	47.513	22.027	109.534	18.371	16.442	12.137	47.513
191.625	2.329	-14.030	40.164	23.991	101.095	25.411	23.819	18.462	40.164
191.750	2.313	-14.184	35.353	28.617	91.834	40.816	37.888	33.407	35.353
191.875	2.280	-14.394	33.506	35.485	86.732	67.363	60.311	58.749	33.506
192.000	2.246	-14.643	34.215	43.164	87.406	102.399	88.341	75.950	34.215
192.125	2.226	-14.911	36.474	49.708	86.079	125.620	104.530	73.178	36.474
192.250	2.217	-15.157	38.802	54.637	81.116	122.704	99.226	64.906	38.802
192.375	2.213	-15.381	40.569	58.377	78.649	104.990	84.403	58.246	40.569
192.500	2.211	-15.586	41.652	61.653	81.431	89.570	73.684	55.381	41.652
192.625	2.213	-15.756	42.221	65.223	83.045	84.850	72.245	59.788	42.221
192.750	2.215	-15.923	42.684	69.378	81.574	88.188	77.416	71.286	42.684
192.875	2.215	-16.099	43.249	73.971	80.594	97.043	87.429	78.885	43.249
193.000	2.213	-16.284	43.984	78.695	80.471	109.203	100.679	77.248	43.984
193.125	2.211	-16.471	44.853	83.641	78.822	123.886	116.545	76.928	44.853
193.250	2.206	-16.661	45.849	89.112	77.406	141.834	135.308	84.679	45.849
193.375	2.194	-16.855	47.173	94.993	76.383	164.950	158.415	99.724	47.173
193.500	2.177	-17.049	49.255	100.800	74.751	193.102	185.661	112.306	49.255
193.625	2.162	-17.248	53.117	105.720	72.672	219.765	210.257	126.005	53.117
193.750	2.157	-17.420	59.408	109.266	70.093	234.470	221.543	126.818	59.408
193.875	2.164	-17.550	68.689	111.089	68.025	232.189	215.537	124.293	68.689
194.000	2.176	-17.668	80.961	111.349	67.835	217.191	198.621	121.240	80.961
194.125	2.189	-17.763	95.688	110.608	69.754	199.145	181.137	116.636	95.688
194.250	2.199	-17.819	110.965	109.532	70.698	184.850	168.002	113.168	110.965
194.375	2.206	-17.856	125.329	108.317	69.326	174.910	158.935	111.927	125.329
194.500	2.209	-17.866	137.745	107.115	68.716	167.798	152.348	110.431	137.745
194.625	2.207	-17.850	147.631	105.962	72.320	161.924	146.934	109.072	147.631
194.750	2.199	-17.849	155.906	104.659	76.723	156.295	141.937	107.881	155.906
194.875	2.188	-17.853	163.326	103.080	78.248	151.023	137.516	103.379	163.326
195.000	2.177	-17.832	170.524	101.377	76.190	146.706	134.203	93.356	170.524
195.125	2.172	-17.807	177.963	99.847	74.834	144.795	133.330	81.889	177.963
195.250	2.175	-17.824	185.987	98.535	74.908	146.598	135.984	77.404	185.987
195.375	2.182	-17.851	195.087	97.484	74.214	153.769	143.542	87.784	195.087
195.500	2.188	-17.902	205.810	96.872	71.775	167.518	156.966	102.962	205.810
195.625	2.187	-17.963	218.849	96.964	69.575	188.525	176.749	116.459	218.849
195.750	2.181	-18.013	233.787	97.387	68.524	212.256	198.631	127.471	233.787
195.875	2.173	-18.062	250.376	97.670	67.543	232.364	216.212	135.157	250.376
196.000	2.166	-18.136	268.369	97.441	65.363	241.049	221.480	147.780	268.369
196.125	2.159	-18.214	287.723	96.206	64.280	230.069	206.879	164.873	287.723
196.250	2.155	-18.247	307.551	93.737	66.406	204.312	179.228	169.429	307.551
196.375	2.154	-18.252	326.240	89.878	70.880	170.681	146.507	146.412	326.240
196.500	2.159	-18.236	341.625	84.801	74.663	136.832	115.843	114.711	341.625
196.625	2.170	-18.221	350.112	78.871	74.683	109.329	92.252	97.209	350.112
196.750	2.182	-18.185	350.083	72.991	73.797	88.905	75.178	79.084	350.083
196.875	2.195	-18.140	339.607	67.929	74.947	75.086	63.862	55.952	339.607
197.000	2.210	-18.104	318.575	64.254	79.091	67.082	57.587	45.558	318.575
197.125	2.221	-18.062	288.989	62.275	82.414	64.869	56.367	50.152	288.989
197.250	2.222	-18.029	257.494	61.479	82.418	66.693	58.634	56.630	257.494
197.375	2.216	-18.024	228.688	61.674	81.365	71.573	63.486	58.238	228.688
197.500	2.209	-18.015	205.200	62.658	79.713	78.570	70.123	57.205	205.200
197.625	2.206	-18.000	188.138	64.334	76.186	87.288	78.315	62.743	188.138
197.750	2.205	-18.016	175.501	66.481	72.848	97.385	87.882	71.495	175.501
197.875	2.205	-18.055	166.720	69.011	72.299	108.872	98.894	76.808	166.720
198.000	2.207	-18.091	161.556	71.789	73.126	121.189	110.882	78.773	161.556
198.125	2.211	-18.152	159.831	74.649	72.944	132.998	122.735	82.983	159.831
198.250	2.217	-18.226	159.995	77.521	72.951	143.751	133.924	87.792	159.995
198.375	2.219	-18.296	161.371	80.418	72.825	153.784	144.674	95.219	161.371
198.500	2.214	-18.411	163.672	83.211	73.196	163.002	154.655	106.043	163.672
198.625	2.202	-18.527	166.781	85.529	76.228	168.743	160.804	113.133	166.781
198.750	2.191	-18.604	170.170	87.144	80.118	168.484	160.434	111.869	170.170
198.875	2.184	-18.667	173.400	87.915	81.093	161.500	153.037	110.439	173.400
199.000	2.182	-18.700	176.146	87.786	78.692	149.701	140.971	109.652	176.146
199.125	2.190	-18.710	178.084	86.695	76.124	136.393	127.858	107.218	178.084
199.250	2.203	-18.707	179.202	85.053	74.804	124.492	116.436	99.446	179.202
199.375	2.215	-18.682	179.414	83.212	73.821	115.137	107.700	91.019	179.414
199.500	2.225	-18.635	178.909	81.522	74.174	108.771	101.991	85.686	178.909
199.625	2.229	-18.596	178.375	80.226	75.944	105.884	99.609	85.375	178.375
199.750	2.229	-18.560	178.709	79.224	74.283	105.295	99.164	85.471	178.709
199.875	2.229	-18.501	180.401	78.329	69.568	105.698	99.256	84.226	180.401
200.000	2.232	-18.461	183.282	77.374	66.740	105.591	98.518	81.349	183.282
200.125	2.240	-18.440	186.474	76.304	69.880	104.037	96.392	80.105	186.474
200.250	2.247	-18.416	188.805	75.311	73.553	102.133	94.246	76.409	188.805
200.375	2.249	-18.402	189.590	74.729	75.066	101.447	93.633	76.380	189.590
200.500	2.244	-18.384	188.625	74.783	75.584	103.401	95.755	78.386	188.625
200.625	2.232	-18.369	186.096	75.585	74.738	109.181	101.428	76.228	186.096
200.750	2.215	-18.388	183.284	76.795	74.040	117.494	109.217	74.097	183.284
200.875	2.199	-18.435	181.419	78.059	76.406	126.670	117.470	80.791	181.419
201.000	2.191	-18.454	181.485	79.098	81.580	134.659	124.288	92.686	181.485
201.125	2.191	-18.451	183.997	79.876	82.486	139.182	127.663	103.449	183.997
201.250	2.194	-18.458	187.773	80.571	76.526	140.137	127.753	110.937	187.773
201.375	2.195	-18.460	191.673	81.030	69.399	137.988	125.168	112.795	191.673
201.500	2.197	-18.438	194.766	80.982	67.687	133.719	120.924	106.747	194.766
201.625	2.205	-18.386	196.440	80.385	71.033	128.407	116.128	99.802	196.440
201.750	2.217	-18.280	197.209	79.625	73.970	123.370	111.913	96.361	197.209
201.875	2.226	-18.142	197.669	78.933	75.489	119.273	108.747	99.468	197.669
202.000	2.223	-18.013	198.417	78.381	75.141	116.103	106.384	108.866	198.417
202.125	2.207	-17.895	200.106	77.878	71.490	112.895	103.621	118.400	200.106
202.250	2.185	-17.770	202.676	76.983	68.441	108.335	99.230	113.874	202.676
202.375	2.168	-17.641	205.492	75.290	70.045	102.106	93.137	90.165	205.492
202.500	2.162	-17.552	207.246	73.066	75.807	95.365	86.772	64.955	207.246
202.625	2.170	-17.509	205.879	71.502	79.479	91.218	83.317	57.617	205.879
202.750	2.180	-17.513	201.207	71.342	78.307	91.838	84.561	66.392	201.207
202.875	2.187	-17.553	194.192	72.432	75.189	97.916	90.847	81.578	194.192
203.000	2.191	-17.627	186.862	74.093	73.534	108.158	100.748	90.244	186.862
203.125	2.191	-17.730	181.880	75.627	73.559	118.663	110.471	89.568	181.880
203.250	2.189	-17.830	179.879	76.707	73.431	124.928	115.922	86.717	179.879
203.375	2.185	-17.930	180.219	77.311	72.870	125.471	115.920	86.952	180.219
203.500	2.180	-18.026	181.503	77.550	73.068	121.816	112.171	91.461	181.503
203.625	2.177	-18.111	182.153	77.536	74.393	116.956	107.691	89.798	182.153
203.750	2.176	-18.174	181.469	77.501	74.142	113.399	104.727	82.204	181.469
203.875	2.178	-18.219	179.514	77.649	72.407	112.130	104.109	79.370	179.514
204.000	2.181	-18.249	176.885	78.117	71.597	113.416	105.995	83.397	176.885
204.125	2.182	-18.258	174.435	78.871	73.011	116.918	109.952	89.215	174.435
204.250	2.183	-18.259	172.656	79.680	73.450	120.818	114.207	94.948	172.656
204.375	2.189	-18.241	171.493	80.461	71.733	123.732	117.462	96.968	171.493
204.500	2.197	-18.214	170.676	81.246	70.960	125.039	119.197	96.856	170.676
204.625	2.203	-18.200	170.166	82.001	73.072	125.210	119.986	96.591	170.166
204.750	2.207	-18.161	170.260	82.619	75.440	125.679	121.209	94.632	170.260
204.875	2.209	-18.099	171.397	83.129	75.055	127.270	123.653	91.392	171.397
205.000	2.208	-18.040	173.784	83.693	71.365	130.484	127.815	89.811	173.784
205.125	2.207	-17.983	177.475	84.562	68.477	136.169	134.515	96.508	177.475
205.250	2.203	-17.922	181.931	85.744	67.802	144.151	143.466	104.917	181.931
205.375	2.194	-17.848	186.963	87.137	67.875	153.860	154.003	112.184	186.963
205.500	2.182	-17.762	192.529	88.523	68.597	163.921	164.659	121.567	192.529
205.625	2.173	-17.677	198.690	89.629	70.325	171.951	172.869	131.029	198.690
205.750	2.166	-17.598	205.306	90.395	72.033	176.680	177.294	134.304	205.306
205.875	2.161	-17.483	212.324	90.701	71.633	177.815	177.587	133.268	212.324
206.000	2.159	-17.337	219.752	90.421	70.287	175.789	174.190	129.645	219.752
206.125	2.162	-17.188	227.662	89.482	69.990	174.873	172.915	128.616	227.662
206.250	2.165	-17.039	236.023	88.088	68.254	169.608	165.794	124.894	236.023
206.375	2.169	-16.886	244.973	86.192	65.830	162.472	156.727	125.638	244.973
206.500	2.175	-16.717	254.600	83.617	63.527	153.872	146.329	124.386	254.600
206.625	2.184	-16.518	264.538	80.153	63.084	143.839	134.751	124.094	264.538
206.750	2.195	-16.309	273.371	76.098	64.807	132.449	122.106	121.151	273.371
206.875	2.210	-16.128	279.482	71.756	66.568	119.600	108.498	112.154	279.482
207.000	2.227	-15.944	281.849	67.394	67.686	105.689	94.560	91.268	281.849
207.125	2.244	-15.748	280.302	63.041	70.166	91.707	81.425	85.482	280.302
207.250	2.262	-15.549	276.653	58.493	73.129	78.528	69.592	87.142	276.653
207.375	2.285	-15.381	271.240	53.622	74.246	66.503	59.104	80.305	271.240
207.500	2.313	-15.257	262.840	48.566	71.894	55.873	49.924	64.832	262.840
207.625	2.340	-15.190	247.855	44.082	71.056	47.408	42.613	47.014	247.855
207.750	2.355	-15.194	225.977	41.056	76.288	41.479	37.709	35.759	225.977
207.875	2.347	-15.243	199.225	40.130	83.390	39.005	36.447	30.497	199.225
208.000	2.315	-15.351	172.155	41.590	84.847	41.412	40.360	30.462	172.155
208.125	2.271	-15.533	151.231	45.491	80.873	51.725	52.039	47.939	151.231
208.250	2.234	-15.764	138.530	50.327	78.241	69.661	70.615	73.105	138.530
208.375	2.215	-15.991	133.341	54.739	76.984	92.484	93.020	92.107	133.341
208.500	2.209	-16.208	132.862	57.906	75.270	112.029	111.002	96.825	132.862
208.625	2.213	-16.428	133.968	59.765	74.401	116.152	112.737	91.650	133.968
208.750	2.218	-16.618	134.709	60.898	74.394	108.277	103.170	84.602	134.709
208.875	2.222	-16.776	135.056	61.329	71.818	96.773	91.369	85.681	135.056
209.000	2.222	-16.906	135.357	60.824	66.681	87.150	82.255	93.550	135.357
209.125	2.222	-17.007	135.248	59.145	65.788	80.102	75.759	96.550	135.248
209.250	2.228	-17.100	133.725	56.958	71.270	73.550	69.685	81.212	133.725
209.375	2.239	-17.183	129.970	54.932	77.703	67.101	63.785	60.695	129.970
209.500	2.248	-17.238	124.030	53.522	78.466	61.558	58.950	52.982	124.030
209.625	2.245	-17.268	116.918	52.674	75.191	58.078	56.253	61.425	116.918
209.750	2.239	-17.310	110.322	51.725	74.584	56.091	54.886	62.685	110.322
209.875	2.235	-17.342	105.066	50.235	77.043	54.452	53.532	60.077	105.066
210.000	2.238	-17.369	101.181	48.142	78.878	51.961	50.966	57.389	101.181
210.125	2.249	-17.392	98.141	45.812	77.446	48.158	46.913	51.299	98.141
210.250	2.263	-17.407	95.151	43.804	76.561	44.283	42.927	41.483	95.151
210.375	2.274	-17.430	92.008	42.579	79.820	41.669	40.517	34.272	92.008
210.500	2.275	-17.457	89.062	42.451	86.157	41.379	40.802	32.089	89.062
210.625	2.260	-17.470	87.397	43.663	86.957	44.807	45.106	37.136	87.397
210.750	2.240	-17.446	87.643	45.740	80.336	51.786	52.869	48.097	87.643
210.875	2.224	-17.385	89.883	48.055	72.097	61.385	62.742	60.727	89.883
211.000	2.218	-17.276	93.557	49.830	69.088	70.743	71.592	68.250	93.557
211.125	2.220	-17.098	97.709	50.334	72.386	74.447	74.076	74.359	97.709
211.250	2.225	-16.893	101.330	49.664	76.088	71.150	69.557	76.963	101.330
211.375	2.234	-16.674	103.766	47.705	76.102	62.868	60.547	75.015	103.766
211.500	2.245	-16.430	104.242	44.455	75.276	53.023	50.559	65.480	104.242
211.625	2.262	-16.193	101.288	40.858	78.176	44.470	42.242	47.084	101.288
211.750	2.281	-16.035	95.108	38.314	84.579	38.189	36.428	30.778	95.108
211.875	2.293	-15.964	86.773	37.478	91.134	34.903	34.005	24.156	86.773
212.000	2.285	-15.932	78.315	38.404	92.224	35.276	35.663	29.521	78.315
212.125	2.257	-15.956	72.332	40.728	86.685	40.135	41.813	44.812	72.332
212.250	2.233	-16.049	69.371	43.107	82.000	47.803	49.963	57.434	69.371
212.375	2.226	-16.198	68.765	44.587	81.715	55.508	56.781	60.189	68.765
212.500	2.234	-16.374	69.212	44.969	82.749	59.459	58.769	57.862	69.212
212.625	2.247	-16.543	69.580	44.479	80.865	57.255	54.748	55.460	69.580
212.750	2.259	-16.684	69.533	43.548	80.721	52.460	48.978	51.342	69.533
212.875	2.267	-16.793	69.059	42.406	83.620	47.905	44.149	45.914	69.059
213.000	2.274	-16.901	68.140	41.361	86.248	44.767	41.102	42.516	68.140
213.125	2.277	-17.020	66.759	40.851	85.025	43.365	39.998	40.700	66.759
213.250	2.275	-17.122	65.187	40.996	83.107	43.375	40.403	39.350	65.187
213.375	2.266	-17.184	63.709	41.720	83.350	44.675	42.090	41.178	63.709
213.500	2.251	-17.252	62.558	42.608	85.622	46.784	44.448	49.053	62.558
213.625	2.240	-17.338	61.714	43.026	88.731	48.482	46.169	53.767	61.714
213.750	2.239	-17.421	60.767	42.890	91.290	48.613	46.238	51.469	60.767
213.875	2.245	-17.513	59.418	42.549	91.613	46.990	44.628	45.595	59.418
214.000	2.247	-17.602	57.729	42.425	89.285	44.519	42.384	39.749	57.729
214.125	2.239	-17.676	56.295	42.828	87.410	43.061	41.546	35.825	56.295
214.250	2.228	-17.771	55.765	44.185	88.858	44.117	43.565	36.188	55.765
214.375	2.212	-17.899	56.427	47.029	89.538	48.709	49.316	44.048	56.427
214.500	2.189	-18.026	58.213	51.455	84.930	57.604	59.268	58.650	58.213
214.625	2.162	-18.188	61.045	56.817	78.199	71.663	73.715	87.676	61.045
214.750	2.145	-18.369	64.631	61.619	74.809	87.881	89.421	113.156	64.631
214.875	2.147	-18.540	68.788	65.044	73.411	101.405	101.543	117.753	68.788
215.000	2.168	-18.742	73.123	67.120	70.921	107.102	105.343	103.725	73.123
215.125	2.197	-18.973	76.854	68.536	70.093	103.228	100.149	86.635	76.854
215.250	2.218	-19.189	79.453	70.230	73.831	96.696	93.447	74.892	79.453
215.375	2.226	-19.387	80.842	72.457	77.452	92.891	90.301	72.846	80.842
215.500	2.220	-19.587	81.513	75.120	76.321	94.990	93.115	74.544	81.513
215.625	2.204	-19.768	82.583	77.720	72.724	104.150	102.204	86.190	82.583
215.750	2.186	-19.921	85.023	79.627	70.784	116.227	113.258	88.490	85.023
215.875	2.172	-20.060	89.319	80.441	69.961	126.399	121.454	79.960	89.319
216.000	2.163	-20.182	95.380	79.951	67.962	129.551	121.997	76.742	95.380
216.125	2.163	-20.291	102.546	77.925	66.089	121.704	112.013	79.747	102.546
216.250	2.169	-20.354	109.428	74.701	67.223	107.126	96.723	75.679	109.428
216.375	2.176	-20.422	114.925	70.697	71.145	90.476	80.773	61.054	114.925
216.500	2.186	-20.495	118.172	66.695	76.269	75.644	67.389	47.084	118.172
216.625	2.198	-20.530	118.456	63.771	79.683	65.434	58.773	40.744	118.456
216.750	2.211	-20.576	116.735	62.166	79.883	59.758	54.590	40.892	116.735
216.875	2.222	-20.668	114.089	61.728	78.508	58.536	54.672	44.824	114.089
217.000	2.226	-20.785	111.694	62.247	78.014	61.463	58.633	48.606	111.694
217.125	2.222	-20.883	110.567	64.005	78.621	68.738	66.517	52.662	110.567
217.250	2.214	-21.006	110.695	66.948	78.233	79.351	77.295	58.100	110.695
217.375	2.204	-21.151	111.887	70.703	75.992	92.921	90.557	68.799	111.887
217.500	2.195	-21.294	114.026	74.615	73.604	108.716	105.623	85.670	114.026
217.625	2.185	-21.424	117.276	78.135	71.699	125.056	120.928	103.392	117.276
217.750	2.176	-21.542	121.546	81.188	71.002	139.197	133.967	122.193	121.546
217.875	2.170	-21.660	126.766	83.640	69.786	148.857	142.608	136.593	126.766
218.000	2.170	-21.754	132.676	85.327	68.093	152.882	145.826	147.550	132.676
218.125	2.172	-21.823	138.782	86.037	67.316	150.834	143.320	150.729	138.782
218.250	2.169	-21.914	144.442	85.985	68.148	144.978	137.303	143.867	144.442
218.375	2.163	-21.991	149.229	85.353	70.209	136.749	129.189	127.762	149.229
218.500	2.159	-22.043	152.918	84.295	71.537	127.668	120.470	115.530	152.918
218.625	2.163	-22.139	155.477	82.889	70.733	119.373	112.670	113.137	155.477
218.750	2.170	-22.255	157.477	81.268	69.628	112.499	106.205	114.874	157.477
218.875	2.177	-22.335	159.312	79.441	70.853	106.910	100.822	110.655	159.312
219.000	2.181	-22.424	161.215	77.387	73.695	102.119	96.026	104.857	161.215
219.125	2.184	-22.577	163.481	75.197	73.613	97.715	91.489	102.065	163.481
219.250	2.185	-22.703	166.235	73.045	71.751	93.547	87.201	101.967	166.235
219.375	2.184	-22.815	169.514	71.008	70.802	89.753	83.354	103.046	169.514
219.500	2.184	-22.982	173.173	69.015	70.953	86.387	79.990	107.850	173.173
219.625	2.186	-23.177	176.628	66.904	71.065	83.284	76.925	109.001	176.628
219.750	2.194	-23.340	179.100	64.779	71.575	80.213	73.936	102.521	179.100
219.875	2.204	-23.527	179.992	62.949	74.588	77.315	71.207	93.827	179.992
220.000	2.212	-23.741	179.250	61.710	78.434	75.044	69.224	87.797	179.250
220.125	2.212	-23.951	177.268	61.211	78.295	74.181	68.730	88.177	177.268
220.250	2.205	-24.164	174.972	61.089	73.756	74.614	69.480	94.910	174.972
220.375	2.200	-24.377	172.777	61.002	69.697	75.730	70.773	104.444	172.777
220.500	2.202	-24.568	170.648	60.657	69.024	76.560	71.646	104.418	170.648
220.625	2.215	-24.715	168.109	60.048	68.473	76.220	71.330	98.741	168.109
220.750	2.231	-24.859	164.915	59.570	66.480	75.130	70.394	92.364	164.915
220.875	2.245	-25.003	161.287	59.520	64.951	74.258	69.857	84.240	161.287
221.000	2.250	-25.120	157.819	59.978	64.198	74.638	70.651	80.848	157.819
221.125	2.243	-25.201	155.308	60.677	64.240	76.765	73.006	100.525	155.308
221.250	2.230	-25.295	153.869	61.050	65.735	79.261	75.408	118.963	153.869
221.375	2.218	-25.411	153.284	60.744	67.814	80.407	76.176	122.559	153.284
221.500	2.212	-25.537	153.086	59.710	67.937	78.870	74.182	108.675	153.086
221.625	2.213	-25.649	152.563	58.085	67.275	74.297	69.390	99.671	152.563
221.750	2.218	-25.773	151.150	56.199	68.553	68.490	63.676	97.278	151.150
221.875	2.225	-25.902	148.381	54.210	70.712	62.704	58.191	91.514	148.381
222.000	2.232	-25.997	144.043	52.262	74.049	57.640	53.492	78.417	144.043
222.125	2.235	-26.053	138.151	50.581	76.582	53.756	49.969	69.163	138.151
222.250	2.235	-26.096	131.659	49.313	76.387	51.046	47.603	68.873	131.659
222.375	2.234	-26.085	125.316	48.436	74.392	49.532	46.392	69.633	125.316
222.500	2.234	-25.988	119.681	47.784	73.117	49.039	46.127	68.060	119.681
222.625	2.235	-25.881	115.193	47.279	73.136	49.240	46.450	65.661	115.193
222.750	2.236	-25.736	111.594	46.892	72.771	49.554	46.828	63.948	111.594
222.875	2.239	-25.521	108.714	46.596	73.849	49.716	47.045	62.346	108.714
223.000	2.242	-25.319	106.305	46.300	75.793	49.629	47.037	64.173	106.305
223.125	2.246	-25.170	104.127	45.893	76.640	49.198	46.725	62.794	104.127
223.250	2.248	-25.024	101.964	45.360	76.787	48.470	46.159	59.465	101.964
223.375	2.251	-24.910	99.731	44.782	77.199	47.552	45.457	58.414	99.731
223.500	2.254	-24.870	97.362	44.291	78.478	46.621	44.794	62.362	97.362
223.625	2.257	-24.878	94.795	43.988	78.951	45.870	44.362	65.551	94.795
223.750	2.260	-24.926	92.179	43.756	77.903	45.325	44.149	65.336	92.179
223.875	2.262	-25.029	89.658	43.465	75.616	44.921	44.051	62.500	89.658
224.000	2.263	-25.153	87.315	43.075	73.310	44.532	43.898	62.541	87.315
224.125	2.263	-25.295	85.150	42.588	71.977	43.986	43.464	65.319	85.150
224.250	2.265	-25.438	83.003	42.018	71.975	43.218	42.697	67.776	83.003
224.375	2.270	-25.567	80.771	41.366	72.133	42.221	41.627	64.340	80.771
224.500	2.282	-25.686	78.489	40.650	71.020	41.074	40.393	55.941	78.489
224.625	2.301	-25.777	76.298	39.914	70.937	39.991	39.271	51.611	76.298
224.750	2.321	-25.843	74.242	39.225	74.167	39.135	38.418	49.552	74.242
224.875	2.334	-25.909	72.317	38.659	79.328	38.517	37.816	45.644	72.317
225.000	2.341	-25.976	70.592	38.202	82.955	38.048	37.363	41.191	70.592
225.125	2.344	-25.982	69.200	37.726	81.773	37.611	36.927	43.681	69.200
225.250	2.346	-25.977	67.983	37.124	77.014	37.037	36.325	50.751	67.983
225.375	2.338	-25.980	66.586	36.258	73.223	36.099	35.320	53.523	66.586
225.500	2.316	-25.941	64.584	34.979	74.438	34.628	33.749	47.948	64.584
225.625	2.287	-25.864	61.636	33.371	80.151	32.682	31.718	41.010	61.636
225.750	2.268	-25.799	58.169	31.946	84.458	30.786	29.822	36.015	58.169
225.875	2.263	-25.702	54.727	31.080	84.505	29.431	28.604	32.586	54.727
226.000	2.267	-25.541	51.778	30.850	80.809	28.948	28.390	32.316	51.778
226.125	2.273	-25.362	49.622	31.050	76.349	29.467	29.214	34.722	49.622
226.250	2.276	-25.176	47.997	31.226	74.478	30.459	30.424	37.078	47.997
226.375	2.277	-24.954	46.672	31.270	74.554	31.502	31.449	36.993	46.672
226.500	2.275	-24.695	45.450	31.347	74.231	32.166	32.066	35.247	45.450
226.625	2.272	-24.415	44.255	31.721	74.032	32.413	32.258	34.016	44.255
226.750	2.270	-24.071	43.192	32.292	75.876	32.648	32.366	36.217	43.192
226.875	2.270	-23.633	42.469	32.899	79.049	33.129	32.655	39.346	42.469
227.000	2.276	-23.179	42.320	33.538	79.242	33.958	33.260	40.055	42.320
227.125	2.290	-22.725	43.183	34.442	74.706	35.289	34.323	39.532	43.183
227.250	2.309	-22.156	45.275	35.822	70.370	37.337	36.000	39.722	45.275
227.375	2.330	-21.374	48.887	37.689	68.676	40.476	38.635	41.274	48.887
227.500	2.353	-20.362	54.170	39.816	69.666	44.808	42.411	46.659	54.170
227.625	2.375	-19.176	61.374	41.794	72.022	49.545	46.799	58.360	61.374
227.750	2.394	-17.928	70.045	43.171	73.457	52.686	50.016	69.366	70.045
227.875	2.414	-16.644	79.813	43.415	72.270	52.341	50.205	82.307	79.813
228.000	2.441	-15.305	89.899	41.660	68.859	47.693	46.284	118.381	89.899
228.125	2.471	-13.909	98.141	36.540	67.238	39.351	38.459	196.387	98.141
228.250	2.495	-12.569	101.788	29.364	70.293	30.136	29.578	170.812	101.788
228.375	2.511	-11.514	98.376	22.451	79.648	21.885	21.611	63.471	98.376
228.500	2.516	-10.309	87.265	17.735	94.425	15.692	15.602	20.080	87.265
228.625	2.501	-9.612	70.126	15.667	107.970	12.251	12.024	11.635	70.126
228.750	2.480	-8.802	52.521	14.799	113.852	10.853	10.170	10.393	52.521
228.875	2.468	-8.457	38.196	14.499	110.739	10.972	9.635	11.860	38.196
229.000	2.469	-8.340	28.857	14.344	104.161	11.952	9.979	14.050	28.857
229.125	2.471	-8.310	24.287	13.921	100.620	12.911	10.623	14.870	24.287
229.250	2.464	-8.220	21.642	13.297	100.780	13.138	10.914	12.902	21.642
229.375	2.455	-8.218	19.521	12.795	103.016	12.622	10.702	10.600	19.521
229.500	2.450	-8.249	17.484	12.708	106.853	11.946	10.299	9.451	17.484
229.625	2.453	-8.281	15.938	13.175	109.394	11.948	10.277	11.007	15.938
229.750	2.458	-8.299	15.334	13.926	106.775	12.798	10.863	14.123	15.334
229.875	2.464	-8.298	15.833	14.629	101.040	14.209	11.973	17.855	15.833
