#Depth	GR	RT	RI	RXO	AC	SP	R2M	R025	DEN
287.500	63.079	13.753	13.062	23.041	331.427	-40.538	12.690	12.554	2.333
287.625	60.944	14.565	13.720	24.407	316.965	-40.366	12.487	12.826	2.346
287.750	59.602	15.039	14.089	23.003	306.804	-40.166	12.395	12.966	2.355
287.875	63.318	14.912	13.963	20.848	303.386	-39.923	12.620	12.851	2.356
288.000	64.013	14.133	13.305	21.577	313.638	-39.654	12.657	12.595	2.345
288.125	70.470	13.143	12.440	21.409	329.360	-39.317	12.641	12.326	2.325
288.250	69.974	12.455	11.789	21.066	345.564	-39.004	12.338	11.968	2.309
288.375	68.215	12.213	11.506	20.820	355.630	-38.667	12.239	11.577	2.298
288.500	66.676	12.331	11.546	20.820	358.537	-38.365	12.171	11.344	2.290
288.625	65.325	12.590	11.744	21.162	357.172	-38.157	11.946	11.392	2.281
288.750	65.325	12.732	11.895	21.963	356.565	-37.993	12.003	11.568	2.276
288.875	64.580	12.909	12.085	22.107	355.728	-37.900	12.237	11.485	2.278
289.000	65.185	13.197	12.331	22.055	356.138	-37.771	12.494	11.604	2.282
289.125	67.053	13.537	12.576	22.426	357.749	-37.639	12.650	11.853	2.288
289.250	69.258	13.798	12.709	22.778	358.704	-37.523	12.807	11.997	2.297
289.375	70.589	13.841	12.633	22.300	357.657	-37.434	13.070	11.869	2.306
289.500	70.093	13.578	12.333	20.492	356.063	-37.392	13.329	11.601	2.314
289.625	69.099	13.062	11.861	18.110	347.746	-37.405	13.185	11.696	2.313
289.750	70.649	12.565	11.394	17.663	349.728	-37.458	13.284	11.628	2.305
289.875	69.944	12.234	11.049	18.455	355.059	-37.556	13.328	11.397	2.292
290.000	67.073	12.087	10.834	19.515	362.897	-37.653	13.239	11.091	2.277
290.125	63.646	12.068	10.708	20.053	371.115	-37.711	13.091	10.814	2.264
290.250	59.424	12.120	10.662	19.901	368.911	-37.766	13.053	10.613	2.259
290.375	62.801	12.080	10.555	18.735	369.747	-37.711	13.082	10.369	2.259
290.500	64.828	12.035	10.470	18.703	368.396	-37.703	12.841	10.131	2.257
290.625	65.354	11.987	10.376	19.437	367.910	-37.748	12.583	9.901	2.250
290.750	63.418	11.959	10.300	19.427	368.002	-37.809	12.358	9.731	2.236
290.875	59.454	11.960	10.263	17.676	367.195	-37.846	12.102	9.680	2.218
291.000	57.517	11.953	10.215	15.362	364.993	-37.846	11.728	9.777	2.202
291.125	57.020	12.001	10.197	16.380	371.296	-37.808	11.450	9.696	2.189
291.250	57.318	12.045	10.149	17.007	369.003	-37.660	11.271	9.585	2.181
291.375	56.176	12.116	10.114	17.301	369.049	-37.465	11.205	9.557	2.180
291.500	53.801	12.198	10.099	17.676	369.446	-37.259	11.204	9.558	2.184
291.625	51.685	12.242	10.086	18.406	366.109	-37.048	11.214	9.509	2.189
291.750	51.437	12.182	10.027	19.127	363.717	-36.816	11.228	9.436	2.190
291.875	50.195	12.055	9.936	20.104	363.071	-36.619	11.428	9.381	2.190
292.000	50.225	11.927	9.853	20.527	361.243	-36.397	11.617	9.348	2.189
292.125	49.083	11.781	9.769	20.725	367.044	-36.036	11.697	9.307	2.188
292.250	48.397	11.633	9.699	20.794	373.133	-35.562	11.689	9.309	2.189
292.375	49.838	11.518	9.660	20.627	371.660	-35.045	11.671	9.366	2.190
292.500	51.079	11.467	9.655	19.949	369.915	-34.494	11.721	9.324	2.190
292.625	51.675	11.577	9.728	20.145	365.131	-33.934	11.601	9.176	2.189
292.750	51.000	11.775	9.800	20.897	365.509	-33.371	11.411	9.057	2.184
292.875	50.901	11.672	9.598	20.858	371.237	-32.868	11.339	8.644	2.183
293.000	51.675	10.950	8.912	19.397	376.355	-32.398	11.386	7.934	2.195
293.125	54.069	9.524	7.732	16.013	377.874	-31.879	11.481	7.032	2.228
293.250	61.271	7.712	6.365	9.745	384.859	-31.202	11.591	5.934	2.284
293.375	66.238	6.127	5.173	6.070	380.305	-30.423	11.264	4.897	2.344
293.500	70.728	5.031	4.225	4.809	384.980	-29.648	10.979	3.927	2.382
293.625	70.242	4.392	3.605	4.338	384.678	-28.788	10.528	3.284	2.384
293.750	66.120	4.121	3.309	4.033	384.495	-27.864	9.849	2.896	2.356
293.875	61.639	4.095	3.260	3.834	390.443	-26.933	8.940	2.590	2.315
294.000	58.113	4.174	3.320	3.806	391.014	-26.016	7.777	2.318	2.276
294.125	59.156	4.116	3.311	3.622	400.049	-25.137	6.897	2.206	2.268
294.250	62.145	3.989	3.264	3.445	402.828	-24.277	6.084	2.263	2.278
294.375	66.665	3.904	3.247	3.492	401.152	-23.532	5.407	2.363	2.292
294.500	71.662	3.907	3.293	3.859	395.948	-22.924	4.937	2.322	2.301
294.625	76.460	4.042	3.443	4.552	386.926	-22.475	4.707	2.230	2.296
294.750	81.774	4.394	3.783	5.520	372.195	-22.264	4.668	2.775	2.277
294.875	81.775	5.080	4.419	6.152	364.751	-22.176	4.698	3.332	2.261
295.000	81.775	6.064	5.194	8.005	352.995	-22.229	4.893	3.790	2.255
295.125	79.778	7.232	6.062	9.721	348.317	-22.368	5.042	4.232	2.258
295.250	76.391	8.329	6.872	10.615	345.007	-22.582	5.191	4.838	2.271
295.375	72.557	9.122	7.469	10.795	336.089	-22.850	5.430	5.568	2.291
295.500	67.292	9.580	7.783	11.264	329.177	-23.077	5.676	5.843	2.320
295.625	62.821	9.570	7.753	11.388	321.129	-23.439	6.085	6.457	2.344
295.750	61.927	9.502	7.699	11.071	318.484	-23.875	6.283	6.857	2.353
295.875	63.298	9.571	7.749	11.107	321.293	-24.362	6.472	7.184	2.349
296.000	65.801	9.872	7.962	11.641	324.167	-24.856	6.631	7.561	2.342
296.125	67.917	10.400	8.329	12.451	323.389	-25.322	6.684	8.034	2.340
296.250	67.172	11.052	8.764	13.232	324.075	-25.768	6.680	8.502	2.353
296.375	65.682	11.631	9.154	13.808	324.908	-26.189	6.626	8.531	2.365
296.500	65.106	11.914	9.363	12.883	326.959	-26.432	6.676	8.640	2.366
296.625	65.652	11.890	9.369	12.101	328.950	-26.667	6.729	8.704	2.354
296.750	66.040	11.716	9.255	12.285	331.470	-26.889	6.744	8.641	2.337
296.875	64.898	11.548	9.117	13.111	334.872	-27.056	6.736	8.467	2.326
297.000	62.166	11.375	8.981	12.801	337.152	-27.233	6.781	8.333	2.323
297.125	64.947	11.065	8.742	13.092	340.036	-27.388	6.765	8.269	2.326
297.250	65.503	10.573	8.390	12.717	341.070	-27.524	6.616	8.112	2.317
297.375	65.652	10.115	8.043	11.473	341.982	-27.606	6.556	7.965	2.303
297.500	64.331	9.811	7.797	10.542	344.304	-27.659	6.610	7.769	2.293
297.625	61.301	9.729	7.723	11.029	346.325	-27.724	6.675	7.553	2.296
297.750	60.854	9.931	7.867	12.511	340.023	-27.834	6.592	7.687	2.308
297.875	62.344	10.555	8.336	12.535	340.935	-27.796	6.711	7.749	2.325
298.000	61.848	11.230	8.827	12.206	333.097	-27.845	7.069	7.810	2.346
298.125	61.123	11.677	9.163	12.755	329.633	-27.879	7.525	7.851	2.370
298.250	60.298	11.605	9.144	12.916	329.239	-27.893	8.129	7.907	2.392
298.375	59.126	10.912	8.705	11.637	328.547	-27.892	8.873	7.914	2.403
298.500	58.232	9.904	8.075	10.797	334.508	-27.803	9.432	7.561	2.391
298.625	59.473	9.235	7.583	10.828	340.203	-27.757	9.728	7.195	2.358
298.750	60.715	8.875	7.273	10.788	343.350	-27.711	9.775	7.023	2.337
298.875	61.897	8.913	7.243	10.884	344.055	-27.720	9.696	6.826	2.334
299.000	63.258	9.232	7.416	11.021	342.270	-27.785	9.501	6.638	2.342
299.125	64.609	9.604	7.631	10.996	339.931	-27.897	9.265	6.559	2.350
299.250	64.609	9.774	7.732	10.682	343.120	-28.086	9.299	6.551	2.346
299.375	62.374	9.611	7.625	10.020	347.070	-28.318	9.236	6.463	2.326
299.500	61.570	9.154	7.340	9.760	352.113	-28.522	9.298	6.268	2.299
299.625	62.791	8.642	7.006	9.640	357.018	-28.745	9.185	6.218	2.275
299.750	65.483	8.233	6.724	9.425	361.650	-28.965	8.885	6.314	2.259
299.875	68.215	8.028	6.576	9.174	366.437	-29.150	8.479	6.441	2.254
300.000	68.960	8.092	6.628	9.513	371.827	-29.318	7.951	6.509	2.254
300.125	65.136	8.439	6.872	10.555	372.057	-29.579	7.606	6.223	2.254
300.250	63.457	8.840	7.159	11.098	372.831	-29.742	7.254	6.112	2.255
300.375	62.553	9.140	7.381	11.203	371.693	-29.823	7.235	6.058	2.261
300.500	62.901	9.214	7.449	10.992	369.885	-29.863	7.381	5.965	2.266
300.625	64.927	8.997	7.312	10.644	367.910	-29.904	7.468	5.777	2.265
300.750	67.112	8.524	6.969	10.388	361.076	-29.954	7.674	5.482	2.257
300.875	65.871	8.091	6.627	9.913	361.834	-29.879	7.618	5.718	2.249
301.000	63.835	7.761	6.361	9.873	362.047	-29.958	7.482	5.949	2.253
301.125	63.060	7.612	6.254	10.346	367.044	-30.043	7.273	6.032	2.260
301.250	62.980	7.755	6.404	10.819	371.207	-30.124	7.038	6.122	2.265
301.375	62.930	8.286	6.867	11.014	368.002	-30.216	6.865	6.410	2.268
301.500	64.669	9.244	7.615	11.713	360.026	-30.237	6.878	6.836	2.276
301.625	62.682	10.500	8.437	16.747	348.635	-30.170	7.430	7.277	2.317
301.750	61.291	11.155	8.863	17.801	338.186	-30.099	8.015	7.515	2.364
301.875	60.199	10.980	8.769	14.734	334.646	-30.055	8.513	7.688	2.397
302.000	60.000	10.259	8.331	11.149	336.801	-30.027	8.889	7.839	2.399
302.125	61.291	9.507	7.861	10.521	342.087	-30.027	9.106	7.983	2.371
302.250	63.775	9.182	7.637	12.308	352.415	-30.161	9.032	8.169	2.329
302.375	62.782	9.518	7.931	15.848	355.909	-30.368	8.621	8.320	2.295
302.500	59.722	10.352	8.596	18.149	356.791	-30.547	8.313	8.671	2.273
302.625	57.546	11.328	9.433	18.756	355.515	-30.649	7.970	9.230	2.259
302.750	56.901	12.313	10.343	18.628	351.778	-30.708	7.693	9.876	2.253
302.875	57.457	13.377	11.313	19.049	344.672	-30.749	7.638	10.448	2.258
303.000	59.245	14.770	12.406	20.555	332.825	-30.681	7.829	10.842	2.273
303.125	58.003	16.034	13.200	24.779	312.169	-30.766	8.124	10.800	2.273
303.250	59.543	15.951	12.888	28.695	304.268	-30.786	8.838	10.622	2.303
303.375	62.404	14.089	11.454	24.260	303.294	-30.810	9.616	10.161	2.339
303.500	65.821	11.324	9.502	14.952	312.513	-30.801	10.160	9.403	2.366
303.625	68.623	8.935	7.764	8.251	330.394	-30.690	10.308	8.555	2.375
303.750	68.126	7.705	6.601	8.104	336.696	-30.454	10.109	8.151	2.367
303.875	68.126	7.525	6.330	10.437	341.936	-30.017	9.807	7.747	2.359
304.000	68.205	8.045	6.671	13.775	338.822	-29.572	9.006	7.515	2.355
304.125	67.738	8.971	7.356	14.646	335.397	-29.121	8.107	7.513	2.354
304.250	67.331	9.935	8.140	13.694	333.963	-28.722	7.543	7.767	2.351
304.375	67.728	10.670	8.849	13.047	332.671	-28.417	7.468	8.177	2.342
304.500	68.722	11.187	9.444	13.676	327.126	-28.152	7.447	8.423	2.330
304.625	69.070	11.669	9.945	14.713	325.646	-27.988	7.601	9.032	2.324
304.750	69.735	12.302	10.508	15.789	317.300	-27.904	7.865	9.459	2.325
304.875	68.782	12.910	11.016	16.102	313.776	-27.922	8.137	9.742	2.329
305.000	68.622	13.225	11.264	15.734	314.124	-27.995	8.400	9.771	2.335
305.125	70.957	12.990	11.054	15.014	315.364	-28.099	8.724	9.514	2.341
305.250	71.702	12.069	10.285	13.883	323.071	-28.313	9.264	9.231	2.346
305.375	72.795	10.894	9.330	12.321	325.121	-28.658	9.823	8.760	2.351
305.500	71.821	9.892	8.490	11.086	330.151	-28.886	10.153	8.334	2.353
305.625	70.599	9.192	7.863	10.302	338.061	-29.048	10.231	8.020	2.351
305.750	69.676	8.799	7.479	10.126	345.535	-29.160	10.069	7.829	2.345
305.875	68.980	8.640	7.314	10.580	350.472	-29.238	9.715	7.687	2.337
306.000	68.483	8.624	7.312	11.380	356.473	-29.343	9.266	7.395	2.331
306.125	69.030	8.681	7.438	11.520	357.838	-29.348	8.608	7.354	2.324
306.250	69.973	8.788	7.644	11.619	361.545	-29.453	8.103	7.486	2.311
306.375	70.242	9.084	8.015	12.350	361.896	-29.593	7.759	7.764	2.296
306.500	68.802	9.674	8.605	14.430	360.164	-29.719	7.549	8.200	2.282
306.625	65.662	10.561	9.398	18.006	358.051	-29.794	7.478	8.721	2.275
306.750	62.881	11.572	10.268	22.045	351.142	-29.798	7.645	9.047	2.275
306.875	63.030	12.404	11.003	20.829	343.320	-29.827	7.907	9.602	2.288
307.000	62.662	12.770	11.357	16.856	334.039	-29.860	8.347	10.073	2.307
307.125	63.209	12.644	11.271	15.419	329.222	-29.800	9.066	10.247	2.328
307.250	63.099	12.232	10.911	15.416	328.875	-29.725	10.008	10.187	2.345
307.375	61.391	11.755	10.486	14.012	330.476	-29.732	10.972	10.154	2.352
307.500	61.391	11.242	10.054	11.309	332.411	-29.783	11.631	10.537	2.350
307.625	60.149	10.827	9.755	13.070	338.031	-29.661	11.895	10.527	2.343
307.750	62.682	10.661	9.696	12.129	339.157	-29.471	11.730	10.387	2.335
307.875	64.073	10.760	9.918	12.286	340.912	-29.278	11.287	10.589	2.324
308.000	63.378	11.328	10.556	15.667	341.601	-29.049	10.627	11.203	2.308
308.125	61.242	12.549	11.735	21.536	338.232	-28.743	9.870	12.008	2.294
308.250	57.517	14.376	13.463	25.110	332.005	-28.389	9.342	12.626	2.292
308.375	57.119	17.363	16.154	28.660	316.283	-28.200	9.602	13.782	2.303
308.500	58.232	20.186	18.657	37.111	296.552	-27.997	10.362	14.608	2.321
308.625	59.126	21.391	19.778	36.575	280.466	-27.854	11.603	15.074	2.345
308.750	59.682	20.422	19.083	27.000	272.037	-27.729	13.055	15.116	2.375
308.875	60.089	17.758	16.981	16.584	273.465	-27.560	14.273	14.809	2.411
309.000	59.543	15.059	14.813	16.181	286.982	-27.354	14.716	14.523	2.440
309.125	61.530	13.543	13.395	15.949	302.474	-27.072	14.503	13.865	2.442
309.250	61.530	12.847	12.685	15.734	313.166	-26.787	13.772	13.605	2.420
309.375	61.659	12.947	12.674	15.847	316.053	-26.501	12.646	13.681	2.388
309.500	60.994	13.581	13.177	16.188	313.533	-26.248	11.331	14.050	2.361
309.625	59.215	14.451	13.973	16.657	308.560	-26.046	10.165	14.699	2.352
309.750	60.258	15.430	14.938	17.568	299.787	-25.844	9.679	15.641	2.363
309.875	62.493	16.746	16.339	19.870	292.346	-25.600	9.587	16.873	2.376
310.000	63.338	18.713	18.414	21.733	282.717	-25.373	9.813	18.635	2.384
310.125	61.272	21.920	21.621	25.260	271.125	-25.082	10.360	20.567	2.394
310.250	57.417	26.798	26.301	29.259	258.383	-24.767	11.533	22.739	2.412
310.375	53.941	33.096	32.207	36.709	244.803	-24.484	13.532	25.135	2.438
310.500	52.450	39.349	38.012	62.242	229.160	-24.198	16.031	27.138	2.466
310.625	55.927	41.801	40.498	83.828	222.133	-24.064	19.287	28.740	2.497
310.750	56.424	41.573	40.621	64.139	215.594	-23.892	22.988	29.791	2.526
310.875	57.665	39.893	39.295	40.221	211.476	-23.764	26.967	30.293	2.551
311.000	60.159	38.189	37.619	37.633	208.045	-23.658	30.742	30.030	2.571
311.125	63.705	37.043	36.116	58.019	202.782	-23.543	33.934	28.883	2.584
311.250	69.913	35.167	33.973	66.669	195.302	-23.471	36.688	27.133	2.594
311.375	73.639	30.676	29.672	43.832	190.594	-23.445	38.135	24.204	2.604
311.500	75.060	24.602	23.802	31.185	187.828	-23.477	38.871	20.920	2.604
311.625	75.755	18.208	17.708	38.742	196.486	-23.584	38.726	17.181	2.593
311.750	73.431	12.589	12.502	46.544	216.490	-23.706	37.975	13.365	2.582
311.875	66.626	8.476	8.762	33.335	245.633	-23.781	36.704	9.939	2.573
312.000	59.424	6.042	6.222	5.257	287.024	-23.824	34.180	7.078	2.561
312.125	50.881	4.547	4.542	4.422	337.530	-23.707	30.062	5.540	2.507
312.250	45.398	3.788	3.623	4.314	382.654	-23.542	25.151	4.313	2.413
312.375	44.106	3.500	3.227	4.435	416.345	-23.269	20.331	3.677	2.309
312.500	46.390	3.586	3.244	4.727	431.460	-22.884	15.647	3.553	2.227
312.625	50.861	4.002	3.614	5.285	426.434	-22.402	11.244	3.729	2.187
312.750	56.324	4.637	4.231	6.075	411.929	-21.830	8.311	4.091	2.184
312.875	56.573	5.582	5.146	6.721	388.802	-21.081	7.312	4.430	2.208
313.000	54.437	6.945	6.288	8.353	364.675	-20.302	7.136	4.877	2.238
313.125	51.557	8.409	7.435	10.262	344.488	-19.510	7.161	5.106	2.266
313.250	50.563	9.298	8.104	10.867	331.394	-18.802	7.346	5.006	2.288
313.375	52.351	9.035	7.894	9.212	328.714	-18.267	7.668	4.634	2.303
313.500	53.344	7.605	6.827	6.481	341.890	-17.897	7.563	4.163	2.321
313.625	57.566	6.206	5.746	5.246	359.281	-17.733	7.436	3.848	2.328
313.750	58.371	5.448	4.987	5.057	377.828	-17.696	7.264	3.469	2.322
313.875	59.990	5.203	4.613	5.291	382.697	-17.715	7.125	3.409	2.298
314.000	62.622	5.369	4.565	5.734	374.199	-17.720	6.922	3.584	2.276
314.125	64.768	5.768	4.693	6.159	361.667	-17.684	6.588	3.767	2.272
314.250	65.563	6.048	4.783	5.896	357.339	-17.654	6.281	3.900	2.292
314.375	66.308	5.887	4.650	5.241	363.035	-17.558	6.153	3.756	2.294
314.500	66.338	5.705	4.513	5.018	378.661	-17.299	6.012	3.814	2.285
314.625	67.172	5.657	4.460	5.374	386.545	-17.079	5.817	3.898	2.285
314.750	69.556	5.772	4.514	5.993	385.482	-16.958	5.612	3.956	2.300
314.875	72.963	6.006	4.643	6.453	380.207	-16.892	5.418	4.015	2.319
315.000	75.099	6.284	4.777	6.584	370.827	-16.766	5.124	4.141	2.321
315.125	74.603	6.202	4.726	6.222	366.916	-16.652	4.778	4.305	2.300
315.250	72.159	5.912	4.570	5.857	373.363	-16.633	4.608	4.303	2.274
315.375	68.454	5.769	4.532	5.620	375.702	-16.607	4.566	4.265	2.257
315.500	63.735	5.963	4.744	6.105	372.923	-16.544	4.554	4.322	2.260
315.625	58.510	6.570	5.229	7.921	366.667	-16.470	4.551	4.535	2.288
315.750	54.239	7.614	5.884	11.244	350.413	-16.458	4.727	4.816	2.334
315.875	56.523	8.620	6.451	10.116	345.781	-16.470	5.176	4.990	2.379
316.000	62.344	8.985	6.698	7.861	339.931	-16.459	5.549	5.293	2.402
316.125	68.453	8.842	6.662	6.838	341.890	-16.422	5.561	5.565	2.405
316.250	74.642	8.468	6.460	7.280	347.070	-16.335	5.441	5.699	2.397
316.375	80.990	8.157	6.245	8.222	349.288	-16.191	5.454	5.699	2.387
316.500	85.112	8.094	6.175	8.422	352.782	-16.044	5.431	5.728	2.383
316.625	91.321	8.281	6.312	8.169	350.732	-16.023	5.153	5.935	2.372
316.750	93.358	8.429	6.462	8.489	353.238	-16.059	4.990	5.945	2.354
316.875	96.347	8.555	6.603	8.788	357.293	-16.099	5.111	5.773	2.335
317.000	99.040	8.728	6.758	8.939	359.403	-16.145	5.388	5.607	2.319
317.125	99.566	8.966	6.932	9.065	357.657	-16.186	5.662	5.584	2.308
317.250	101.205	9.128	7.049	9.318	353.783	-16.140	6.001	5.573	2.305
317.375	104.682	8.874	6.895	8.847	352.418	-15.975	6.012	5.159	2.306
317.500	106.569	8.214	6.487	7.733	351.719	-15.811	6.119	4.897	2.309
317.625	106.927	7.387	5.943	6.634	354.239	-15.670	6.088	4.702	2.310
317.750	104.504	6.597	5.379	5.872	358.491	-15.552	5.897	4.524	2.308
317.875	99.368	5.990	4.898	5.486	362.671	-15.463	5.555	4.289	2.305
318.000	95.543	5.632	4.584	5.283	368.366	-15.438	4.924	3.851	2.300
318.125	91.570	5.588	4.547	5.290	367.073	-15.429	4.750	4.002	2.300
318.250	90.576	5.756	4.689	5.577	364.567	-15.448	4.507	3.902	2.298
318.375	89.642	6.042	4.912	6.088	359.570	-15.465	4.395	3.874	2.297
318.500	88.808	6.343	5.132	6.523	355.758	-15.485	4.412	3.930	2.298
318.625	88.470	6.553	5.277	6.614	354.603	-15.521	4.548	4.026	2.299
318.750	86.782	6.579	5.300	6.398	348.225	-15.584	4.982	4.323	2.302
318.875	90.010	6.263	5.151	6.494	349.022	-15.618	4.780	4.324	2.308
319.000	91.649	5.913	4.997	6.824	344.806	-15.702	4.579	4.554	2.316
319.125	93.457	5.893	5.164	7.265	339.157	-15.720	4.564	5.010	2.326
319.250	91.729	6.444	5.863	10.863	326.870	-15.722	4.584	5.680	2.342
319.375	83.762	7.800	7.199	21.427	304.072	-15.768	4.516	6.546	2.373
319.500	74.325	10.289	9.180	41.115	278.327	-15.776	4.637	7.595	2.427
319.625	64.143	13.891	11.942	43.191	264.275	-15.763	5.496	8.440	2.492
319.750	61.033	16.273	13.941	31.370	262.923	-15.727	6.518	9.143	2.520
319.875	63.029	16.182	14.067	21.208	275.748	-15.814	7.262	9.727	2.489
320.000	67.013	14.285	12.703	16.566	295.807	-15.944	7.707	10.069	2.412
320.125	70.261	12.030	10.911	14.709	315.869	-16.018	7.998	10.047	2.321
320.250	72.000	10.505	9.621	11.423	336.604	-16.119	8.194	9.685	2.261
320.375	75.228	9.934	9.063	12.377	340.440	-16.275	7.969	9.927	2.241
320.500	78.139	10.076	9.207	13.293	345.673	-16.424	7.254	10.136	2.236
320.625	77.960	10.865	9.935	14.650	349.957	-16.536	6.482	10.345	2.235
320.750	75.556	12.326	11.158	17.540	353.586	-16.619	6.020	10.777	2.230
320.875	72.676	14.331	12.750	21.335	356.936	-16.710	5.989	11.527	2.221
321.000	69.199	16.357	14.468	21.343	357.884	-16.862	6.090	12.244	2.208
321.125	70.887	17.714	15.880	20.606	355.000	-17.085	6.197	13.066	2.194
321.250	67.808	18.866	17.165	21.607	354.967	-17.240	6.812	14.107	2.186
321.375	66.248	19.854	18.306	24.612	355.197	-17.414	7.660	15.248	2.183
321.500	66.199	20.864	19.412	28.438	355.699	-17.614	8.449	16.279	2.184
321.625	66.199	21.970	20.527	31.087	357.185	-17.813	9.042	17.095	2.185
321.750	68.185	22.881	21.437	30.365	359.160	-17.998	9.644	17.911	2.185
321.875	64.709	22.894	21.574	27.755	359.314	-18.162	10.828	18.260	2.186
322.000	63.815	22.569	21.391	25.563	361.165	-18.376	12.001	18.661	2.188
322.125	63.894	22.300	21.210	26.108	360.597	-18.581	13.012	18.968	2.189
322.250	64.669	22.376	21.275	28.659	359.236	-18.742	14.077	19.193	2.187
322.375	65.364	22.910	21.705	30.773	358.264	-18.833	15.312	19.455	2.182
322.500	62.881	23.769	22.443	29.625	352.188	-18.816	16.262	19.928	2.175
322.625	61.887	24.133	22.838	28.966	353.291	-18.849	16.614	20.416	2.172
322.750	61.530	24.060	22.936	26.257	353.176	-18.809	16.896	20.699	2.172
322.875	64.281	23.914	22.994	22.668	356.017	-18.748	17.472	20.930	2.173
323.000	66.914	24.152	23.384	22.863	359.905	-18.735	18.124	21.166	2.172
323.125	66.606	25.048	24.338	29.292	361.850	-18.813	18.672	21.415	2.168
323.250	67.053	26.412	25.693	36.475	362.759	-18.952	19.591	21.670	2.164
323.375	63.328	27.274	26.694	38.256	362.457	-18.918	21.218	21.719	2.160
323.500	62.106	27.073	26.824	33.961	360.633	-18.897	22.856	21.794	2.157
323.625	61.868	25.914	26.106	29.207	359.049	-18.855	24.266	21.670	2.154
323.750	61.470	24.393	24.978	27.459	358.615	-18.801	25.577	21.425	2.157
323.875	60.993	23.260	24.042	28.931	356.959	-18.747	26.932	21.156	2.169
324.000	62.583	23.096	23.812	29.484	345.948	-18.663	28.135	20.693	2.194
324.125	63.328	24.286	24.744	28.684	345.945	-18.697	29.280	20.000	2.194
324.250	66.854	26.219	26.327	30.020	336.650	-18.765	30.966	18.931	2.224
324.375	70.480	27.182	27.025	29.482	321.273	-18.838	33.100	17.404	2.264
324.500	73.708	24.335	24.269	26.742	306.804	-18.878	35.466	15.447	2.301
324.625	75.596	17.042	17.571	22.341	300.000	-18.872	37.799	13.181	2.329
324.750	72.119	10.198	11.640	14.879	303.340	-18.876	39.868	10.791	2.335
324.875	66.656	6.875	8.082	7.076	322.667	-18.893	39.626	8.601	2.305
325.000	59.802	5.138	5.884	4.602	350.226	-18.927	36.474	6.793	2.261
325.125	56.801	4.457	4.890	4.632	373.196	-18.952	31.764	5.729	2.223
325.250	57.278	4.498	4.880	5.738	385.528	-18.974	26.242	5.361	2.207
325.375	59.016	5.164	5.652	7.236	385.180	-19.012	20.414	5.458	2.218
325.500	61.748	6.640	7.113	8.523	371.283	-19.083	14.919	5.850	2.245
325.625	65.672	8.738	9.019	9.788	352.372	-18.911	11.545	6.822	2.271
325.750	69.755	11.103	11.291	12.392	333.281	-18.732	10.474	8.005	2.293
325.875	73.192	13.695	13.894	16.657	316.965	-18.651	10.724	9.180	2.313
326.000	74.285	16.449	16.675	23.804	301.716	-18.651	11.642	10.262	2.332
326.125	72.268	18.892	19.063	35.165	284.449	-18.686	12.856	11.191	2.346
326.250	69.139	19.769	19.773	51.381	264.019	-18.774	14.236	11.834	2.360
326.375	61.838	18.016	17.948	75.501	247.766	-19.065	15.404	11.949	2.376
326.500	55.014	15.414	15.472	57.799	240.807	-19.298	16.329	11.937	2.401
326.625	51.586	13.257	13.351	29.428	242.100	-19.401	16.804	11.898	2.420
326.750	54.258	12.125	12.085	11.976	255.902	-19.418	16.845	11.906	2.418
326.875	62.533	12.150	11.844	11.945	281.663	-19.402	16.475	12.102	2.385
327.000	69.735	13.291	12.637	15.215	303.842	-19.305	15.499	12.782	2.331
327.125	75.447	15.982	14.679	17.953	327.080	-19.326	14.751	13.823	2.282
327.250	78.020	18.866	17.083	20.265	330.938	-19.401	14.221	14.649	2.254
327.375	82.311	21.468	19.383	23.047	328.950	-19.498	13.984	15.411	2.243
327.500	87.278	23.132	20.919	25.249	324.259	-19.579	14.131	15.958	2.238
327.625	89.752	23.216	21.090	25.325	316.831	-19.618	14.722	16.071	2.236
327.750	88.212	21.284	19.595	22.671	310.679	-19.609	15.735	15.696	2.235
327.875	87.318	17.820	16.762	20.409	305.666	-19.412	16.479	15.085	2.242
328.000	82.967	15.203	14.550	19.994	304.603	-19.130	17.179	14.424	2.250
328.125	79.391	13.793	13.274	17.879	306.939	-18.874	17.739	13.688	2.264
328.250	74.285	13.641	12.968	17.882	308.642	-18.624	18.160	12.974	2.299
328.375	65.742	14.622	13.508	25.586	305.151	-18.330	18.509	12.382	2.366
328.500	59.186	16.552	14.728	42.748	294.364	-18.023	18.907	11.883	2.463
328.625	57.447	16.432	14.345	42.894	272.799	-17.758	19.975	10.892	2.540
328.750	58.689	12.957	11.732	25.798	258.944	-17.563	21.032	9.505	2.556
328.875	59.245	8.917	8.643	11.455	253.173	-17.314	21.678	7.956	2.515
329.000	56.623	5.897	6.067	5.096	263.406	-17.037	21.478	6.491	2.442
329.125	50.285	4.361	4.377	3.915	293.494	-16.800	20.199	5.218	2.366
329.250	42.438	3.721	3.481	3.816	331.545	-16.594	18.037	3.955	2.291
329.375	38.216	3.708	3.408	3.713	367.884	-16.443	14.825	3.123	2.274
329.500	40.351	4.113	3.735	3.926	390.161	-16.254	11.491	3.014	2.263
329.625	44.463	4.711	4.204	4.360	396.253	-16.094	8.645	3.154	2.259
329.750	48.775	5.248	4.616	4.963	393.701	-15.986	6.723	3.246	2.262
329.875	51.487	5.514	4.837	5.371	389.652	-15.925	5.864	3.202	2.270
