#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
121.875	2.328	-17.081	10.976	7.289	10.976	65.709	10.361	8.137	10.959
122.000	2.319	-17.988	11.609	7.905	11.609	61.962	11.500	9.061	11.778
122.125	2.313	-18.838	12.388	8.430	12.388	60.778	12.527	9.961	12.639
122.250	2.311	-19.611	13.046	8.743	13.046	62.363	13.135	10.595	16.938
122.375	2.303	-20.329	13.379	8.783	13.379	64.684	13.096	10.750	22.620
122.500	2.281	-20.952	13.261	8.586	13.261	65.166	12.423	10.377	20.868
122.625	2.251	-21.443	12.768	8.258	12.768	63.333	11.414	9.639	13.315
122.750	2.225	-21.842	12.189	7.950	12.189	62.819	10.523	8.885	10.810
122.875	2.201	-22.178	11.579	7.733	11.579	63.576	9.948	8.289	11.269
123.000	2.170	-22.482	10.823	7.621	10.823	62.810	9.727	7.929	13.293
123.125	2.134	-22.747	9.847	7.575	9.847	59.142	9.793	7.823	11.371
123.250	2.104	-22.963	8.912	7.514	8.912	56.350	9.921	7.832	10.350
123.375	2.097	-23.097	8.237	7.394	8.237	57.175	9.980	7.848	9.681
123.500	2.114	-23.170	7.790	7.228	7.790	59.794	9.932	7.811	9.528
123.625	2.146	-23.195	7.492	7.100	7.492	61.697	9.788	7.714	9.581
123.750	2.177	-23.217	7.416	7.076	7.416	64.674	9.607	7.595	9.698
123.875	2.192	-23.230	7.518	7.174	7.518	68.363	9.479	7.513	9.675
124.000	2.188	-23.234	7.723	7.377	7.723	69.461	9.565	7.566	9.906
124.125	2.182	-23.222	8.059	7.657	8.059	67.124	10.101	7.917	10.501
124.250	2.206	-23.209	8.612	7.954	8.612	65.664	11.041	8.568	10.994
124.375	2.269	-23.192	9.412	8.214	9.412	65.107	12.189	9.428	11.920
124.500	2.346	-23.177	10.335	8.373	10.335	64.894	13.175	10.264	14.318
124.625	2.366	-23.177	11.088	8.349	11.088	64.754	13.425	10.643	19.986
124.750	2.325	-23.164	11.499	8.170	11.499	63.727	12.875	10.409	23.041
124.875	2.252	-23.133	11.697	7.908	11.697	62.544	11.802	9.691	16.704
125.000	2.189	-23.083	11.795	7.648	11.795	64.530	10.656	8.796	11.644
125.125	2.163	-23.040	11.760	7.449	11.760	68.726	9.850	8.045	10.060
125.250	2.159	-23.021	11.478	7.289	11.478	69.932	9.446	7.560	9.702
125.375	2.164	-23.057	10.922	7.128	10.922	69.440	9.369	7.343	9.585
125.500	2.172	-23.118	10.283	6.933	10.283	71.702	9.468	7.321	9.671
125.625	2.181	-23.197	9.847	6.712	9.847	74.943	9.581	7.386	9.816
125.750	2.191	-23.275	9.584	6.522	9.584	74.535	9.632	7.439	9.846
125.875	2.199	-23.373	9.326	6.417	9.326	71.349	9.620	7.453	9.841
126.000	2.200	-23.488	9.114	6.423	9.114	67.877	9.567	7.424	9.788
126.125	2.190	-23.634	9.085	6.512	9.085	65.263	9.500	7.360	9.504
126.250	2.176	-23.786	9.007	6.586	9.007	65.184	9.440	7.289	9.457
126.375	2.160	-23.915	8.929	6.588	8.929	66.158	9.395	7.230	9.400
126.500	2.146	-24.053	8.910	6.507	8.910	64.451	9.376	7.203	9.339
126.625	2.138	-24.149	8.924	6.387	8.924	61.143	9.399	7.225	9.290
126.750	2.134	-24.241	8.980	6.314	8.980	61.065	9.469	7.285	9.377
126.875	2.132	-24.297	9.140	6.339	9.140	63.541	9.591	7.372	9.586
127.000	2.133	-24.326	9.294	6.478	9.294	64.034	9.753	7.482	9.876
127.125	2.137	-24.289	9.290	6.711	9.290	62.632	9.938	7.617	10.012
127.250	2.147	-24.209	9.377	6.961	9.377	62.484	10.135	7.775	9.958
127.375	2.159	-24.092	9.512	7.159	9.512	61.770	10.349	7.949	9.957
127.500	2.171	-23.921	9.624	7.251	9.624	59.146	10.581	8.120	10.279
127.625	2.176	-23.700	9.709	7.216	9.709	56.913	10.805	8.261	11.579
127.750	2.172	-23.395	9.780	7.124	9.780	57.961	10.972	8.354	13.374
127.875	2.162	-23.034	9.837	7.046	9.837	60.249	11.044	8.397	12.573
128.000	2.149	-22.600	9.888	7.032	9.888	60.489	11.018	8.398	11.011
128.125	2.137	-22.099	9.916	7.096	9.916	58.776	10.907	8.357	10.155
128.250	2.134	-21.503	9.901	7.171	9.901	57.803	10.727	8.266	10.028
128.375	2.144	-20.821	9.886	7.185	9.886	58.853	10.459	8.105	9.998
128.500	2.173	-20.053	9.977	7.089	9.977	62.635	10.085	7.860	9.974
128.625	2.221	-19.224	10.023	6.883	10.023	67.328	9.641	7.550	9.524
128.750	2.275	-18.437	10.026	6.655	10.026	71.477	9.266	7.266	8.658
128.875	2.319	-17.706	10.155	6.482	10.155	74.158	9.100	7.094	8.150
129.000	2.337	-17.066	10.426	6.425	10.426	76.662	9.235	7.103	8.278
129.125	2.320	-16.516	10.760	6.524	10.760	78.688	9.689	7.342	8.291
129.250	2.277	-16.073	11.067	6.710	11.067	79.367	10.234	7.708	8.671
129.375	2.224	-15.694	11.279	6.888	11.279	77.177	10.629	8.058	9.472
129.500	2.184	-15.361	11.290	6.956	11.290	73.179	10.679	8.229	10.346
129.625	2.185	-15.015	11.216	6.817	11.216	71.920	10.311	8.092	10.502
129.750	2.215	-14.645	11.084	6.535	11.084	75.278	9.768	7.765	9.584
129.875	2.254	-14.262	10.780	6.216	10.780	81.276	9.260	7.390	8.010
130.000	2.282	-13.887	10.317	5.983	10.317	86.442	8.932	7.098	7.055
130.125	2.289	-13.533	9.779	5.932	9.779	86.689	8.855	6.981	7.497
130.250	2.284	-13.197	9.281	6.014	9.281	85.118	8.916	6.986	8.190
130.375	2.272	-12.915	8.857	6.152	8.857	84.112	9.015	7.040	7.951
130.500	2.260	-12.726	8.498	6.257	8.498	84.591	9.063	7.064	7.517
130.625	2.253	-12.669	8.235	6.248	8.235	84.955	9.009	7.009	7.875
130.750	2.253	-12.663	8.080	6.151	8.080	84.111	8.931	6.930	7.809
130.875	2.256	-12.690	8.005	6.028	8.005	84.535	8.936	6.912	7.393
131.000	2.249	-12.711	7.999	5.966	7.999	85.728	9.099	7.023	7.113
131.125	2.227	-12.711	8.215	6.043	8.215	83.125	9.437	7.287	7.246
131.250	2.202	-12.646	8.594	6.197	8.594	78.032	9.831	7.606	8.202
131.375	2.183	-12.508	8.939	6.323	8.939	74.563	10.142	7.875	9.515
131.500	2.174	-12.282	9.261	6.326	9.261	77.683	10.217	7.977	9.466
131.625	2.175	-11.993	9.557	6.158	9.557	81.546	9.922	7.796	7.986
131.750	2.185	-11.688	9.797	5.899	9.797	80.974	9.382	7.408	7.111
131.875	2.212	-11.361	9.926	5.628	9.926	79.167	8.738	6.917	7.406
132.000	2.257	-11.028	9.925	5.409	9.925	79.982	8.142	6.437	7.352
132.125	2.307	-10.732	9.652	5.301	9.652	86.006	7.754	6.095	6.903
132.250	2.338	-10.566	9.182	5.319	9.182	91.445	7.619	5.934	5.983
132.375	2.337	-10.543	8.733	5.474	8.733	93.247	7.758	5.975	5.715
132.500	2.307	-10.696	8.352	5.724	8.352	92.078	8.148	6.208	6.138
132.625	2.266	-10.964	8.072	5.971	8.072	90.852	8.722	6.609	6.731
132.750	2.231	-11.263	7.875	6.123	7.875	90.896	9.281	7.057	7.424
132.875	2.210	-11.561	7.782	6.156	7.782	90.694	9.644	7.424	7.892
133.000	2.203	-11.842	7.774	6.105	7.774	90.238	9.685	7.594	8.214
133.125	2.214	-12.067	7.838	6.049	7.838	90.080	9.377	7.490	8.171
133.250	2.239	-12.222	7.962	6.052	7.962	88.721	8.943	7.230	7.790
133.375	2.272	-12.340	8.138	6.125	8.138	85.924	8.578	6.944	7.122
133.500	2.297	-12.401	8.418	6.245	8.418	84.117	8.440	6.765	6.677
133.625	2.293	-12.478	8.912	6.363	8.912	83.693	8.673	6.835	6.829
133.750	2.260	-12.586	9.342	6.444	9.342	81.569	9.206	7.158	7.881
133.875	2.209	-12.694	9.577	6.488	9.577	75.719	9.928	7.691	9.610
134.000	2.158	-12.728	9.709	6.521	9.709	68.555	10.636	8.307	10.045
134.125	2.129	-12.647	9.809	6.582	9.809	64.442	10.990	8.745	10.295
134.250	2.130	-12.410	9.836	6.665	9.836	64.946	10.823	8.803	10.366
134.375	2.159	-11.989	9.735	6.721	9.735	70.523	10.137	8.415	10.153
134.500	2.205	-11.432	9.405	6.688	9.405	79.991	9.127	7.693	8.889
134.625	2.252	-10.729	8.743	6.514	8.743	88.877	8.168	6.907	7.219
134.750	2.286	-9.981	8.125	6.278	8.125	94.110	7.610	6.356	6.195
134.875	2.298	-9.260	7.770	6.101	7.770	94.729	7.650	6.207	5.867
135.000	2.284	-8.659	7.684	6.114	7.684	92.018	8.346	6.543	5.831
135.125	2.249	-8.226	7.840	6.419	7.840	86.908	9.600	7.380	7.071
135.250	2.211	-7.971	8.135	6.872	8.135	81.479	10.838	8.362	10.150
135.375	2.191	-7.862	8.466	7.287	8.466	78.161	11.437	9.029	14.764
135.500	2.204	-7.881	8.730	7.492	8.730	78.499	11.005	8.992	15.445
135.625	2.251	-8.000	8.914	7.398	8.914	82.712	9.765	8.260	10.979
135.750	2.298	-8.173	9.121	7.182	9.121	88.232	8.610	7.457	7.102
135.875	2.312	-8.388	9.408	7.057	9.408	92.896	8.038	6.987	5.559
136.000	2.283	-8.624	9.690	7.207	9.690	93.838	8.232	7.059	5.644
136.125	2.229	-8.872	9.792	7.744	9.792	87.821	9.272	7.841	7.548
136.250	2.176	-9.126	9.824	8.490	9.824	79.551	10.884	9.193	10.914
136.375	2.140	-9.371	9.910	9.242	9.910	73.799	12.867	10.982	12.614
136.500	2.121	-9.574	10.118	9.815	10.118	68.991	14.930	12.959	12.076
136.625	2.117	-9.703	10.661	10.059	10.661	64.479	16.493	14.593	11.498
136.750	2.124	-9.762	11.226	10.016	11.226	63.997	16.979	15.288	12.190
136.875	2.143	-9.747	11.511	9.729	11.511	70.330	15.966	14.589	13.982
137.000	2.173	-9.693	11.370	9.243	11.370	80.949	13.570	12.567	15.143
137.125	2.210	-9.632	10.877	8.594	10.877	91.941	10.617	9.940	13.423
137.250	2.242	-9.616	10.213	7.900	10.213	103.375	8.192	7.671	9.965
137.375	2.264	-9.683	9.523	7.308	9.523	111.871	6.734	6.137	6.278
137.500	2.272	-9.880	8.947	7.002	8.947	112.231	6.336	5.427	4.538
137.625	2.261	-10.240	8.309	7.288	8.309	101.893	7.210	5.716	5.269
137.750	2.232	-10.688	7.776	8.247	7.776	87.621	9.295	6.989	8.342
137.875	2.191	-11.200	7.580	9.916	7.580	74.675	12.764	9.485	12.187
138.000	2.149	-11.746	7.903	12.188	7.903	65.235	17.702	13.481	16.741
138.125	2.117	-12.307	8.810	14.806	8.810	60.942	23.860	19.136	26.558
138.250	2.098	-12.801	10.020	17.341	10.020	59.841	29.769	25.160	43.886
138.375	2.093	-13.262	11.306	19.518	11.306	59.467	33.895	29.913	52.888
138.500	2.098	-13.623	12.531	21.209	12.531	58.641	35.427	32.252	47.735
138.625	2.108	-13.910	13.765	22.368	13.765	58.747	34.714	32.088	37.080
138.750	2.117	-14.159	14.998	23.183	14.998	60.252	33.424	30.924	32.259
138.875	2.123	-14.395	15.933	23.736	15.933	61.783	32.392	29.636	31.302
139.000	2.126	-14.610	16.621	24.054	16.621	62.110	31.878	28.658	32.857
139.125	2.125	-14.814	17.186	24.110	17.186	60.440	31.761	28.084	35.268
139.250	2.124	-15.036	17.606	24.002	17.606	58.935	31.752	27.757	36.907
139.375	2.123	-15.258	18.050	23.833	18.050	58.832	31.853	27.677	34.491
139.500	2.126	-15.493	18.715	23.710	18.715	59.240	32.241	27.942	31.272
139.625	2.131	-15.747	19.826	23.679	19.826	59.370	33.146	28.731	31.098
139.750	2.135	-16.007	21.500	23.628	21.500	59.644	34.341	29.884	32.573
139.875	2.138	-16.277	24.061	23.398	24.061	61.024	35.388	31.077	36.176
140.000	2.138	-16.540	27.375	22.838	27.375	62.641	35.666	31.797	42.619
140.125	2.136	-16.836	31.048	21.803	31.048	62.543	34.337	31.217	46.896
140.250	2.131	-17.168	34.884	20.418	34.884	61.675	31.514	29.210	40.202
140.375	2.126	-17.486	38.620	18.818	38.620	60.097	27.654	26.043	30.706
140.500	2.123	-17.826	41.749	17.168	41.749	57.619	23.471	22.345	25.755
140.625	2.128	-18.135	43.460	15.628	43.460	55.898	19.731	18.872	22.188
140.750	2.140	-18.417	43.787	14.263	43.787	56.537	16.768	16.030	16.488
140.875	2.160	-18.671	42.843	13.095	42.843	59.528	14.660	13.927	12.275
141.000	2.188	-18.873	40.879	12.128	40.879	62.547	13.335	12.527	10.657
141.125	2.215	-18.984	38.294	11.428	38.294	62.946	12.782	11.843	10.605
141.250	2.228	-18.979	35.616	11.013	35.616	62.238	12.821	11.704	10.840
141.375	2.219	-18.896	33.143	10.902	33.143	61.982	13.461	12.093	10.918
141.500	2.198	-18.706	31.311	11.044	31.311	62.761	14.700	13.016	11.265
141.625	2.203	-18.449	31.128	11.298	31.128	63.443	16.394	14.422	13.032
141.750	2.262	-18.132	32.709	11.433	32.709	63.699	17.916	15.824	15.163
141.875	2.369	-17.759	35.381	11.296	35.381	62.383	18.553	16.581	14.980
142.000	2.468	-17.398	37.776	10.844	37.776	59.571	17.789	16.132	17.062
142.125	2.483	-17.112	38.649	10.161	38.649	58.656	15.669	14.384	20.737
142.250	2.435	-16.933	38.289	9.484	38.289	62.553	13.308	12.300	18.545
142.375	2.363	-16.882	37.133	8.971	37.133	69.179	11.441	10.532	11.232
142.500	2.298	-16.956	35.420	8.678	35.420	74.290	10.373	9.368	8.368
142.625	2.255	-17.153	32.670	8.558	32.670	75.971	10.166	8.908	8.253
142.750	2.227	-17.446	28.637	8.459	28.637	75.194	10.441	8.914	9.023
142.875	2.208	-17.818	23.830	8.320	23.830	72.096	10.894	9.192	9.475
143.000	2.192	-18.236	19.469	8.162	19.469	68.635	11.248	9.522	9.591
143.125	2.166	-18.608	16.679	8.075	16.679	66.897	11.353	9.724	9.733
143.250	2.128	-18.937	14.984	8.106	14.984	65.554	11.343	9.807	9.706
143.375	2.095	-19.179	13.860	8.243	13.860	63.281	11.352	9.847	9.547
143.500	2.087	-19.357	13.073	8.412	13.073	62.375	11.446	9.907	9.356
143.625	2.122	-19.434	12.639	8.504	12.639	65.695	11.601	10.001	9.414
143.750	2.178	-19.465	12.477	8.481	12.477	69.815	11.708	10.080	9.582
143.875	2.223	-19.451	12.501	8.369	12.501	71.555	11.699	10.091	9.873
144.000	2.237	-19.440	12.644	8.236	12.644	73.117	11.582	10.014	10.050
144.125	2.222	-19.462	12.922	8.183	12.922	75.811	11.458	9.877	10.117
144.250	2.206	-19.491	13.240	8.246	13.240	76.002	11.444	9.751	10.307
144.375	2.197	-19.560	13.562	8.398	13.562	73.889	11.589	9.682	10.564
144.500	2.192	-19.645	13.812	8.575	13.812	72.713	11.868	9.685	10.851
144.625	2.192	-19.773	13.919	8.706	13.919	73.444	12.169	9.747	11.006
144.750	2.193	-19.916	13.913	8.790	13.913	73.616	12.361	9.813	11.211
144.875	2.193	-20.058	13.828	8.879	13.828	73.632	12.408	9.854	11.476
145.000	2.184	-20.174	13.728	9.048	13.728	73.968	12.364	9.878	11.659
145.125	2.166	-20.204	13.641	9.371	13.641	71.701	12.388	9.963	11.747
145.250	2.143	-20.160	13.663	9.804	13.663	68.414	12.648	10.220	12.335
145.375	2.121	-20.016	13.877	10.279	13.877	66.884	13.263	10.762	13.679
145.500	2.109	-19.775	14.312	10.716	14.312	66.102	14.263	11.659	14.898
145.625	2.111	-19.397	14.969	11.039	14.969	64.283	15.573	12.929	14.841
145.750	2.120	-18.907	15.766	11.250	15.766	63.522	16.887	14.339	16.099
145.875	2.126	-18.316	16.607	11.355	16.607	64.003	17.885	15.605	17.994
146.000	2.126	-17.575	17.373	11.326	17.373	64.659	18.193	16.342	20.335
146.125	2.127	-16.722	18.108	11.026	18.108	64.261	17.295	15.968	19.810
146.250	2.141	-15.765	18.853	10.374	18.853	66.766	15.370	14.526	17.072
146.375	2.176	-14.748	19.224	9.353	19.224	77.000	12.815	12.345	14.614
146.500	2.225	-13.716	18.923	8.080	18.923	91.955	10.184	9.961	12.510
146.625	2.270	-12.751	17.969	6.814	17.969	101.671	8.045	7.933	9.713
146.750	2.303	-11.877	16.700	5.812	16.700	103.147	6.553	6.446	5.888
146.875	2.323	-11.141	15.322	5.184	15.322	102.577	5.699	5.507	4.548
147.000	2.337	-10.601	13.935	4.903	13.935	103.801	5.397	5.048	4.385
147.125	2.351	-10.258	12.433	4.859	12.433	103.025	5.589	5.022	4.669
147.250	2.363	-10.130	10.772	4.873	10.772	100.221	6.018	5.235	5.033
147.375	2.374	-10.179	9.284	4.883	9.284	97.698	6.467	5.544	5.338
147.500	2.386	-10.379	8.235	4.903	8.235	96.680	6.738	5.803	5.569
147.625	2.398	-10.689	7.612	5.025	7.612	95.811	6.700	5.888	5.688
147.750	2.401	-11.070	7.189	5.311	7.189	92.590	6.479	5.833	5.766
147.875	2.389	-11.520	6.934	5.792	6.934	88.028	6.292	5.767	5.861
148.000	2.370	-12.018	6.984	6.478	6.984	87.103	6.452	5.907	6.035
148.125	2.376	-12.596	7.605	7.472	7.605	93.757	7.508	6.654	6.511
148.250	2.437	-13.235	8.726	8.854	8.726	98.402	9.808	8.307	8.103
148.375	2.548	-13.938	10.209	10.717	10.209	92.811	13.775	11.302	11.838
148.500	2.638	-14.708	11.902	13.018	11.902	78.891	19.619	16.031	20.511
148.625	2.610	-15.539	13.524	15.462	13.524	68.008	26.724	22.382	53.346
148.750	2.496	-16.419	14.857	17.532	14.857	64.512	32.395	28.055	92.115
148.875	2.356	-17.280	15.881	18.818	15.881	65.117	34.009	30.455	78.133
149.000	2.237	-18.148	16.585	19.098	16.585	64.596	31.141	28.761	45.137
149.125	2.173	-18.962	16.683	18.301	16.683	62.433	25.962	24.500	37.709
149.250	2.169	-19.721	16.188	16.911	16.188	62.203	21.219	20.199	31.805
149.375	2.203	-20.435	15.181	15.297	15.181	65.530	17.637	16.701	22.236
149.500	2.237	-21.112	13.829	13.784	13.829	71.712	15.166	14.130	14.571
149.625	2.237	-21.770	12.430	12.650	12.430	76.020	13.678	12.466	11.613
149.750	2.209	-22.408	11.261	11.873	11.261	75.630	12.832	11.435	10.324
149.875	2.172	-23.045	10.319	11.344	10.319	69.799	12.480	10.926	10.073
150.000	2.140	-23.594	9.515	10.925	9.515	62.729	12.452	10.801	10.822
150.125	2.124	-24.089	8.969	10.526	8.969	61.923	12.573	10.913	11.276
150.250	2.118	-24.511	8.829	10.156	8.829	65.027	12.670	11.073	11.259
150.375	2.118	-24.851	9.227	9.874	9.227	66.413	12.679	11.192	11.407
150.500	2.120	-25.081	10.086	9.705	10.086	65.002	12.589	11.221	11.551
150.625	2.127	-25.187	11.269	9.595	11.269	63.321	12.390	11.096	11.656
150.750	2.136	-25.196	12.596	9.427	12.596	62.567	12.103	10.830	11.620
150.875	2.148	-25.149	13.961	9.140	13.961	63.441	11.763	10.459	11.482
151.000	2.160	-25.085	15.250	8.752	15.250	68.438	11.431	10.060	11.229
151.125	2.167	-25.043	16.354	8.380	16.354	74.814	11.217	9.747	10.655
151.250	2.168	-25.062	17.158	8.162	17.158	75.817	11.179	9.586	9.964
151.375	2.164	-25.150	17.512	8.160	17.512	72.245	11.330	9.602	10.016
151.500	2.154	-25.284	17.493	8.342	17.493	68.201	11.625	9.768	11.344
151.625	2.143	-25.460	17.427	8.585	17.427	64.266	11.968	10.012	12.036
151.750	2.134	-25.646	17.272	8.737	17.272	60.421	12.255	10.221	12.175
151.875	2.129	-25.786	16.969	8.743	16.969	58.952	12.426	10.330	11.901
152.000	2.129	-25.910	16.589	8.639	16.589	59.956	12.448	10.318	11.448
152.125	2.134	-25.975	16.176	8.531	16.176	59.926	12.325	10.197	11.213
152.250	2.143	-25.961	15.757	8.502	15.757	57.616	12.156	10.036	11.279
152.375	2.154	-25.878	15.397	8.554	15.397	55.923	12.012	9.875	11.585
152.500	2.166	-25.725	15.100	8.621	15.100	56.856	11.935	9.743	11.994
152.625	2.176	-25.505	14.667	8.606	14.667	58.816	11.947	9.671	12.089
152.750	2.184	-25.272	14.227	8.500	14.227	60.120	12.007	9.661	11.908
152.875	2.186	-25.021	13.900	8.368	13.900	60.795	12.085	9.706	11.835
153.000	2.181	-24.764	13.692	8.305	13.692	61.585	12.168	9.786	11.924
153.125	2.169	-24.503	13.567	8.396	13.567	60.373	12.279	9.880	12.079
153.250	2.153	-24.244	13.512	8.583	13.512	57.541	12.429	9.973	12.198
153.375	2.140	-23.958	13.546	8.760	13.546	57.698	12.618	10.062	12.124
153.500	2.134	-23.676	13.648	8.827	13.648	61.816	12.839	10.159	11.795
153.625	2.136	-23.336	13.782	8.733	13.782	64.850	13.085	10.294	11.650
153.750	2.141	-22.930	13.902	8.570	13.902	64.228	13.341	10.479	11.673
153.875	2.142	-22.482	13.937	8.432	13.937	62.747	13.548	10.663	11.719
154.000	2.138	-21.952	13.970	8.371	13.970	63.031	13.547	10.706	11.894
154.125	2.134	-21.358	14.121	8.357	14.121	64.630	13.060	10.357	11.833
154.250	2.144	-20.718	14.226	8.261	14.226	68.349	12.132	9.646	11.737
154.375	2.172	-20.083	14.157	7.991	14.157	73.223	10.995	8.756	11.480
154.500	2.208	-19.496	13.912	7.560	13.912	75.658	10.000	7.948	10.084
154.625	2.229	-19.029	13.566	7.145	13.566	73.591	9.541	7.497	8.107
154.750	2.225	-18.674	13.253	6.963	13.253	70.300	9.644	7.437	7.607
154.875	2.201	-18.416	13.048	7.099	13.048	67.143	10.199	7.727	9.041
155.000	2.174	-18.212	12.859	7.473	12.859	63.113	10.980	8.250	10.493
155.125	2.161	-18.009	12.578	7.861	12.578	59.104	11.675	8.828	10.835
155.250	2.164	-17.763	12.329	8.063	12.329	57.849	12.067	9.271	11.056
155.375	2.174	-17.466	12.203	8.043	12.203	58.617	12.092	9.473	10.994
155.500	2.177	-17.081	12.217	7.890	12.217	60.032	11.806	9.421	10.452
155.625	2.167	-16.514	12.314	7.747	12.314	62.535	11.335	9.167	10.333
155.750	2.160	-15.786	12.399	7.695	12.399	65.201	10.871	8.863	10.803
155.875	2.182	-14.929	12.506	7.713	12.506	66.668	10.532	8.610	11.305
156.000	2.258	-14.039	12.710	7.724	12.710	67.233	10.394	8.475	10.709
156.125	2.372	-13.192	12.992	7.633	12.992	69.100	10.478	8.482	9.490
156.250	2.448	-12.473	13.159	7.446	13.159	70.984	10.618	8.530	9.700
156.375	2.450	-11.863	13.114	7.214	13.114	72.622	10.641	8.513	11.046
156.500	2.392	-11.339	12.894	7.004	12.894	74.825	10.435	8.364	10.559
156.625	2.316	-10.985	12.628	6.869	12.628	76.284	9.994	8.069	8.466
156.750	2.261	-10.752	12.368	6.791	12.368	77.158	9.485	7.720	7.449
156.875	2.239	-10.588	12.021	6.724	12.021	78.448	9.041	7.390	7.366
157.000	2.244	-10.476	11.478	6.604	11.478	80.571	8.739	7.134	7.795
157.125	2.257	-10.357	10.766	6.373	10.766	82.715	8.574	6.982	7.869
157.250	2.266	-10.194	10.160	6.072	10.160	82.347	8.436	6.884	7.528
157.375	2.272	-10.018	9.780	5.783	9.780	79.816	8.271	6.802	7.081
157.500	2.280	-9.827	9.555	5.597	9.555	78.268	8.076	6.723	6.708
157.625	2.294	-9.593	9.336	5.564	9.336	81.200	7.890	6.653	6.642
157.750	2.308	-9.371	9.096	5.595	9.096	86.167	7.767	6.606	6.417
157.875	2.310	-9.191	8.905	5.595	8.905	88.472	7.742	6.607	6.304
158.000	2.292	-9.050	8.793	5.510	8.793	85.962	7.826	6.675	6.407
158.125	2.265	-8.944	8.770	5.355	8.770	81.216	7.986	6.801	6.724
158.250	2.251	-8.817	8.802	5.206	8.802	78.672	8.101	6.910	6.794
158.375	2.260	-8.657	8.851	5.110	8.851	78.903	8.054	6.918	6.688
158.500	2.292	-8.480	8.852	5.071	8.852	80.178	7.776	6.760	6.939
158.625	2.332	-8.287	8.771	5.044	8.771	82.685	7.290	6.418	6.921
158.750	2.365	-8.076	8.661	4.968	8.661	87.526	6.797	6.017	6.179
158.875	2.387	-7.883	8.532	4.819	8.532	90.416	6.439	5.662	5.385
159.000	2.396	-7.696	8.299	4.632	8.299	88.522	6.283	5.422	5.063
159.125	2.390	-7.581	7.824	4.504	7.824	84.926	6.328	5.340	5.118
159.250	2.369	-7.564	7.335	4.509	7.335	84.064	6.465	5.367	5.511
159.375	2.334	-7.583	6.884	4.673	6.884	86.099	6.625	5.450	5.974
159.500	2.293	-7.670	6.461	4.969	6.461	87.397	6.775	5.544	6.295
159.625	2.264	-7.840	6.115	5.352	6.115	86.633	6.968	5.677	6.278
159.750	2.266	-8.013	5.900	5.754	5.900	86.923	7.299	5.922	6.267
159.875	2.305	-8.191	5.913	6.148	5.913	87.686	7.860	6.346	6.757
160.000	2.366	-8.357	6.205	6.544	6.205	86.072	8.687	6.985	7.866
160.125	2.401	-8.468	6.678	7.028	6.678	81.231	9.682	7.799	10.369
160.250	2.382	-8.570	7.002	7.677	7.002	78.548	10.556	8.580	13.762
160.375	2.321	-8.717	7.223	8.524	7.223	79.370	11.141	9.173	13.297
160.500	2.256	-8.862	7.484	9.535	7.484	80.137	11.536	9.592	12.669
160.625	2.239	-8.997	7.850	10.632	7.850	79.339	12.191	10.106	12.627
160.750	2.293	-9.181	8.291	11.748	8.291	77.684	13.540	11.049	12.545
160.875	2.403	-9.369	8.699	12.911	8.699	74.200	15.857	12.712	13.314
161.000	2.513	-9.586	9.036	14.174	9.036	69.445	19.131	15.245	17.920
161.125	2.538	-9.869	9.442	15.536	9.442	65.130	22.868	18.483	36.155
161.250	2.488	-10.158	9.965	16.860	9.965	61.582	25.968	21.518	61.948
161.375	2.400	-10.397	10.565	18.006	10.565	58.053	27.634	23.525	66.576
161.500	2.307	-10.621	11.199	18.857	11.199	56.194	27.720	24.132	49.538
161.625	2.235	-10.826	11.836	19.303	11.836	58.389	26.745	23.557	33.523
161.750	2.184	-11.007	12.405	19.420	12.405	62.011	25.702	22.690	27.621
161.875	2.152	-11.152	12.892	19.266	12.892	65.152	24.914	21.917	25.362
162.000	2.133	-11.272	13.389	18.925	13.389	66.916	24.306	21.275	24.138
162.125	2.120	-11.352	14.067	18.517	14.067	66.130	23.616	20.616	23.345
162.250	2.110	-11.405	14.912	18.176	14.912	65.434	22.712	19.836	23.400
162.375	2.106	-11.426	15.824	17.955	15.824	65.765	21.669	18.975	23.511
162.500	2.110	-11.410	16.772	17.848	16.772	66.628	20.736	18.205	23.204
162.625	2.123	-11.414	17.803	17.820	17.803	65.760	20.385	17.874	22.091
162.750	2.137	-11.378	19.051	17.826	19.051	64.903	20.887	18.206	21.707
162.875	2.148	-11.320	20.738	17.868	20.738	64.681	22.474	19.435	23.390
163.000	2.155	-11.267	22.988	17.955	22.988	63.507	25.246	21.745	28.920
163.125	2.151	-11.200	25.849	18.036	25.849	60.040	28.950	25.127	34.968
163.250	2.137	-11.095	29.212	17.953	29.212	55.514	32.090	28.350	42.838
163.375	2.117	-11.023	33.053	17.493	33.053	53.953	32.683	29.564	48.977
163.500	2.107	-10.954	36.949	16.474	36.949	58.243	29.414	27.285	50.372
163.625	2.124	-10.814	39.668	14.777	39.668	63.680	23.157	21.951	42.869
163.750	2.168	-10.715	40.650	12.719	40.650	66.558	17.076	16.452	27.817
163.875	2.225	-10.670	40.046	10.633	40.046	70.342	12.576	12.163	13.823
164.000	2.272	-10.591	38.213	8.841	38.213	77.527	9.827	9.347	7.527
164.125	2.296	-10.472	35.202	7.636	35.202	82.681	8.558	7.857	6.388
164.250	2.303	-10.377	31.416	6.945	31.416	82.895	8.029	7.107	6.651
