#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
243.875	2.257	-15.522	33.855	69.574	33.855	66.105	122.592	111.580	117.715
244.000	2.246	-15.629	36.111	68.326	36.111	64.892	121.472	111.732	115.406
244.125	2.231	-15.707	39.303	65.915	39.303	65.642	114.777	107.695	112.899
244.250	2.216	-15.776	43.896	62.515	43.896	66.952	102.557	98.908	106.233
244.375	2.208	-15.840	50.107	58.499	50.107	66.461	87.211	86.426	89.984
244.500	2.210	-15.917	57.663	54.493	57.663	64.579	72.290	72.830	62.986
244.625	2.220	-16.016	65.746	51.317	65.746	65.286	61.043	61.369	41.381
244.750	2.232	-16.140	73.261	49.215	73.261	68.696	53.628	53.287	33.623
244.875	2.244	-16.282	79.690	48.149	79.690	71.928	49.653	48.707	35.554
245.000	2.256	-16.448	84.890	48.018	84.890	72.269	48.601	47.235	41.923
245.125	2.268	-16.647	88.695	48.881	88.695	70.711	50.461	48.828	41.495
245.250	2.278	-16.867	91.452	50.561	91.452	70.296	54.546	52.785	38.059
245.375	2.287	-17.096	93.473	53.084	93.473	69.890	60.734	59.042	40.152
245.500	2.291	-17.340	95.364	56.404	95.364	68.767	68.955	67.551	51.565
245.625	2.289	-17.578	97.969	60.270	97.969	69.205	79.217	78.230	75.239
245.750	2.281	-17.816	101.491	64.051	101.491	71.172	90.259	89.688	96.241
245.875	2.269	-18.059	105.690	67.408	105.690	71.835	100.521	100.410	105.270
246.000	2.256	-18.287	109.987	70.354	109.987	69.548	108.458	108.915	105.621
246.125	2.248	-18.470	113.646	73.047	113.646	67.755	113.108	114.053	102.775
246.250	2.246	-18.589	116.562	75.697	116.562	67.282	115.962	116.966	102.031
246.375	2.248	-18.626	118.873	78.360	118.873	66.596	118.416	118.913	104.197
246.500	2.250	-18.556	120.787	81.043	120.787	64.331	121.554	121.142	108.811
246.625	2.247	-18.363	122.686	83.870	122.686	61.210	126.299	124.921	112.320
246.750	2.243	-18.049	124.990	86.828	124.990	59.394	132.850	130.653	114.731
246.875	2.241	-17.630	128.200	89.867	128.200	59.220	141.466	138.420	119.935
247.000	2.246	-17.158	132.876	92.904	132.876	59.185	152.076	147.770	133.459
247.125	2.258	-16.667	139.625	95.576	139.625	58.783	163.927	157.642	163.281
247.250	2.270	-16.191	148.248	97.843	148.248	59.815	175.260	166.705	188.380
247.375	2.275	-15.761	158.466	99.737	158.466	61.569	185.026	174.404	185.361
247.500	2.272	-15.401	169.720	101.260	169.720	61.747	193.315	181.056	162.613
247.625	2.264	-15.151	181.853	102.556	181.853	60.260	201.474	187.915	152.755
247.750	2.262	-15.026	194.642	103.648	194.642	59.680	210.812	196.117	164.843
247.875	2.270	-15.002	208.036	104.514	208.036	60.611	222.318	205.768	184.610
248.000	2.282	-15.042	222.091	105.153	222.091	61.709	235.603	215.835	189.841
248.125	2.286	-15.152	236.555	105.124	236.555	62.221	248.764	223.947	190.285
248.250	2.280	-15.298	251.159	104.421	251.159	62.764	253.861	228.626	188.811
248.375	2.270	-15.468	265.972	103.223	265.972	62.858	252.619	229.541	185.677
248.500	2.267	-15.665	280.839	101.641	280.839	62.823	247.747	227.346	202.380
248.625	2.279	-15.880	295.904	99.791	295.904	62.653	240.522	222.559	235.474
248.750	2.298	-16.083	310.985	97.581	310.985	62.664	230.960	215.745	232.750
248.875	2.311	-16.277	325.624	94.952	325.624	61.855	218.422	206.610	208.560
249.000	2.312	-16.465	339.637	92.073	339.637	60.706	202.904	195.048	188.894
249.125	2.300	-16.625	351.935	89.001	351.935	62.219	185.494	181.484	169.419
249.250	2.282	-16.770	361.797	86.013	361.797	64.438	168.663	167.646	147.418
249.375	2.263	-16.897	368.654	83.300	368.654	64.264	154.178	154.904	132.143
249.500	2.248	-16.990	371.929	80.900	371.929	62.420	143.133	144.300	121.482
249.625	2.241	-17.051	371.267	79.027	371.267	62.952	136.460	136.916	115.345
249.750	2.241	-17.088	368.048	77.643	368.048	63.727	133.016	132.366	109.476
249.875	2.246	-17.084	363.160	76.689	363.160	62.021	131.837	130.298	107.756
250.000	2.255	-17.040	357.975	76.091	357.975	60.908	131.895	130.145	111.135
250.125	2.270	-16.960	353.920	75.736	353.920	62.743	132.593	131.497	117.726
250.250	2.288	-16.841	351.367	75.622	351.367	63.418	133.977	133.868	126.995
250.375	2.302	-16.686	350.335	75.729	350.335	61.107	136.946	137.625	123.380
250.500	2.309	-16.509	350.563	75.909	350.563	58.688	142.876	143.750	112.375
250.625	2.319	-16.283	352.842	76.082	352.842	58.151	154.057	154.351	123.445
250.750	2.346	-16.024	358.325	75.975	358.325	56.417	170.562	169.755	139.919
250.875	2.400	-15.756	368.201	75.226	368.201	53.634	191.843	189.556	165.317
251.000	2.477	-15.472	383.010	73.512	383.010	52.504	215.406	211.536	246.453
251.125	2.560	-15.168	402.426	70.129	402.426	54.900	233.949	229.668	337.615
251.250	2.626	-14.862	423.689	65.081	423.689	57.299	238.021	236.281	361.778
251.375	2.669	-14.560	445.267	58.220	445.267	57.501	218.271	223.889	310.347
251.500	2.689	-14.252	465.898	49.500	465.898	56.831	169.748	189.471	292.098
251.625	2.692	-13.951	482.758	38.961	482.758	57.867	113.282	138.630	242.631
251.750	2.681	-13.660	490.634	27.982	490.634	60.328	68.154	89.361	156.240
251.875	2.652	-13.382	480.251	18.344	480.251	61.995	39.387	51.866	73.060
252.000	2.605	-13.129	442.486	11.551	442.486	61.209	22.967	28.344	25.894
252.125	2.547	-12.928	371.114	8.242	371.114	57.447	14.938	16.756	11.163
252.250	2.496	-12.779	282.448	6.827	282.448	53.663	10.695	10.857	6.499
252.375	2.462	-12.675	194.173	6.261	194.173	50.967	8.638	8.017	5.640
252.500	2.448	-12.623	122.386	6.055	122.386	48.819	7.738	6.768	6.040
252.625	2.444	-12.636	78.308	6.016	78.308	46.853	7.349	6.433	6.352
252.750	2.442	-12.700	53.912	6.038	53.912	45.379	7.365	6.471	6.601
252.875	2.440	-12.801	41.359	6.118	41.359	44.583	7.567	6.684	6.722
253.000	2.440	-12.923	34.320	6.251	34.320	44.553	7.763	6.960	6.847
253.125	2.444	-13.050	29.750	6.447	29.750	45.804	7.923	7.248	7.067
253.250	2.450	-13.182	26.176	6.670	26.176	47.411	8.063	7.517	7.342
253.375	2.454	-13.306	23.321	6.853	23.321	50.675	8.207	7.744	7.893
253.500	2.455	-13.412	21.094	6.976	21.094	59.183	8.303	7.910	8.723
253.625	2.447	-13.474	19.464	7.066	19.464	69.526	8.357	8.006	9.424
253.750	2.433	-13.488	18.194	7.123	18.194	72.095	8.407	8.052	9.265
253.875	2.415	-13.479	17.134	7.104	17.134	66.281	8.446	8.053	9.059
254.000	2.401	-13.455	16.130	7.005	16.130	60.169	8.407	7.995	8.782
254.125	2.400	-13.396	15.118	6.849	15.118	58.742	8.144	7.829	8.496
254.250	2.407	-13.284	14.101	6.629	14.101	57.494	7.735	7.549	8.345
254.375	2.415	-13.132	13.046	6.308	13.046	54.532	7.300	7.160	8.315
254.500	2.418	-12.955	11.947	5.944	11.947	50.325	6.845	6.696	7.971
254.625	2.416	-12.796	10.845	5.655	10.845	47.085	6.413	6.221	7.158
254.750	2.413	-12.671	9.856	5.530	9.856	47.204	6.070	5.825	6.206
254.875	2.412	-12.565	9.107	5.607	9.107	50.145	5.969	5.581	5.979
255.000	2.412	-12.473	8.666	5.824	8.666	53.690	6.154	5.536	6.237
255.125	2.413	-12.412	8.554	6.075	8.554	57.524	6.528	5.722	6.608
255.250	2.420	-12.379	8.651	6.269	8.651	61.707	6.985	6.049	6.882
255.375	2.434	-12.368	8.874	6.417	8.874	62.912	7.307	6.430	7.152
255.500	2.454	-12.358	9.134	6.566	9.134	59.077	7.453	6.770	7.505
255.625	2.477	-12.327	9.298	6.662	9.298	54.885	7.457	6.963	7.947
255.750	2.494	-12.282	9.306	6.621	9.306	54.839	7.375	6.990	8.244
255.875	2.503	-12.232	9.196	6.462	9.196	56.278	7.273	6.863	8.185
256.000	2.502	-12.181	9.035	6.273	9.035	55.800	7.179	6.630	7.831
256.125	2.490	-12.149	8.861	6.102	8.861	54.294	7.108	6.358	7.341
256.250	2.472	-12.139	8.666	5.934	8.666	55.625	7.025	6.113	6.965
256.375	2.449	-12.160	8.411	5.817	8.411	59.561	6.931	5.930	6.661
256.500	2.429	-12.212	8.081	5.834	8.081	61.496	6.853	5.833	6.390
256.625	2.421	-12.286	7.713	6.015	7.713	58.155	6.862	5.860	6.113
256.750	2.426	-12.368	7.381	6.229	7.381	55.393	6.974	5.998	5.960
256.875	2.440	-12.455	7.131	6.376	7.131	55.372	7.146	6.225	6.338
257.000	2.460	-12.536	6.993	6.445	6.993	55.682	7.280	6.485	6.828
257.125	2.477	-12.563	6.983	6.482	6.983	55.733	7.272	6.672	7.145
257.250	2.486	-12.549	7.037	6.476	7.037	58.903	7.186	6.707	7.153
257.375	2.486	-12.512	7.106	6.376	7.106	62.940	7.106	6.562	7.026
257.500	2.477	-12.482	7.152	6.187	7.152	63.692	6.984	6.280	6.776
257.625	2.464	-12.470	7.218	6.019	7.218	63.847	6.768	5.975	6.468
257.750	2.452	-12.446	7.394	6.024	7.394	68.408	6.576	5.784	6.133
257.875	2.443	-12.389	7.719	6.292	7.719	75.237	6.703	5.783	6.044
258.000	2.435	-12.306	8.164	6.760	8.164	81.442	7.208	5.990	6.466
258.125	2.428	-12.199	8.608	7.191	8.608	86.826	7.819	6.372	7.899
258.250	2.423	-12.071	8.898	7.423	8.898	92.066	8.220	6.796	8.689
258.375	2.423	-11.915	8.954	7.470	8.954	98.774	8.313	7.159	8.715
258.500	2.424	-11.714	8.784	7.417	8.784	106.209	8.167	7.393	8.478
258.625	2.420	-11.472	8.512	7.353	8.512	110.802	7.966	7.457	8.462
258.750	2.409	-11.232	8.277	7.311	8.277	111.197	7.846	7.409	8.386
258.875	2.393	-11.020	8.077	7.275	8.077	110.974	7.786	7.302	8.364
259.000	2.381	-10.842	7.839	7.217	7.839	114.380	7.749	7.186	8.289
259.125	2.380	-10.724	7.495	7.138	7.495	118.166	7.725	7.115	8.085
259.250	2.389	-10.656	7.133	7.105	7.133	120.816	7.721	7.099	8.013
259.375	2.400	-10.633	6.903	7.158	6.903	125.820	7.719	7.116	8.006
259.500	2.410	-10.659	6.884	7.243	6.884	134.695	7.720	7.129	8.008
259.625	2.414	-10.704	7.033	7.267	7.033	141.177	7.727	7.106	7.950
259.750	2.415	-10.757	7.188	7.248	7.188	139.821	7.750	7.068	7.878
259.875	2.415	-10.801	7.282	7.255	7.282	133.351	7.793	7.049	7.872
260.000	2.413	-10.843	7.362	7.336	7.362	127.141	7.842	7.079	7.897
260.125	2.410	-10.873	7.519	7.456	7.519	125.044	7.913	7.169	7.929
260.250	2.409	-10.892	7.682	7.571	7.682	125.031	8.084	7.293	8.098
260.375	2.411	-10.901	7.758	7.722	7.758	125.077	8.377	7.425	8.407
260.500	2.415	-10.898	7.734	7.918	7.734	124.657	8.599	7.546	8.708
260.625	2.422	-10.892	7.710	8.104	7.710	122.713	8.742	7.652	9.202
260.750	2.429	-10.880	7.819	8.290	7.819	119.361	8.944	7.772	9.464
260.875	2.435	-10.859	8.116	8.546	8.116	114.869	9.329	7.948	9.039
261.000	2.439	-10.819	8.601	8.929	8.601	110.762	9.902	8.219	8.741
261.125	2.435	-10.769	9.216	9.428	9.216	108.239	10.573	8.603	9.559
261.250	2.422	-10.716	9.804	9.879	9.804	107.545	11.096	9.006	11.823
261.375	2.403	-10.658	10.252	10.143	10.252	110.686	11.246	9.305	13.219
261.500	2.382	-10.594	10.513	10.172	10.513	116.504	10.929	9.389	13.001
261.625	2.365	-10.521	10.606	10.050	10.606	119.049	10.285	9.211	12.045
261.750	2.356	-10.445	10.658	10.004	10.658	116.421	9.744	8.956	11.037
261.875	2.358	-10.364	10.730	10.189	10.730	112.914	9.627	8.833	10.818
262.000	2.374	-10.271	10.887	10.631	10.887	110.797	10.128	9.022	10.181
262.125	2.402	-10.158	11.310	11.149	11.310	108.677	11.316	9.662	11.349
262.250	2.430	-10.036	12.066	11.485	12.066	108.532	12.737	10.553	14.892
262.375	2.445	-9.905	13.033	11.484	13.033	110.094	13.792	11.375	20.713
262.500	2.443	-9.771	13.850	11.010	13.850	109.203	13.841	11.722	20.543
262.625	2.426	-9.646	13.947	9.974	13.947	104.792	12.474	11.211	15.522
262.750	2.410	-9.530	13.265	8.729	13.265	103.949	10.440	10.102	11.457
262.875	2.401	-9.424	12.018	7.582	12.018	107.315	8.489	8.754	9.237
263.000	2.401	-9.332	10.572	6.712	10.572	107.437	7.115	7.510	7.908
263.125	2.404	-9.261	9.272	6.199	9.272	101.707	6.488	6.616	7.194
263.250	2.405	-9.195	8.217	5.917	8.217	98.470	6.267	6.035	6.756
263.375	2.404	-9.125	7.409	5.775	7.409	100.724	6.238	5.712	6.408
263.500	2.403	-9.052	6.832	5.724	6.832	102.621	6.292	5.590	6.308
263.625	2.405	-8.965	6.486	5.767	6.486	99.922	6.439	5.663	6.250
263.750	2.408	-8.848	6.339	5.879	6.339	96.327	6.688	5.885	6.065
263.875	2.407	-8.717	6.433	6.032	6.433	94.420	7.018	6.231	6.214
264.000	2.400	-8.577	6.821	6.198	6.821	94.644	7.356	6.651	6.762
264.125	2.387	-8.427	7.557	6.273	7.557	97.583	7.577	7.023	7.596
264.250	2.378	-8.281	8.424	6.150	8.424	101.544	7.624	7.211	8.525
264.375	2.379	-8.148	9.155	5.817	9.155	102.993	7.489	7.129	9.030
264.500	2.392	-8.034	9.523	5.419	9.523	101.043	7.192	6.789	8.257
264.625	2.412	-7.955	9.421	5.140	9.421	99.688	6.757	6.305	6.422
264.750	2.426	-7.930	9.074	4.999	9.074	101.923	6.317	5.868	5.732
264.875	2.429	-7.947	8.655	4.977	8.655	105.137	6.019	5.586	5.575
265.000	2.419	-7.992	8.258	5.067	8.258	103.875	5.940	5.504	5.561
265.125	2.400	-8.067	7.891	5.258	7.891	99.034	6.078	5.632	5.552
265.250	2.383	-8.163	7.547	5.449	7.547	96.140	6.370	5.880	5.576
265.375	2.371	-8.277	7.313	5.584	7.313	95.520	6.789	6.180	5.514
265.500	2.369	-8.389	7.279	5.718	7.279	95.314	7.214	6.464	5.898
265.625	2.375	-8.479	7.438	5.956	7.438	94.588	7.450	6.658	6.780
265.750	2.386	-8.539	7.601	6.241	7.601	95.342	7.434	6.743	7.416
265.875	2.396	-8.580	7.655	6.459	7.655	97.213	7.227	6.734	7.108
266.000	2.402	-8.634	7.582	6.593	7.582	99.762	7.076	6.683	6.677
266.125	2.401	-8.670	7.436	6.754	7.436	101.019	7.094	6.685	6.780
266.250	2.395	-8.686	7.353	7.013	7.353	99.208	7.292	6.808	6.880
266.375	2.384	-8.687	7.399	7.389	7.399	94.364	7.598	7.078	6.914
266.500	2.372	-8.689	7.535	7.864	7.535	89.125	8.016	7.465	7.797
266.625	2.363	-8.709	7.617	8.349	7.617	88.348	8.306	7.869	9.847
266.750	2.362	-8.741	7.532	8.758	7.532	90.043	8.527	8.169	10.897
266.875	2.371	-8.778	7.265	9.115	7.265	90.272	8.695	8.312	9.903
267.000	2.386	-8.793	6.938	9.475	6.938	88.754	8.870	8.336	8.635
267.125	2.397	-8.826	6.848	10.027	6.848	87.217	9.160	8.388	9.437
267.250	2.395	-8.897	7.179	10.939	7.179	85.195	9.650	8.657	12.358
267.375	2.380	-9.020	7.944	12.239	7.944	82.212	10.400	9.308	14.735
267.500	2.360	-9.184	9.060	13.842	9.060	80.111	11.598	10.497	14.807
267.625	2.354	-9.415	10.573	15.694	10.573	78.823	13.682	12.498	15.001
267.750	2.370	-9.673	12.490	17.721	12.490	76.363	16.648	15.225	18.335
267.875	2.406	-9.949	14.846	19.545	14.846	73.433	20.033	18.349	28.159
268.000	2.449	-10.259	17.502	20.301	17.502	72.697	22.650	21.050	41.301
268.125	2.477	-10.610	19.845	19.204	19.845	75.390	22.950	21.899	50.013
268.250	2.486	-10.974	21.117	17.203	21.117	79.242	21.517	20.712	40.093
268.375	2.482	-11.323	20.824	15.274	20.824	83.568	19.388	18.139	26.445
268.500	2.478	-11.651	19.028	13.848	19.028	86.548	17.175	15.262	17.503
268.625	2.484	-11.925	16.352	12.945	16.352	87.898	14.508	13.055	13.943
268.750	2.495	-12.170	13.819	12.454	13.819	91.105	12.732	11.679	15.130
268.875	2.502	-12.389	11.908	12.252	11.908	95.539	11.741	11.012	17.507
269.000	2.499	-12.574	10.671	12.090	10.671	99.674	11.401	10.824	15.895
269.125	2.486	-12.700	9.903	11.859	9.903	102.824	11.442	10.885	12.817
269.250	2.470	-12.794	9.336	11.633	9.336	104.977	11.624	10.957	11.806
269.375	2.454	-12.855	8.998	11.459	8.998	105.142	11.844	10.959	12.115
269.500	2.438	-12.898	8.987	11.347	8.987	102.253	11.891	10.882	13.155
269.625	2.424	-12.924	9.398	11.241	9.398	98.015	11.693	10.741	14.949
269.750	2.414	-12.956	10.098	11.094	10.098	94.596	11.522	10.565	17.343
269.875	2.409	-12.997	11.012	10.904	11.012	93.600	11.395	10.373	17.928
270.000	2.409	-13.038	12.091	10.712	12.091	95.076	11.295	10.194	18.197
270.125	2.414	-13.086	13.290	10.578	13.290	97.450	11.182	10.075	18.747
270.250	2.419	-13.124	14.480	10.481	14.480	101.146	11.090	10.031	19.218
270.375	2.421	-13.158	15.503	10.402	15.503	105.547	11.025	10.062	19.205
270.500	2.423	-13.179	16.175	10.321	16.175	106.026	11.004	10.138	17.543
270.625	2.427	-13.190	16.261	10.206	16.261	100.194	11.051	10.209	16.942
270.750	2.436	-13.198	15.861	10.072	15.861	95.840	11.132	10.225	15.243
270.875	2.450	-13.197	15.166	9.947	15.166	96.666	11.175	10.170	13.593
271.000	2.465	-13.198	14.425	9.876	14.425	99.795	11.172	10.049	12.959
271.125	2.477	-13.217	13.866	9.849	13.866	100.710	11.130	9.883	12.147
271.250	2.483	-13.241	13.510	9.780	13.510	99.073	11.068	9.713	11.826
271.375	2.482	-13.289	13.292	9.653	13.292	97.963	10.962	9.564	11.286
271.500	2.475	-13.345	13.110	9.520	13.110	98.836	10.785	9.451	10.568
271.625	2.460	-13.390	12.936	9.395	12.936	101.024	10.497	9.368	10.126
271.750	2.441	-13.410	12.830	9.245	12.830	102.909	10.257	9.284	9.361
271.875	2.423	-13.416	12.792	9.093	12.792	103.248	10.109	9.177	8.941
272.000	2.415	-13.401	12.746	8.977	12.746	103.327	10.038	9.041	8.880
272.125	2.422	-13.337	12.590	8.849	12.590	102.951	9.967	8.887	9.052
272.250	2.433	-13.233	12.337	8.657	12.337	100.164	9.848	8.731	8.816
272.375	2.437	-13.093	12.046	8.441	12.046	95.328	9.684	8.575	8.507
272.500	2.428	-12.962	11.782	8.271	11.782	92.229	9.475	8.418	8.533
272.625	2.405	-12.879	11.584	8.176	11.584	95.038	9.275	8.260	8.711
272.750	2.381	-12.822	11.412	8.132	11.412	98.263	9.073	8.111	8.839
272.875	2.365	-12.768	11.238	8.116	11.238	97.352	8.931	7.984	8.973
273.000	2.356	-12.749	11.074	8.116	11.074	94.909	8.841	7.896	8.847
273.125	2.351	-12.763	10.980	8.149	10.980	93.302	8.772	7.881	8.647
273.250	2.345	-12.813	10.974	8.195	10.974	92.262	8.741	7.937	8.475
273.375	2.340	-12.928	11.038	8.221	11.038	92.889	8.740	8.032	8.462
273.500	2.336	-13.054	11.121	8.219	11.121	96.225	8.765	8.099	8.656
273.625	2.335	-13.164	11.134	8.185	11.134	99.781	8.808	8.056	8.946
273.750	2.334	-13.296	11.035	8.117	11.035	100.411	8.783	7.917	8.985
273.875	2.334	-13.500	10.793	8.030	10.793	98.115	8.653	7.748	8.684
274.000	2.338	-13.751	10.439	7.972	10.439	96.418	8.505	7.636	8.382
274.125	2.352	-14.006	10.121	7.941	10.121	98.693	8.429	7.658	8.246
274.250	2.370	-14.254	9.982	7.889	9.982	101.488	8.533	7.764	8.134
274.375	2.383	-14.480	10.067	7.859	10.067	99.470	8.597	7.878	8.041
274.500	2.380	-14.685	10.288	7.902	10.288	93.617	8.539	7.932	7.951
274.625	2.355	-14.839	10.448	7.981	10.448	90.267	8.558	7.911	7.945
274.750	2.323	-14.932	10.424	7.994	10.424	90.016	8.646	7.878	7.862
274.875	2.302	-14.934	10.252	7.935	10.252	91.365	8.711	7.878	7.818
275.000	2.300	-14.832	10.053	7.888	10.053	93.169	8.743	7.918	7.864
275.125	2.316	-14.675	9.903	7.906	9.903	92.342	8.786	7.971	7.753
275.250	2.335	-14.512	9.785	7.931	9.785	89.589	8.839	8.008	7.606
275.375	2.349	-14.330	9.673	7.920	9.673	88.409	8.867	8.034	7.498
275.500	2.356	-14.125	9.585	7.906	9.585	89.132	8.880	8.062	7.379
275.625	2.358	-13.932	9.600	7.925	9.600	88.991	8.876	8.098	7.256
275.750	2.358	-13.786	9.728	7.930	9.728	88.632	8.869	8.127	7.320
275.875	2.355	-13.640	9.900	7.917	9.900	89.388	8.853	8.139	7.660
276.000	2.347	-13.521	10.006	7.915	10.006	89.703	8.796	8.134	8.157
276.125	2.338	-13.466	9.955	7.931	9.955	89.601	8.663	8.098	8.326
276.250	2.332	-13.408	9.798	7.933	9.798	91.339	8.538	8.016	8.244
276.375	2.331	-13.318	9.612	7.931	9.612	94.708	8.467	7.892	8.008
276.500	2.334	-13.277	9.475	7.935	9.475	95.699	8.418	7.754	8.050
276.625	2.339	-13.267	9.455	7.942	9.455	92.236	8.328	7.664	8.064
276.750	2.345	-13.253	9.536	7.953	9.536	89.080	8.261	7.659	7.964
276.875	2.352	-13.299	9.644	7.953	9.644	89.686	8.324	7.736	7.748
277.000	2.360	-13.345	9.694	7.933	9.694	92.173	8.602	7.860	7.491
277.125	2.364	-13.385	9.649	7.901	9.649	90.853	8.746	7.964	7.244
277.250	2.363	-13.473	9.572	7.873	9.572	87.708	8.718	8.000	7.083
277.375	2.355	-13.608	9.537	7.864	9.537	87.613	8.610	7.958	6.982
277.500	2.344	-13.712	9.574	7.850	9.574	91.220	8.514	7.858	6.874
277.625	2.334	-13.841	9.590	7.741	9.590	93.357	8.455	7.729	6.696
277.750	2.329	-13.971	9.505	7.581	9.505	91.331	8.383	7.593	6.595
277.875	2.327	-14.087	9.338	7.468	9.338	88.732	8.289	7.460	6.676
278.000	2.328	-14.249	9.163	7.435	9.163	89.712	8.173	7.342	6.903
278.125	2.327	-14.399	9.095	7.442	9.095	92.655	8.106	7.264	7.104
278.250	2.326	-14.524	9.144	7.472	9.144	94.293	8.060	7.228	7.263
278.375	2.327	-14.668	9.262	7.516	9.262	94.293	8.014	7.217	7.424
278.500	2.333	-14.860	9.430	7.556	9.430	94.293	7.979	7.200	7.394
278.625	2.346	-15.049	9.651	7.568	9.651	94.293	7.965	7.177	7.146
278.750	2.365	-15.221	9.834	7.578	9.834	94.293	7.963	7.179	7.134
278.875	2.384	-15.382	9.895	7.635	9.895	94.293	7.966	7.225	7.265
279.000	2.395	-15.532	9.797	7.752	9.797	94.293	7.985	7.305	7.287
279.125	2.388	-15.673	9.520	7.864	9.520	94.293	8.062	7.395	7.266
279.250	2.365	-15.752	9.187	7.949	9.187	94.293	8.199	7.472	7.274
279.375	2.336	-15.749	8.931	8.006	8.931	94.293	8.355	7.539	7.376
279.500	2.310	-15.679	8.860	8.032	8.860	94.293	8.528	7.608	7.811
279.625	2.292	-15.563	9.069	8.091	9.069	94.293	8.678	7.701	9.509
279.750	2.279	-15.466	9.417	8.243	9.417	94.293	8.844	7.821	11.955
279.875	2.266	-15.354	9.716	8.441	9.716	94.293	8.985	7.956	12.894
280.000	2.256	-15.216	9.823	8.576	9.823	94.293	9.094	8.084	11.583
280.125	2.260	-15.100	9.695	8.612	9.695	94.293	9.179	8.163	10.785
280.250	2.279	-15.057	9.523	8.646	9.523	94.293	9.282	8.191	11.155
280.375	2.309	-15.074	9.454	8.685	9.454	94.293	9.371	8.204	11.192
280.500	2.340	-15.125	9.534	8.676	9.534	94.293	9.400	8.247	10.659
280.625	2.360	-15.218	9.679	8.621	9.679	94.293	9.363	8.331	10.115
280.750	2.367	-15.308	9.753	8.616	9.753	94.293	9.294	8.403	9.224
280.875	2.361	-15.435	9.722	8.665	9.722	94.293	9.210	8.418	8.764
281.000	2.345	-15.589	9.606	8.692	9.606	94.293	9.097	8.370	8.532
281.125	2.320	-15.733	9.491	8.683	9.491	94.293	9.030	8.288	8.878
281.250	2.293	-15.837	9.442	8.668	9.442	94.293	8.999	8.216	9.412
281.375	2.273	-15.895	9.488	8.666	9.488	94.293	8.971	8.168	10.992
281.500	2.266	-15.901	9.614	8.665	9.614	94.293	8.910	8.132	11.999
281.625	2.276	-15.871	9.743	8.653	9.743	94.293	8.808	8.092	9.981
281.750	2.296	-15.843	9.816	8.646	9.816	94.293	8.752	8.050	8.106
281.875	2.316	-15.775	9.831	8.635	9.831	94.293	8.733	8.016	7.411
282.000	2.333	-15.700	9.823	8.625	9.823	94.293	8.730	7.997	7.610
282.125	2.345	-15.628	9.816	8.609	9.816	94.293	8.729	7.995	8.163
282.250	2.356	-15.569	9.824	8.598	9.824	94.293	8.719	8.004	8.597
282.375	2.364	-15.542	9.864	8.594	9.864	94.293	8.686	8.013	8.833
282.500	2.366	-15.578	9.970	8.598	9.970	94.293	8.615	8.013	9.066
282.625	2.358	-15.649	10.115	8.591	10.115	94.293	8.547	8.003	9.826
282.750	2.342	-15.719	10.219	8.567	10.219	94.293	8.508	7.993	10.709
282.875	2.329	-15.762	10.234	8.559	10.234	94.293	8.521	7.992	13.887
283.000	2.324	-15.756	10.191	8.583	10.191	94.293	8.580	8.000	21.279
283.125	2.335	-15.741	10.175	8.619	10.175	94.293	8.654	8.008	25.856
283.250	2.352	-15.726	10.234	8.630	10.234	94.293	8.701	8.010	16.562
283.375	2.370	-15.734	10.333	8.642	10.333	94.293	8.704	7.999	11.336
283.500	2.381	-15.732	10.390	8.674	10.390	94.293	8.667	7.975	9.712
283.625	2.384	-15.703	10.353	8.694	10.353	94.293	8.616	7.945	9.242
283.750	2.383	-15.681	10.270	8.680	10.270	94.293	8.582	7.922	9.020
283.875	2.381	-15.717	10.191	8.665	10.191	94.293	8.571	7.918	9.326
284.000	2.382	-15.824	10.118	8.661	10.118	94.293	8.572	7.937	10.163
284.125	2.382	-15.940	10.033	8.656	10.033	94.293	8.568	7.968	11.259
284.250	2.376	-15.995	9.933	8.644	9.933	94.293	8.560	7.990	10.754
284.375	2.362	-15.996	9.830	8.646	9.830	94.293	8.557	7.998	9.946
284.500	2.342	-15.990	9.738	8.651	9.738	94.293	8.557	7.999	9.217
284.625	2.324	-16.035	9.692	8.646	9.692	94.293	8.557	7.999	9.783
284.750	2.316	-16.087	9.689	8.642	9.689	94.293	8.557	7.999	11.103
284.875	2.320	-16.117	9.689	8.642	9.689	94.293	8.557	7.999	11.053
285.000	2.333	-16.118	9.651	8.642	9.651	94.293	8.557	7.999	10.273
285.125	2.348	-16.100	9.583	8.641	9.583	94.293	8.557	7.999	9.058
285.250	2.360	-16.111	9.549	8.643	9.549	94.293	8.557	7.999	8.895
285.375	2.370	-16.220	9.589	8.641	9.589	94.293	8.557	7.999	9.172
285.500	2.370	-16.263	9.743	8.642	9.743	94.293	8.557	7.999	8.902
285.625	2.342	-16.272	9.954	8.641	9.954	94.293	8.557	7.999	8.728
285.750	2.275	-16.277	10.156	8.640	10.156	94.293	8.557	7.999	9.202
285.875	2.169	-16.300	10.279	8.639	10.279	94.293	8.557	7.999	10.178
286.000	2.041	-16.366	10.308	8.641	10.308	94.293	8.557	7.999	9.159
286.125	1.925	-16.471	10.293	8.639	10.293	94.293	8.557	7.999	7.709
286.250	1.843	-16.586	10.285	8.642	10.285	94.293	8.557	7.999	6.610
