#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
102.500	2.205	-14.355	8.576	8.465	8.576	73.699	8.657	7.610	9.324
102.625	2.181	-15.119	6.992	8.402	6.992	74.295	9.027	7.791	10.201
102.750	2.172	-15.807	6.064	8.416	6.064	74.740	9.368	8.047	10.421
102.875	2.171	-16.413	5.560	8.494	5.560	73.423	9.566	8.253	10.480
103.000	2.178	-16.930	5.261	8.581	5.261	71.389	9.643	8.357	10.498
103.125	2.189	-17.323	5.116	8.632	5.116	69.508	9.691	8.373	10.583
103.250	2.201	-17.616	5.136	8.682	5.136	69.436	9.775	8.381	10.684
103.375	2.211	-17.817	5.314	8.740	5.314	71.299	9.881	8.421	10.830
103.500	2.217	-17.954	5.590	8.812	5.590	72.940	9.975	8.497	11.422
103.625	2.219	-18.034	5.977	8.884	5.977	72.730	10.044	8.585	12.308
103.750	2.219	-18.060	6.568	8.910	6.568	71.685	10.118	8.660	12.737
103.875	2.218	-18.035	7.487	8.875	7.487	70.209	10.214	8.715	12.266
104.000	2.220	-17.965	8.729	8.819	8.729	66.634	10.314	8.750	11.787
104.125	2.224	-17.830	9.998	8.802	9.998	62.720	10.359	8.761	11.802
104.250	2.229	-17.629	10.905	8.822	10.905	63.559	10.325	8.743	12.206
104.375	2.228	-17.344	11.282	8.830	11.282	68.365	10.226	8.688	12.576
104.500	2.219	-16.975	11.217	8.797	11.217	72.620	10.102	8.593	12.087
104.625	2.201	-16.523	10.944	8.750	10.944	73.601	10.003	8.469	11.511
104.750	2.184	-16.034	10.643	8.686	10.643	73.697	9.941	8.354	10.797
104.875	2.176	-15.532	10.364	8.589	10.364	74.050	9.918	8.282	10.190
105.000	2.178	-15.027	10.163	8.485	10.163	73.540	9.941	8.285	9.856
105.125	2.187	-14.518	10.125	8.420	10.125	72.378	10.018	8.370	10.081
105.250	2.195	-13.992	10.243	8.433	10.243	72.058	10.087	8.459	10.776
105.375	2.197	-13.442	10.446	8.469	10.446	73.801	10.046	8.460	11.192
105.500	2.195	-12.859	10.619	8.388	10.619	77.796	9.795	8.296	10.909
105.625	2.197	-12.244	10.698	8.063	10.698	82.397	9.292	7.942	10.042
105.750	2.212	-11.625	10.731	7.596	10.731	86.315	8.708	7.512	9.216
105.875	2.240	-11.053	10.719	7.116	10.719	90.132	8.219	7.116	8.135
106.000	2.272	-10.557	10.609	6.736	10.609	93.470	7.953	6.836	7.155
106.125	2.292	-10.186	10.347	6.566	10.347	91.805	7.958	6.727	7.339
106.250	2.295	-9.924	10.043	6.573	10.043	84.688	8.081	6.735	7.833
106.375	2.283	-9.750	9.855	6.673	9.855	78.045	8.190	6.803	8.207
106.500	2.268	-9.646	9.852	6.754	9.852	76.029	8.205	6.873	8.353
106.625	2.260	-9.589	9.945	6.747	9.945	76.489	8.126	6.900	8.001
106.750	2.263	-9.563	9.950	6.684	9.950	78.384	8.048	6.894	7.443
106.875	2.270	-9.551	9.807	6.607	9.807	82.428	8.024	6.887	7.159
107.000	2.273	-9.541	9.588	6.572	9.588	84.791	8.055	6.915	7.348
107.125	2.262	-9.503	9.409	6.622	9.409	80.716	8.095	6.986	8.156
107.250	2.243	-9.437	9.274	6.705	9.274	76.822	8.094	7.054	7.949
107.375	2.223	-9.380	9.154	6.762	9.154	79.572	8.038	7.064	7.481
107.500	2.211	-9.375	9.063	6.752	9.063	85.317	7.932	6.983	7.168
107.625	2.212	-9.470	9.033	6.668	9.033	84.262	7.792	6.826	7.161
107.750	2.222	-9.622	9.013	6.570	9.013	77.866	7.661	6.679	7.055
107.875	2.239	-9.788	8.914	6.490	8.914	72.511	7.591	6.608	6.718
108.000	2.257	-9.960	8.682	6.457	8.682	73.241	7.635	6.646	6.485
108.125	2.271	-10.152	8.376	6.542	8.376	78.151	7.826	6.786	6.938
108.250	2.276	-10.359	8.140	6.714	8.140	83.107	8.074	6.955	7.828
108.375	2.269	-10.571	8.047	6.896	8.047	86.359	8.263	7.093	8.345
108.500	2.255	-10.777	8.059	7.000	8.059	88.026	8.297	7.153	8.235
108.625	2.244	-10.964	8.080	6.945	8.080	88.661	8.143	7.096	7.896
108.750	2.242	-11.145	8.089	6.805	8.089	88.032	7.931	6.958	7.535
108.875	2.249	-11.318	8.135	6.670	8.135	85.538	7.773	6.784	7.560
109.000	2.262	-11.459	8.253	6.607	8.253	81.918	7.720	6.615	7.904
109.125	2.276	-11.563	8.433	6.650	8.433	79.695	7.742	6.480	7.916
109.250	2.284	-11.663	8.573	6.761	8.573	77.537	7.752	6.384	7.619
109.375	2.282	-11.763	8.559	6.946	8.559	74.547	7.742	6.347	7.558
109.500	2.265	-11.836	8.342	7.201	8.342	74.570	7.788	6.418	7.838
109.625	2.227	-11.877	7.977	7.555	7.977	78.353	8.103	6.720	8.118
109.750	2.187	-11.906	7.653	8.051	7.653	78.867	8.830	7.332	8.328
109.875	2.171	-11.958	7.543	8.755	7.543	74.911	10.047	8.332	8.727
110.000	2.209	-12.049	7.762	9.759	7.762	72.413	11.701	9.727	9.311
110.125	2.316	-12.180	8.362	11.182	8.362	73.883	13.514	11.367	9.803
110.250	2.451	-12.320	9.187	12.787	9.187	75.382	14.927	12.795	10.248
110.375	2.570	-12.460	10.136	14.050	10.136	76.537	15.448	13.547	10.708
110.500	2.637	-12.621	11.100	14.319	11.100	79.641	14.855	13.331	10.607
110.625	2.627	-12.804	11.885	13.288	11.885	83.316	13.320	12.153	10.628
110.750	2.565	-12.999	12.279	11.764	12.279	84.959	11.590	10.643	10.591
110.875	2.479	-13.208	12.107	10.374	12.107	83.871	10.113	9.232	10.308
111.000	2.397	-13.432	11.359	9.381	11.359	81.502	9.114	8.178	9.639
111.125	2.341	-13.708	10.221	8.771	10.221	79.328	8.729	7.632	9.079
111.250	2.312	-14.045	9.157	8.466	9.157	77.662	8.794	7.469	9.451
111.375	2.299	-14.428	8.456	8.436	8.456	76.007	9.159	7.579	10.274
111.500	2.291	-14.835	8.201	8.538	8.201	74.003	9.618	7.824	10.990
111.625	2.278	-15.245	8.325	8.621	8.325	71.921	9.918	8.057	11.611
111.750	2.262	-15.640	8.550	8.656	8.550	68.842	9.967	8.191	12.044
111.875	2.245	-15.980	8.723	8.668	8.723	65.911	9.811	8.223	11.736
112.000	2.231	-16.274	8.790	8.656	8.790	65.005	9.595	8.198	11.396
112.125	2.225	-16.493	8.773	8.621	8.773	66.343	9.512	8.203	11.365
112.250	2.222	-16.630	8.761	8.632	8.761	68.763	9.616	8.286	11.383
112.375	2.218	-16.717	8.836	8.786	8.836	72.029	9.847	8.438	11.282
112.500	2.208	-16.767	9.103	9.098	9.103	75.968	10.067	8.593	11.312
112.625	2.195	-16.744	9.741	9.406	9.741	78.603	10.110	8.637	11.515
112.750	2.186	-16.648	10.697	9.550	10.697	79.232	9.970	8.542	11.709
112.875	2.186	-16.501	11.781	9.532	11.781	78.436	9.742	8.354	11.847
113.000	2.193	-16.308	12.657	9.433	12.657	76.572	9.564	8.170	11.723
113.125	2.199	-16.052	12.943	9.247	12.943	72.883	9.578	8.108	11.587
113.250	2.202	-15.731	12.692	8.980	12.692	70.225	9.774	8.195	11.456
113.375	2.202	-15.337	12.111	8.746	12.111	69.451	10.082	8.409	11.301
113.500	2.202	-14.873	11.474	8.648	11.474	69.559	10.368	8.671	11.301
113.625	2.200	-14.356	10.979	8.672	10.979	69.899	10.403	8.819	11.238
113.750	2.195	-13.773	10.612	8.693	10.612	71.833	10.075	8.714	11.312
113.875	2.188	-13.112	10.342	8.667	10.342	77.040	9.378	8.292	11.378
114.000	2.179	-12.341	10.173	8.605	10.173	83.423	8.446	7.606	11.411
114.125	2.172	-11.463	10.172	8.489	10.172	87.827	7.515	6.816	11.164
114.250	2.170	-10.524	10.305	8.159	10.305	90.859	6.777	6.121	10.208
114.375	2.179	-9.548	10.468	7.496	10.468	92.621	6.306	5.627	8.356
114.500	2.202	-8.591	10.498	6.635	10.498	92.431	6.111	5.371	6.218
114.625	2.238	-7.741	10.197	5.899	10.197	91.293	6.197	5.383	5.370
114.750	2.277	-7.046	9.614	5.476	9.614	93.140	6.458	5.578	5.145
114.875	2.308	-6.530	8.911	5.351	8.911	95.841	6.814	5.883	5.403
115.000	2.329	-6.185	8.297	5.406	8.297	93.497	7.161	6.207	5.888
115.125	2.338	-6.013	7.979	5.490	7.979	86.565	7.360	6.430	6.060
115.250	2.342	-5.988	7.922	5.527	7.922	82.930	7.352	6.496	5.892
115.375	2.340	-6.092	7.994	5.586	7.994	84.544	7.156	6.406	6.007
115.500	2.331	-6.250	8.063	5.736	8.063	88.229	6.874	6.220	6.618
115.625	2.316	-6.372	8.075	5.934	8.075	91.193	6.678	6.045	7.551
115.750	2.300	-6.423	8.083	6.057	8.083	90.712	6.665	5.971	7.469
115.875	2.292	-6.424	8.155	6.049	8.155	86.659	6.851	6.043	6.675
116.000	2.294	-6.437	8.273	5.919	8.273	82.320	7.187	6.268	6.123
116.125	2.301	-6.455	8.337	5.787	8.337	80.976	7.571	6.625	6.172
116.250	2.306	-6.464	8.323	5.842	8.323	81.354	7.883	7.002	7.010
116.375	2.302	-6.431	8.301	6.115	8.301	81.589	8.038	7.287	8.079
116.500	2.291	-6.356	8.368	6.475	8.368	82.415	7.985	7.372	8.667
116.625	2.287	-6.247	8.611	6.770	8.611	86.838	7.681	7.158	8.097
116.750	2.304	-6.111	8.998	6.932	8.998	92.454	7.215	6.732	7.945
116.875	2.346	-5.934	9.512	6.913	9.512	95.146	6.675	6.207	9.162
117.000	2.407	-5.719	10.114	6.689	10.114	93.445	6.158	5.709	9.124
117.125	2.463	-5.522	10.581	6.298	10.581	93.075	5.780	5.362	7.258
117.250	2.494	-5.377	10.615	5.889	10.615	95.542	5.578	5.181	5.666
117.375	2.495	-5.323	10.033	5.546	10.033	96.711	5.536	5.140	5.402
117.500	2.474	-5.370	8.899	5.310	8.899	97.628	5.572	5.144	5.322
117.625	2.447	-5.562	7.613	5.196	7.613	97.480	5.606	5.161	5.334
117.750	2.427	-5.882	6.622	5.142	6.622	96.631	5.810	5.265	5.435
117.875	2.419	-6.330	6.063	5.105	6.063	96.226	5.913	5.320	5.498
118.000	2.419	-6.857	5.854	5.108	5.854	94.475	6.157	5.472	5.726
118.125	2.418	-7.437	5.776	5.240	5.776	90.310	6.407	5.660	6.141
118.250	2.408	-8.025	5.652	5.549	5.652	87.209	6.516	5.760	6.438
118.375	2.383	-8.591	5.475	6.035	5.475	79.577	6.738	5.991	7.450
118.500	2.346	-9.132	5.282	6.556	5.282	78.066	6.776	6.035	7.688
118.625	2.308	-9.632	5.105	6.877	5.105	74.167	6.852	6.159	8.769
118.750	2.278	-10.092	4.995	7.079	4.995	73.362	6.869	6.194	9.273
118.875	2.264	-10.511	5.073	7.458	5.073	74.521	6.913	6.224	8.832
119.000	2.273	-10.900	5.507	8.289	5.507	77.531	7.151	6.380	7.844
119.125	2.319	-11.283	6.551	9.816	6.551	77.957	7.285	6.482	7.622
119.250	2.398	-11.705	8.162	11.936	8.162	79.335	8.190	7.203	7.126
119.375	2.491	-12.182	10.175	14.160	10.175	78.488	9.881	8.649	8.411
119.500	2.566	-12.729	12.217	15.455	12.217	76.475	12.438	10.917	12.591
119.625	2.579	-13.330	13.656	14.884	13.656	73.607	15.413	13.665	24.604
119.750	2.531	-13.940	14.154	13.325	14.154	70.010	17.488	15.787	37.918
119.875	2.442	-14.522	13.579	11.694	13.579	67.660	17.597	16.343	35.971
120.000	2.346	-15.071	12.106	10.442	12.106	68.333	15.749	15.160	22.043
120.125	2.276	-15.562	10.167	9.631	10.167	70.351	13.053	12.954	13.821
120.250	2.238	-15.968	8.352	9.091	8.352	71.068	10.795	10.880	10.816
120.375	2.224	-16.295	6.968	8.761	6.968	71.152	9.352	9.367	9.894
120.500	2.224	-16.540	6.126	8.580	6.126	71.397	8.686	8.461	9.589
120.625	2.227	-16.700	5.805	8.503	5.805	71.163	8.657	8.086	9.353
120.750	2.229	-16.802	5.718	8.486	5.718	70.058	8.890	7.986	9.140
120.875	2.230	-16.862	5.703	8.491	5.703	68.904	9.153	8.031	9.154
121.000	2.230	-16.868	5.711	8.497	5.711	69.271	9.283	8.123	9.389
121.125	2.226	-16.811	5.875	8.556	5.875	71.136	9.195	8.178	9.614
121.250	2.215	-16.715	6.309	8.711	6.309	71.978	8.989	8.155	9.692
121.375	2.198	-16.581	7.026	8.981	7.026	71.447	8.792	8.069	9.674
121.500	2.187	-16.439	8.015	9.426	8.015	70.934	8.756	8.001	9.672
121.625	2.211	-16.309	9.416	10.189	9.416	72.483	9.099	8.153	9.715
121.750	2.282	-16.212	11.271	11.232	11.271	73.648	10.422	9.136	9.858
121.875	2.387	-16.157	13.531	12.227	13.531	71.200	12.293	10.738	10.411
122.000	2.488	-16.150	15.854	12.551	15.854	66.766	13.712	12.133	12.656
122.125	2.532	-16.194	17.441	11.763	17.441	64.090	14.371	12.972	16.458
122.250	2.511	-16.253	17.800	10.557	17.800	64.530	13.984	12.892	17.622
122.375	2.445	-16.317	16.839	9.529	16.839	66.543	12.727	11.943	13.826
122.500	2.369	-16.368	14.957	8.843	14.957	68.213	11.132	10.543	11.296
122.625	2.316	-16.401	12.862	8.447	12.862	69.222	9.816	9.252	10.791
122.750	2.288	-16.441	11.164	8.264	11.164	70.433	9.019	8.367	10.493
122.875	2.273	-16.498	10.069	8.205	10.069	72.235	8.743	7.928	10.186
123.000	2.263	-16.562	9.478	8.140	9.478	73.732	8.856	7.840	10.034
123.125	2.250	-16.618	9.150	8.029	9.150	74.348	9.141	7.946	10.308
123.250	2.235	-16.680	8.903	7.916	8.903	75.576	9.342	8.052	10.647
123.375	2.222	-16.760	8.767	7.791	8.767	76.643	9.358	8.079	10.742
123.500	2.213	-16.865	8.801	7.648	8.801	76.893	9.206	8.019	10.411
123.625	2.210	-17.000	9.033	7.519	9.033	77.291	8.983	7.904	9.947
123.750	2.215	-17.145	9.349	7.419	9.349	78.437	8.799	7.785	9.830
123.875	2.225	-17.285	9.641	7.332	9.641	78.362	8.674	7.675	9.979
124.000	2.236	-17.449	9.815	7.266	9.815	76.879	8.580	7.571	9.887
124.125	2.241	-17.659	9.833	7.261	9.833	77.198	8.482	7.469	9.659
124.250	2.238	-17.918	9.768	7.314	9.768	78.463	8.392	7.379	9.563
124.375	2.226	-18.191	9.676	7.405	9.676	79.049	8.356	7.326	9.565
124.500	2.209	-18.442	9.597	7.494	9.597	79.053	8.416	7.335	9.639
124.625	2.195	-18.640	9.537	7.534	9.537	78.427	8.584	7.425	9.909
124.750	2.188	-18.774	9.495	7.568	9.495	77.263	8.779	7.560	10.534
124.875	2.190	-18.839	9.478	7.643	9.478	76.391	8.923	7.695	10.921
125.000	2.200	-18.825	9.502	7.741	9.502	77.080	8.962	7.780	10.621
125.125	2.215	-18.733	9.538	7.760	9.538	78.697	8.887	7.771	10.187
125.250	2.231	-18.586	9.467	7.688	9.467	80.075	8.776	7.692	10.284
125.375	2.246	-18.425	9.247	7.607	9.247	80.934	8.691	7.573	10.642
125.500	2.254	-18.292	8.912	7.642	8.912	80.387	8.667	7.456	10.901
125.625	2.251	-18.209	8.558	7.824	8.558	77.826	8.704	7.384	11.132
125.750	2.236	-18.160	8.306	8.030	8.306	74.218	8.767	7.381	11.379
125.875	2.214	-18.129	8.159	8.170	8.159	69.928	8.841	7.459	11.387
126.000	2.188	-18.101	8.058	8.219	8.058	66.680	8.925	7.609	11.200
126.125	2.166	-18.070	7.985	8.235	7.985	67.660	9.033	7.792	10.999
126.250	2.152	-18.015	7.976	8.258	7.976	70.315	9.161	7.951	10.862
126.375	2.148	-17.909	8.089	8.305	8.089	70.467	9.299	8.068	10.776
126.500	2.154	-17.715	8.359	8.396	8.359	67.853	9.434	8.157	10.592
126.625	2.167	-17.436	8.796	8.494	8.796	66.778	9.552	8.252	10.632
126.750	2.181	-17.131	9.293	8.538	9.293	69.714	9.649	8.367	10.473
126.875	2.193	-16.834	9.752	8.476	9.752	74.751	9.722	8.475	10.264
127.000	2.203	-16.584	10.119	8.304	10.119	78.563	9.753	8.532	10.213
127.125	2.211	-16.374	10.391	8.091	10.391	78.797	9.695	8.481	10.434
127.250	2.219	-16.177	10.616	7.915	10.616	77.139	9.544	8.344	10.483
127.375	2.223	-15.998	10.805	7.768	10.805	76.890	9.326	8.169	10.439
127.500	2.224	-15.837	10.975	7.624	10.975	78.860	9.096	8.009	10.335
127.625	2.219	-15.675	11.123	7.500	11.123	80.945	8.928	7.901	10.255
127.750	2.213	-15.479	11.245	7.395	11.245	81.197	8.835	7.815	10.085
127.875	2.210	-15.233	11.323	7.252	11.323	79.827	8.779	7.712	10.037
128.000	2.211	-14.938	11.287	7.007	11.287	77.760	8.693	7.565	10.179
128.125	2.215	-14.632	11.023	6.699	11.023	77.998	8.503	7.377	10.189
128.250	2.218	-14.354	10.594	6.460	10.594	80.104	8.220	7.177	9.507
128.375	2.219	-14.117	10.121	6.280	10.121	81.149	7.890	6.972	8.394
128.500	2.223	-13.954	9.719	6.087	9.719	79.687	7.574	6.752	8.075
128.625	2.236	-13.910	9.442	5.849	9.442	79.036	7.328	6.505	8.582
128.750	2.257	-14.014	9.233	5.640	9.233	82.767	7.151	6.256	8.058
128.875	2.276	-14.286	9.043	5.562	9.043	89.075	7.029	6.046	6.901
129.000	2.286	-14.702	8.848	5.694	8.848	93.511	6.961	5.923	6.448
129.125	2.277	-15.221	8.628	6.043	8.628	92.762	6.996	5.947	6.548
129.250	2.257	-15.812	8.404	6.454	8.404	88.526	7.168	6.105	7.295
129.375	2.234	-16.463	8.213	6.799	8.213	83.875	7.488	6.375	8.193
129.500	2.214	-17.136	8.082	7.029	8.082	80.405	7.908	6.714	8.817
129.625	2.201	-17.760	8.031	7.209	8.031	76.824	8.310	7.065	9.189
129.750	2.194	-18.307	8.013	7.391	8.013	72.505	8.585	7.369	10.551
129.875	2.192	-18.758	8.027	7.528	8.027	69.498	8.707	7.595	11.302
130.000	2.196	-19.106	8.147	7.616	8.147	69.147	8.726	7.731	11.207
130.125	2.202	-19.352	8.469	7.664	8.469	69.423	8.740	7.776	10.844
130.250	2.206	-19.501	8.925	7.671	8.925	68.078	8.809	7.769	10.920
130.375	2.201	-19.550	9.356	7.645	9.356	66.125	8.908	7.732	11.008
130.500	2.186	-19.537	9.592	7.613	9.592	65.351	8.965	7.683	10.953
130.625	2.168	-19.509	9.534	7.578	9.534	67.139	8.883	7.617	10.815
130.750	2.160	-19.478	9.303	7.490	9.303	71.816	8.677	7.524	10.741
130.875	2.171	-19.429	8.971	7.347	8.971	76.751	8.423	7.397	10.609
131.000	2.198	-19.346	8.582	7.232	8.582	78.000	8.226	7.255	10.341
131.125	2.230	-19.228	8.230	7.300	8.230	76.404	8.187	7.149	9.818
131.250	2.250	-19.077	8.030	7.510	8.030	76.177	8.282	7.126	9.638
131.375	2.254	-18.902	8.040	7.753	8.040	78.170	8.455	7.214	10.068
131.500	2.245	-18.685	8.252	7.956	8.252	80.005	8.644	7.409	10.857
131.625	2.230	-18.392	8.574	8.076	8.574	77.422	8.816	7.678	11.206
131.750	2.213	-18.010	8.877	8.135	8.877	72.256	8.986	7.942	11.092
131.875	2.198	-17.545	9.141	8.130	9.141	68.607	9.167	8.150	10.987
132.000	2.185	-17.041	9.391	8.030	9.391	69.468	9.337	8.272	11.105
132.125	2.180	-16.519	9.645	7.813	9.645	72.905	9.392	8.281	11.194
132.250	2.182	-16.003	9.857	7.525	9.857	75.044	9.245	8.182	10.790
132.375	2.192	-15.482	9.955	7.201	9.955	76.627	8.864	7.965	9.865
132.500	2.207	-14.977	9.883	6.854	9.883	78.917	8.315	7.630	9.131
132.625	2.222	-14.546	9.611	6.518	9.611	83.724	7.766	7.211	8.512
132.750	2.236	-14.219	9.278	6.334	9.278	91.089	7.385	6.811	7.880
132.875	2.246	-13.992	9.012	6.406	9.012	96.886	7.248	6.520	6.546
133.000	2.249	-13.833	8.869	6.678	8.869	95.648	7.344	6.407	6.113
133.125	2.244	-13.720	8.830	6.937	8.830	87.913	7.597	6.504	7.560
133.250	2.237	-13.652	8.798	7.010	8.798	82.389	7.842	6.701	8.772
133.375	2.232	-13.658	8.710	6.914	8.710	82.480	7.970	6.886	8.851
133.500	2.230	-13.746	8.543	6.790	8.543	86.386	7.943	6.964	8.716
133.625	2.231	-13.903	8.342	6.813	8.342	90.510	7.808	6.905	8.707
133.750	2.232	-14.056	8.198	6.996	8.198	92.776	7.705	6.812	7.999
133.875	2.231	-14.178	8.176	7.310	8.176	90.487	7.726	6.788	7.398
134.000	2.226	-14.269	8.317	7.709	8.317	84.328	7.915	6.905	7.618
134.125	2.221	-14.304	8.601	8.129	8.601	79.489	8.289	7.196	8.681
134.250	2.222	-14.256	8.913	8.528	8.913	77.799	8.786	7.593	9.780
134.375	2.232	-14.121	9.188	8.857	9.188	76.471	9.353	8.036	10.532
134.500	2.248	-13.895	9.435	9.097	9.435	74.956	9.922	8.470	11.084
134.625	2.259	-13.588	9.756	9.281	9.756	77.471	10.399	8.854	11.064
134.750	2.255	-13.268	10.189	9.430	10.189	82.201	10.740	9.185	11.293
134.875	2.235	-12.972	10.719	9.494	10.719	83.513	10.945	9.464	13.505
135.000	2.206	-12.709	11.303	9.436	11.303	80.705	11.044	9.685	21.807
135.125	2.177	-12.509	11.824	9.296	11.824	77.783	11.073	9.815	32.572
135.250	2.156	-12.369	12.186	9.137	12.186	75.708	11.044	9.833	28.725
135.375	2.145	-12.280	12.325	8.920	12.325	73.864	10.902	9.708	16.852
135.500	2.147	-12.219	12.199	8.561	12.199	73.465	10.568	9.410	10.530
135.625	2.168	-12.164	11.802	8.043	11.802	75.589	9.974	8.917	9.032
135.750	2.207	-12.136	11.253	7.527	11.253	80.793	9.244	8.316	8.884
135.875	2.254	-12.163	10.638	7.141	10.638	87.938	8.542	7.702	8.742
136.000	2.296	-12.260	10.040	6.965	10.040	93.384	8.026	7.182	8.160
136.125	2.312	-12.400	9.515	7.051	9.515	93.714	7.837	6.878	7.451
136.250	2.304	-12.537	9.088	7.286	9.088	90.919	7.906	6.791	7.111
136.375	2.278	-12.655	8.797	7.558	8.797	87.776	8.146	6.894	7.819
136.500	2.249	-12.740	8.651	7.753	8.651	85.400	8.455	7.129	8.649
136.625	2.227	-12.789	8.641	7.826	8.641	83.086	8.747	7.420	9.364
136.750	2.215	-12.785	8.725	7.867	8.725	79.451	8.995	7.696	9.576
136.875	2.210	-12.713	8.893	7.906	8.893	76.422	9.202	7.929	9.385
137.000	2.206	-12.543	9.133	7.919	9.133	77.526	9.366	8.108	9.291
137.125	2.197	-12.269	9.404	7.852	9.404	81.637	9.427	8.210	9.218
137.250	2.186	-11.935	9.617	7.685	9.617	83.263	9.333	8.220	9.302
137.375	2.179	-11.536	9.732	7.418	9.732	82.564	9.055	8.113	9.597
137.500	2.185	-11.101	9.721	7.076	9.721	82.392	8.629	7.884	9.874
137.625	2.210	-10.639	9.552	6.758	9.552	83.949	8.177	7.559	9.470
137.750	2.243	-10.132	9.301	6.598	9.301	86.504	7.846	7.232	8.705
137.875	2.270	-9.552	9.045	6.661	9.045	89.537	7.718	6.989	7.911
138.000	2.284	-8.896	8.923	6.879	8.923	91.280	7.802	6.901	7.639
138.125	2.292	-8.184	9.215	6.862	9.215	90.454	8.031	6.995	7.870
138.250	2.311	-7.463	9.914	6.412	9.914	89.607	8.223	7.145	8.301
138.375	2.343	-6.788	10.730	5.780	10.730	90.663	8.214	7.197	8.860
138.500	2.380	-6.202	11.186	5.331	11.186	94.348	7.899	7.015	9.077
138.625	2.401	-5.736	10.776	5.135	10.776	102.084	7.277	6.541	8.139
138.750	2.400	-5.389	9.696	4.969	9.696	107.570	6.573	5.950	6.031
138.875	2.383	-5.157	8.365	4.857	8.365	105.922	5.969	5.413	5.089
139.000	2.361	-5.047	7.267	4.874	7.267	99.599	5.595	5.060	5.017
139.125	2.342	-5.066	6.767	4.986	6.767	96.913	5.552	4.994	5.404
139.250	2.327	-5.180	6.674	5.146	6.674	97.497	5.758	5.148	5.603
139.375	2.313	-5.358	6.746	5.348	6.746	96.727	6.120	5.443	5.819
139.500	2.301	-5.545	6.817	5.543	6.817	95.967	6.509	5.783	6.358
139.625	2.293	-5.696	6.821	5.629	6.821	97.263	6.775	6.072	6.863
139.750	2.290	-5.822	6.788	5.612	6.788	98.511	6.868	6.277	7.178
139.875	2.290	-5.930	6.761	5.573	6.761	99.057	6.807	6.393	6.845
140.000	2.291	-6.026	6.766	5.563	6.766	99.839	6.664	6.431	6.562
140.125	2.293	-6.111	6.787	5.545	6.787	101.005	6.534	6.403	6.631
140.250	2.298	-6.186	6.812	5.519	6.812	100.233	6.469	6.352	6.675
140.375	2.307	-6.249	6.845	5.526	6.845	99.168	6.466	6.316	6.675
140.500	2.318	-6.292	6.872	5.566	6.872	99.301	6.508	6.335	6.518
140.625	2.324	-6.321	6.859	5.574	6.859	99.418	6.589	6.441	5.985
140.750	2.324	-6.325	6.785	5.506	6.785	97.700	6.698	6.588	6.165
140.875	2.320	-6.338	6.652	5.394	6.652	95.727	6.802	6.695	6.597
141.000	2.318	-6.382	6.465	5.283	6.465	96.343	6.821	6.658	6.713
141.125	2.325	-6.479	6.207	5.160	6.207	99.488	6.623	6.371	6.685
141.250	2.339	-6.634	5.894	5.045	5.894	104.027	6.202	5.897	6.265
141.375	2.350	-6.849	5.571	5.015	5.571	109.889	5.634	5.340	5.425
141.500	2.353	-7.143	5.345	5.156	5.345	116.253	5.084	4.838	4.825
141.625	2.347	-7.532	5.528	5.670	5.528	120.164	4.845	4.594	4.793
141.750	2.355	-7.991	6.436	6.662	6.436	119.441	5.142	4.754	5.123
141.875	2.394	-8.504	8.402	8.509	8.402	113.842	6.237	5.525	5.896
142.000	2.467	-9.058	11.528	11.688	11.528	101.811	8.428	7.174	7.400
142.125	2.549	-9.645	15.451	15.670	15.451	83.051	11.986	10.148	14.017
142.250	2.593	-10.259	18.950	18.539	18.950	67.054	16.379	14.049	39.800
142.375	2.577	-10.878	20.904	19.337	20.904	60.931	20.348	17.891	86.083
142.500	2.506	-11.461	20.654	18.570	20.654	63.237	22.178	20.227	66.704
142.625	2.410	-11.952	18.148	17.419	18.148	67.419	20.796	19.875	28.520
142.750	2.328	-12.354	14.749	16.482	14.749	71.651	18.036	17.998	16.181
142.875	2.273	-12.683	11.379	15.764	11.379	75.908	15.419	15.841	12.792
143.000	2.238	-12.960	8.598	15.216	8.598	76.702	13.703	14.223	12.332
143.125	2.213	-13.175	6.708	14.890	6.708	72.730	13.080	13.474	12.283
143.250	2.193	-13.335	5.489	14.729	5.489	69.338	13.097	13.286	12.257
143.375	2.182	-13.453	4.824	14.647	4.824	68.124	13.446	13.422	12.256
143.500	2.182	-13.575	4.627	14.602	4.627	68.259	13.858	13.698	12.157
143.625	2.190	-13.738	4.815	14.552	4.815	69.102	14.135	13.989	12.061
143.750	2.198	-13.943	5.244	14.447	5.244	69.607	14.260	14.221	11.940
143.875	2.199	-14.167	6.023	14.241	6.023	68.876	14.283	14.357	12.037
144.000	2.192	-14.385	7.380	13.912	7.380	67.041	14.256	14.372	12.341
144.125	2.182	-14.598	9.624	13.452	9.624	64.885	14.179	14.243	12.541
144.250	2.177	-14.793	12.518	12.915	12.518	61.922	14.029	14.018	12.669
144.375	2.178	-14.970	15.641	12.433	15.641	59.850	13.801	13.742	12.616
144.500	2.185	-15.116	18.446	12.143	18.446	60.738	13.545	13.455	12.420
144.625	2.191	-15.228	20.299	12.036	20.299	63.670	13.333	13.203	12.330
144.750	2.195	-15.313	21.251	11.975	21.251	64.742	13.189	13.009	12.297
144.875	2.196	-15.389	21.580	11.948	21.580	64.436	13.129	12.890	12.350
